AT3G09720	YGL171W
AT5G27520	YPR128C
AT3G11900	YKL146W
AT3G11900	YNL101W
AT3G21720	YER065C
AT3G21720	YPR006C
AT3G23940	YJR016C
AT3G27890	YLR011W
AT3G48560	YMR108W
AT3G60330	YPL036W
AT3G60330	YGL008C
AT4G10760	YGL192W
AT4G17610	YDL112W
AT4G39160	YNL039W
AT5G03555	YBL042C
AT5G03555	YIR028W
AT5G03555	YBR021W
ATCG00760	YPL183W-A
AT5G20180	YPL183W-A
AT5G63890	YCL030C
AT5G67290	YHR009C
ATMG00520	Q0060
ATMG00520	Q0055
ATMG00520	Q0050
ATMG00520	Q0075
AT5G43720	YGR271C-A
AT1G04230	YGR271C-A
AT1G08940	YDR051C
AT3G05170	YDR051C
AT1G14290	YDR297W
AT1G69640	YDR297W
AT1G16440	YCR091W
AT1G79250	YCR091W
AT1G17145	YMR140W
AT1G78420	YMR140W
AT1G18720	YGL010W
AT1G74440	YGL010W
AT1G55915	YHR134W
AT1G57600	YPL189W
AT1G57600	YGL084C
AT1G80380	YGR205W
AT2G28880	YNR033W
AT2G34090	YNL011C
AT2G37500	YMR062C
AT2G41705	YPL279C
AT2G41705	YOR390W
AT2G43360	YGR286C
AT4G25950	YHR039C-A
AT3G01390	YHR039C-A
AT4G23710	YHR039C-A
AT5G14290	YBR268W
AT3G01740	YBR268W
AT3G03780	YER091C
AT5G17920	YER091C
AT3G05550	YNR018W
AT5G27760	YNR018W
AT3G07220	YPR104C
AT3G07260	YPR104C
AT3G13120	YDR041W
AT3G13700	YDL224C
AT3G13700	YNL197C
AT3G49590	YPR185W
AT3G18770	YPR185W
AT4G33400	YNL212W
AT3G19240	YNL212W
AT3G21700	YML064C
AT5G54840	YML064C
AT3G27460	YCL010C
AT5G40550	YCL010C
AT3G44830	YNR008W
AT5G13640	YNR008W
AT3G47930	YML086C
AT3G58610	YLR355C
AT3G58830	YHR100C
AT4G01310	YDR237W
AT5G57190	YGR170W
AT4G25970	YGR170W
AT5G03860	YNL117W
AT5G03860	YIR031C
AT5G24090	YLR286C
AT5G37530	YKL027W
AT5G37530	YHR003C
AT5G48840	YIL145C
AT5G54770	YGR144W
ATCG00380	YNL137C
ATCG00770	YMR158W
ATCG00820	YNR037C
AT1G03030	YFR007W
AT1G04900	YKL162C
AT1G07470	YOR194C
AT1G07480	YOR194C
AT1G08220	YLR393W
AT1G21370	YOR238W
AT1G22660	YER168C
AT1G31910	YMR220W
AT1G53760	YDL183C
AT1G66080	YOL032W
AT2G01770	YLR220W
AT2G33255	YOR131C
AT2G36230	YIL020C
AT2G40570	YMR283C
AT2G46580	YGR017W
AT3G03380	YNL123W
AT3G20790	YMR315W
AT3G21110	YAR015W
AT3G59520	YPL246C
AT3G66658	YHR039C
AT4G12610	YGR186W
AT4G15475	YJR052W
AT4G22930	YLR420W
AT4G31460	YMR193W
AT4G32375	YJR153W
AT4G33360	YLL056C
AT4G37870	YKR097W
AT5G03455	YGR203W
AT5G08110	YDR291W
AT5G08450	YDL076C
AT5G12290	YPR155C
AT5G14780	YOR388C
AT5G22620	YKR043C
AT5G35460	YGR149W
AT5G44710	YGR215W
AT5G45380	YHL016C
AT5G58730	YCR019W
AT5G64420	YEL055C
AT2G15820	Q0160
AT3G56570	YBR030W
