ENSMUSP00000048802 YGL171W_mRNA
ENSMUSP00000054881 YML030W_mRNA
ENSMUSP00000150962 YML030W_mRNA
ENSMUSP00000150629 YML030W_mRNA
ENSMUSP00000149331 YML030W_mRNA
ENSMUSP00000150189 YML030W_mRNA
ENSMUSP00000026986 YML030W_mRNA
ENSMUSP00000078971 YBR041W_mRNA
ENSMUSP00000148768 YBR041W_mRNA
ENSMUSP00000034267 YBR041W_mRNA
ENSMUSP00000117145 YBR041W_mRNA
ENSMUSP00000057595 YBR041W_mRNA
ENSMUSP00000151383 YPL218W_mRNA
ENSMUSP00000020285 YPL218W_mRNA
ENSMUSP00000020653 YPL218W_mRNA
ENSMUSP00000057556 YCR032W_mRNA
ENSMUSP00000117068 YCR032W_mRNA
ENSMUSP00000052607 YCR032W_mRNA
ENSMUSP00000134244 YCR032W_mRNA
ENSMUSP00000148521 YCR032W_mRNA
ENSMUSP00000133979 YCR032W_mRNA
ENSMUSP00000134541 YCR032W_mRNA
ENSMUSP00000120118 YCR032W_mRNA
ENSMUSP00000032372 YMR292W_mRNA
ENSMUSP00000141960 YMR292W_mRNA
ENSMUSP00000092136 YMR292W_mRNA
ENSMUSP00000139189 YMR292W_mRNA
ENSMUSP00000138922 YMR292W_mRNA
ENSMUSP00000017808 YML038C_mRNA
ENSMUSP00000104921 YML038C_mRNA
ENSMUSP00000104922 YML038C_mRNA
ENSMUSP00000104923 YML038C_mRNA
ENSMUSP00000119071 YML038C_mRNA
ENSMUSP00000118227 YML038C_mRNA
ENSMUSP00000116288 YML038C_mRNA
ENSMUSP00000118605 YML038C_mRNA
ENSMUSP00000123299 YML038C_mRNA
ENSMUSP00000120036 YML038C_mRNA
ENSMUSP00000003386 YML025C_mRNA
ENSMUSP00000150112 YML025C_mRNA
ENSMUSP00000150591 YML025C_mRNA
ENSMUSP00000150420 YML025C_mRNA
ENSMUSP00000149690 YML025C_mRNA
ENSMUSP00000151075 YML025C_mRNA
ENSMUSP00000020640 YPR178W_mRNA
ENSMUSP00000117340 YJL143W_mRNA
ENSMUSP00000033498 YJL143W_mRNA
ENSMUSP00000119555 YJL143W_mRNA
ENSMUSP00000079883 YJL143W_mRNA
ENSMUSP00000149418 YIR006C_mRNA
ENSMUSP00000117431 YIR006C_mRNA
ENSMUSP00000119358 YIR006C_mRNA
ENSMUSP00000119651 YIR006C_mRNA
ENSMUSP00000123238 YIR006C_mRNA
ENSMUSP00000130501 YIR006C_mRNA
ENSMUSP00000114387 YIR006C_mRNA
ENSMUSP00000144905 YML060W_mRNA
ENSMUSP00000144792 YML060W_mRNA
ENSMUSP00000032406 YML060W_mRNA
ENSMUSP00000138159 YGR274C_mRNA
ENSMUSP00000114765 YGR274C_mRNA
ENSMUSP00000098895 YGR274C_mRNA
ENSMUSP00000112772 YGR274C_mRNA
ENSMUSP00000034567 YNL071W_mRNA
ENSMUSP00000073880 YNL096C_mRNA
ENSMUSP00000073880 YOR096W_mRNA
ENSMUSP00000152456 YNL096C_mRNA
ENSMUSP00000152456 YOR096W_mRNA
ENSMUSP00000100516 YNL096C_mRNA
ENSMUSP00000100516 YOR096W_mRNA
ENSMUSP00000106239 YLR015W_mRNA
ENSMUSP00000132546 YLR015W_mRNA
ENSMUSP00000118346 YLR015W_mRNA
ENSMUSP00000117488 YLR015W_mRNA
ENSMUSP00000070957 YLR015W_mRNA
ENSMUSP00000106238 YLR015W_mRNA
ENSMUSP00000106240 YLR015W_mRNA
ENSMUSP00000136225 YDL078C_mRNA
ENSMUSP00000136225 YOL126C_mRNA
ENSMUSP00000142993 YKL085W_mRNA
ENSMUSP00000143748 YKL085W_mRNA
ENSMUSP00000019323 YKL085W_mRNA
ENSMUSP00000101978 YLR285W_mRNA
ENSMUSP00000119131 YLR285W_mRNA
ENSMUSP00000156531 YJL207C_mRNA
ENSMUSP00000094882 YJL207C_mRNA
ENSMUSP00000043115 YJL207C_mRNA
ENSMUSP00000151713 YJL207C_mRNA
ENSMUSP00000025385 YKR009C_mRNA
ENSMUSP00000126658 YJL004C_mRNA
ENSMUSP00000117507 YJL004C_mRNA
ENSMUSP00000114360 YJL004C_mRNA
ENSMUSP00000121900 YJL004C_mRNA
ENSMUSP00000072275 YJL004C_mRNA
ENSMUSP00000104976 YJL004C_mRNA
ENSMUSP00000032715 YBR034C_mRNA
ENSMUSP00000136358 YLR287C-A_mRNA
ENSMUSP00000136358 YOR182C_mRNA
ENSMUSP00000042835 YLR287C-A_mRNA
ENSMUSP00000042835 YOR182C_mRNA
ENSMUSP00000136803 YLR287C-A_mRNA
ENSMUSP00000136803 YOR182C_mRNA
ENSMUSP00000099984 YGL253W_mRNA
ENSMUSP00000099984 YFR053C_mRNA
ENSMUSP00000105448 YGL253W_mRNA
ENSMUSP00000105448 YFR053C_mRNA
ENSMUSP00000105447 YGL253W_mRNA
ENSMUSP00000105447 YFR053C_mRNA
ENSMUSP00000037970 YBR059C_mRNA
ENSMUSP00000037970 YIL095W_mRNA
ENSMUSP00000037970 YNL020C_mRNA
ENSMUSP00000108598 YBR059C_mRNA
ENSMUSP00000108598 YIL095W_mRNA
ENSMUSP00000108598 YNL020C_mRNA
ENSMUSP00000086948 YBR059C_mRNA
ENSMUSP00000086948 YIL095W_mRNA
ENSMUSP00000086948 YNL020C_mRNA
ENSMUSP00000003710 YBR059C_mRNA
ENSMUSP00000003710 YIL095W_mRNA
ENSMUSP00000003710 YNL020C_mRNA
ENSMUSP00000154390 YLR008C_mRNA
ENSMUSP00000103830 YLR008C_mRNA
ENSMUSP00000113484 YLR008C_mRNA
ENSMUSP00000011029 YLR008C_mRNA
ENSMUSP00000113514 YLR008C_mRNA
ENSMUSP00000022590 YLR008C_mRNA
ENSMUSP00000118798 YJR123W_mRNA
ENSMUSP00000121961 YJR123W_mRNA
ENSMUSP00000104179 YJR123W_mRNA
ENSMUSP00000004554 YJR123W_mRNA
ENSMUSP00000112428 YPR045C_mRNA
ENSMUSP00000046465 YPR045C_mRNA
ENSMUSP00000134965 YMR026C_mRNA
ENSMUSP00000103781 YMR026C_mRNA
ENSMUSP00000135632 YMR026C_mRNA
ENSMUSP00000018877 YMR026C_mRNA
ENSMUSP00000135145 YMR026C_mRNA
ENSMUSP00000154998 YMR026C_mRNA
ENSMUSP00000155063 YMR026C_mRNA
ENSMUSP00000155342 YMR026C_mRNA
ENSMUSP00000154895 YMR026C_mRNA
ENSMUSP00000155570 YMR026C_mRNA
ENSMUSP00000155723 YMR026C_mRNA
ENSMUSP00000118829 YMR026C_mRNA
ENSMUSP00000152944 YER074W_mRNA
ENSMUSP00000152944 YIL069C_mRNA
ENSMUSP00000153637 YER074W_mRNA
ENSMUSP00000153637 YIL069C_mRNA
ENSMUSP00000153659 YER074W_mRNA
ENSMUSP00000153659 YIL069C_mRNA
ENSMUSP00000108003 YER074W_mRNA
ENSMUSP00000108003 YIL069C_mRNA
ENSMUSP00000125977 YER074W_mRNA
ENSMUSP00000125977 YIL069C_mRNA
ENSMUSP00000143131 YLR372W_mRNA
ENSMUSP00000143131 YJL196C_mRNA
ENSMUSP00000143131 YCR034W_mRNA
ENSMUSP00000142832 YLR372W_mRNA
ENSMUSP00000142832 YJL196C_mRNA
ENSMUSP00000142832 YCR034W_mRNA
ENSMUSP00000143143 YLR372W_mRNA
ENSMUSP00000143143 YJL196C_mRNA
ENSMUSP00000143143 YCR034W_mRNA
ENSMUSP00000036357 YLR372W_mRNA
ENSMUSP00000036357 YJL196C_mRNA
ENSMUSP00000036357 YCR034W_mRNA
ENSMUSP00000071351 YLR372W_mRNA
ENSMUSP00000071351 YJL196C_mRNA
ENSMUSP00000071351 YCR034W_mRNA
ENSMUSP00000130992 YIL155C_mRNA
ENSMUSP00000028167 YIL155C_mRNA
ENSMUSP00000108237 YIL155C_mRNA
ENSMUSP00000021425 YNL281W_mRNA
ENSMUSP00000021425 YDR214W_mRNA
ENSMUSP00000152471 YNL281W_mRNA
ENSMUSP00000152471 YDR214W_mRNA
ENSMUSP00000115134 YNL281W_mRNA
ENSMUSP00000115134 YDR214W_mRNA
ENSMUSP00000121255 YNL281W_mRNA
ENSMUSP00000121255 YDR214W_mRNA
ENSMUSP00000105166 YNL281W_mRNA
ENSMUSP00000105166 YDR214W_mRNA
ENSMUSP00000020529 YNL281W_mRNA
ENSMUSP00000020529 YDR214W_mRNA
ENSMUSP00000121920 YNL281W_mRNA
ENSMUSP00000121920 YDR214W_mRNA
ENSMUSP00000152366 YBR142W_mRNA
ENSMUSP00000152058 YBR142W_mRNA
ENSMUSP00000105628 YBR142W_mRNA
ENSMUSP00000152206 YBR142W_mRNA
ENSMUSP00000040890 YBR142W_mRNA
ENSMUSP00000059766 YNL162W_mRNA
ENSMUSP00000059766 YHR141C_mRNA
ENSMUSP00000106249 YNL162W_mRNA
ENSMUSP00000106249 YHR141C_mRNA
ENSMUSP00000153782 YNL162W_mRNA
ENSMUSP00000153782 YHR141C_mRNA
ENSMUSP00000108837 YNL162W_mRNA
ENSMUSP00000108837 YHR141C_mRNA
ENSMUSP00000106250 YNL162W_mRNA
ENSMUSP00000106250 YHR141C_mRNA
ENSMUSP00000141377 YNL162W_mRNA
ENSMUSP00000141377 YHR141C_mRNA
ENSMUSP00000123700 YKL073W_mRNA
ENSMUSP00000068594 YKL073W_mRNA
ENSMUSP00000125594 YKL073W_mRNA
ENSMUSP00000124177 YKL073W_mRNA
ENSMUSP00000021078 YDR376W_mRNA
ENSMUSP00000124264 YOR258W_mRNA
ENSMUSP00000030119 YOR258W_mRNA
ENSMUSP00000060599 YFL024C_mRNA
ENSMUSP00000119134 YFL024C_mRNA
ENSMUSP00000089758 YFL024C_mRNA
ENSMUSP00000111536 YFL024C_mRNA
ENSMUSP00000028100 YFL024C_mRNA
ENSMUSP00000128173 YKL160W_mRNA
ENSMUSP00000150536 YKL160W_mRNA
ENSMUSP00000149885 YKL160W_mRNA
ENSMUSP00000013966 YKL160W_mRNA
ENSMUSP00000150169 YKL160W_mRNA
ENSMUSP00000036936 YGL055W_mRNA
ENSMUSP00000026220 YGL055W_mRNA
ENSMUSP00000026221 YGL055W_mRNA
ENSMUSP00000059860 YGL055W_mRNA
ENSMUSP00000134754 YDR017C_mRNA
ENSMUSP00000035214 YDR017C_mRNA
ENSMUSP00000025046 YDR017C_mRNA
ENSMUSP00000141605 YDR017C_mRNA
ENSMUSP00000144336 YDR017C_mRNA
ENSMUSP00000082091 YDR017C_mRNA
ENSMUSP00000144020 YDR017C_mRNA
ENSMUSP00000156855 YDR198C_mRNA
ENSMUSP00000154839 YOR344C_mRNA
ENSMUSP00000023100 YOR344C_mRNA
ENSMUSP00000155022 YOR344C_mRNA
ENSMUSP00000020846 YOR344C_mRNA
ENSMUSP00000120777 YOR344C_mRNA
ENSMUSP00000122934 YOR344C_mRNA
ENSMUSP00000153172 YJL044C_mRNA
ENSMUSP00000024717 YJL044C_mRNA
ENSMUSP00000145438 YCR065W_mRNA
ENSMUSP00000124806 YCR065W_mRNA
ENSMUSP00000123815 YCR065W_mRNA
ENSMUSP00000035746 YCR065W_mRNA
ENSMUSP00000101917 YCR065W_mRNA
ENSMUSP00000123923 YCR065W_mRNA
ENSMUSP00000123826 YCR065W_mRNA
ENSMUSP00000135430 YCR065W_mRNA
ENSMUSP00000065544 YKL184W_mRNA
ENSMUSP00000105958 YKL184W_mRNA
ENSMUSP00000122240 YKL184W_mRNA
ENSMUSP00000114086 YKL184W_mRNA
ENSMUSP00000030581 YKL184W_mRNA
ENSMUSP00000101683 YKL184W_mRNA
ENSMUSP00000152363 YKL184W_mRNA
ENSMUSP00000128661 YKL184W_mRNA
ENSMUSP00000023884 YKL184W_mRNA
ENSMUSP00000152225 YPR015C_mRNA
ENSMUSP00000145027 YNR064C_mRNA
ENSMUSP00000110780 YNR064C_mRNA
ENSMUSP00000115541 YNR064C_mRNA
ENSMUSP00000129639 YNR064C_mRNA
ENSMUSP00000119038 YNR064C_mRNA
ENSMUSP00000117713 YNR064C_mRNA
ENSMUSP00000120408 YNR064C_mRNA
ENSMUSP00000092268 YLR337C_mRNA
ENSMUSP00000099740 YLR337C_mRNA
ENSMUSP00000099741 YLR337C_mRNA
ENSMUSP00000119190 YLR337C_mRNA
ENSMUSP00000121335 YLR337C_mRNA
ENSMUSP00000123244 YLR337C_mRNA
ENSMUSP00000110291 YOR143C_mRNA
ENSMUSP00000065631 YOR143C_mRNA
ENSMUSP00000151357 YHR029C_mRNA
ENSMUSP00000151373 YHR029C_mRNA
ENSMUSP00000121682 YHR029C_mRNA
ENSMUSP00000151721 YHR029C_mRNA
ENSMUSP00000136589 YHR029C_mRNA
ENSMUSP00000020266 YHR029C_mRNA
ENSMUSP00000020262 YHR029C_mRNA
ENSMUSP00000038331 YER078C_mRNA
ENSMUSP00000132822 YER078C_mRNA
ENSMUSP00000075683 YFR006W_mRNA
ENSMUSP00000106211 YPL079W_mRNA
ENSMUSP00000106211 YBR191W_mRNA
ENSMUSP00000041652 YPL079W_mRNA
ENSMUSP00000041652 YBR191W_mRNA
ENSMUSP00000106213 YPL079W_mRNA
ENSMUSP00000106213 YBR191W_mRNA
ENSMUSP00000020884 YKL080W_mRNA
ENSMUSP00000093500 YKL080W_mRNA
ENSMUSP00000117139 YKL080W_mRNA
ENSMUSP00000152515 YKL080W_mRNA
ENSMUSP00000155467 YKL080W_mRNA
ENSMUSP00000022904 YKL080W_mRNA
ENSMUSP00000105754 YHR002W_mRNA
ENSMUSP00000065903 YHR002W_mRNA
ENSMUSP00000114510 YHR002W_mRNA
ENSMUSP00000043370 YHR002W_mRNA
ENSMUSP00000101208 YER100W_mRNA
ENSMUSP00000101207 YER100W_mRNA
ENSMUSP00000024056 YER100W_mRNA
ENSMUSP00000099464 YER100W_mRNA
ENSMUSP00000127712 YER100W_mRNA
ENSMUSP00000112785 YER100W_mRNA
ENSMUSP00000101206 YER100W_mRNA
ENSMUSP00000114235 YER100W_mRNA
ENSMUSP00000100595 YKR002W_mRNA
ENSMUSP00000131668 YKR002W_mRNA
ENSMUSP00000126275 YKR002W_mRNA
ENSMUSP00000128402 YKR002W_mRNA
ENSMUSP00000105527 YKR002W_mRNA
ENSMUSP00000021535 YKR002W_mRNA
ENSMUSP00000099927 YKR002W_mRNA
ENSMUSP00000020513 YKR002W_mRNA
ENSMUSP00000021311 YGL216W_mRNA
ENSMUSP00000028527 YGL216W_mRNA
ENSMUSP00000096734 YFR037C_mRNA
ENSMUSP00000096734 YJL176C_mRNA
ENSMUSP00000026433 YFR037C_mRNA
ENSMUSP00000026433 YJL176C_mRNA
ENSMUSP00000100868 YFR037C_mRNA
ENSMUSP00000100868 YJL176C_mRNA
ENSMUSP00000086094 YFR037C_mRNA
ENSMUSP00000086094 YJL176C_mRNA
ENSMUSP00000142611 YFR037C_mRNA
ENSMUSP00000142611 YJL176C_mRNA
ENSMUSP00000142629 YFR037C_mRNA
ENSMUSP00000142629 YJL176C_mRNA
ENSMUSP00000143550 YFR037C_mRNA
ENSMUSP00000143550 YJL176C_mRNA
ENSMUSP00000107686 YHL014C_mRNA
ENSMUSP00000107686 YBR025C_mRNA
ENSMUSP00000097592 YHL014C_mRNA
ENSMUSP00000097592 YBR025C_mRNA
ENSMUSP00000028517 YHL014C_mRNA
ENSMUSP00000028517 YBR025C_mRNA
ENSMUSP00000148274 YML014W_mRNA
ENSMUSP00000148438 YML014W_mRNA
ENSMUSP00000148380 YML014W_mRNA
ENSMUSP00000061511 YML014W_mRNA
ENSMUSP00000148653 YML014W_mRNA
ENSMUSP00000125996 YML014W_mRNA
ENSMUSP00000117146 YLR377C_mRNA
ENSMUSP00000090564 YLR377C_mRNA
ENSMUSP00000021907 YLR377C_mRNA
ENSMUSP00000115703 YLR377C_mRNA
ENSMUSP00000020553 YER163C_mRNA
ENSMUSP00000098942 YER163C_mRNA
ENSMUSP00000028780 YER163C_mRNA
ENSMUSP00000114380 YHR074W_mRNA
ENSMUSP00000033415 YHR074W_mRNA
ENSMUSP00000120220 YHR074W_mRNA
ENSMUSP00000079309 YER148W_mRNA
ENSMUSP00000120310 YER148W_mRNA
ENSMUSP00000124317 YER148W_mRNA
ENSMUSP00000114007 YER148W_mRNA
ENSMUSP00000014911 YER148W_mRNA
ENSMUSP00000112794 YER148W_mRNA
ENSMUSP00000114428 YOR035C_mRNA
ENSMUSP00000123399 YOR035C_mRNA
ENSMUSP00000145577 YOR035C_mRNA
ENSMUSP00000119665 YOR035C_mRNA
ENSMUSP00000102991 YOR035C_mRNA
ENSMUSP00000018989 YOR035C_mRNA
ENSMUSP00000129405 YOR035C_mRNA
ENSMUSP00000103795 YOR035C_mRNA
ENSMUSP00000032748 YOR035C_mRNA
ENSMUSP00000033585 YCR012W_mRNA
ENSMUSP00000138706 YCR012W_mRNA
ENSMUSP00000080302 YCR012W_mRNA
ENSMUSP00000133861 YPR110C_mRNA
ENSMUSP00000116998 YPR110C_mRNA
ENSMUSP00000084252 YPR110C_mRNA
ENSMUSP00000122026 YPR110C_mRNA
ENSMUSP00000019354 YOR332W_mRNA
ENSMUSP00000145437 YOR332W_mRNA
ENSMUSP00000145324 YOR332W_mRNA
ENSMUSP00000157068 YOR332W_mRNA
ENSMUSP00000157221 YOR332W_mRNA
ENSMUSP00000065285 YOR332W_mRNA
ENSMUSP00000144171 YMR076C_mRNA
ENSMUSP00000016569 YMR076C_mRNA
ENSMUSP00000038421 YMR076C_mRNA
ENSMUSP00000106112 YMR076C_mRNA
ENSMUSP00000144572 YMR076C_mRNA
ENSMUSP00000031104 YMR076C_mRNA
ENSMUSP00000144463 YMR076C_mRNA
ENSMUSP00000023477 YKR001C_mRNA
ENSMUSP00000023477 YLL001W_mRNA
ENSMUSP00000155429 YKR001C_mRNA
ENSMUSP00000155429 YLL001W_mRNA
ENSMUSP00000111415 YKR001C_mRNA
ENSMUSP00000111415 YLL001W_mRNA
ENSMUSP00000155155 YKR001C_mRNA
ENSMUSP00000155155 YLL001W_mRNA
ENSMUSP00000093945 YKR001C_mRNA
ENSMUSP00000093945 YLL001W_mRNA
ENSMUSP00000099709 YOR274W_mRNA
ENSMUSP00000120018 YHR210C_mRNA
ENSMUSP00000120018 YNR071C_mRNA
ENSMUSP00000040580 YHR210C_mRNA
ENSMUSP00000040580 YNR071C_mRNA
ENSMUSP00000135680 YDR120C_mRNA
ENSMUSP00000105390 YDR120C_mRNA
ENSMUSP00000134723 YDR120C_mRNA
ENSMUSP00000135510 YDR120C_mRNA
ENSMUSP00000105389 YDR120C_mRNA
ENSMUSP00000001974 YDR120C_mRNA
ENSMUSP00000021662 YEL042W_mRNA
ENSMUSP00000113106 YEL042W_mRNA
ENSMUSP00000114011 YEL042W_mRNA
ENSMUSP00000112516 YEL042W_mRNA
ENSMUSP00000105901 YEL042W_mRNA
ENSMUSP00000071939 YEL042W_mRNA
ENSMUSP00000135161 YML095C_mRNA
ENSMUSP00000143862 YMR156C_mRNA
ENSMUSP00000096078 YMR156C_mRNA
ENSMUSP00000003044 YMR156C_mRNA
ENSMUSP00000103508 YMR156C_mRNA
ENSMUSP00000144690 YMR156C_mRNA
ENSMUSP00000147012 YMR156C_mRNA
ENSMUSP00000120456 YML067C_mRNA
ENSMUSP00000145204 YML067C_mRNA
ENSMUSP00000145143 YML067C_mRNA
ENSMUSP00000028880 YBR296C_mRNA
ENSMUSP00000105944 YBR296C_mRNA
ENSMUSP00000065935 YBR296C_mRNA
ENSMUSP00000071231 YPR160W_mRNA
ENSMUSP00000125585 YPR160W_mRNA
ENSMUSP00000035743 YPR160W_mRNA
ENSMUSP00000109111 YPR160W_mRNA
ENSMUSP00000143935 YPR160W_mRNA
ENSMUSP00000143844 YPR160W_mRNA
ENSMUSP00000047564 YPR160W_mRNA
ENSMUSP00000127098 YER053C_mRNA
ENSMUSP00000132480 YER053C_mRNA
ENSMUSP00000075987 YER053C_mRNA
ENSMUSP00000139901 YDR482C_mRNA
ENSMUSP00000085993 YDR482C_mRNA
ENSMUSP00000139842 YDR482C_mRNA
ENSMUSP00000156661 YDR482C_mRNA
ENSMUSP00000140813 YDR482C_mRNA
ENSMUSP00000153557 YJL024C_mRNA
ENSMUSP00000153388 YJL024C_mRNA
ENSMUSP00000153510 YJL024C_mRNA
ENSMUSP00000025357 YJL024C_mRNA
ENSMUSP00000153290 YJL024C_mRNA
ENSMUSP00000075082 YJL024C_mRNA
ENSMUSP00000032749 YLR396C_mRNA
ENSMUSP00000021536 YEL051W_mRNA
ENSMUSP00000048832 YPR098C_mRNA
ENSMUSP00000150045 YPR098C_mRNA
ENSMUSP00000149824 YPR098C_mRNA
ENSMUSP00000151678 YOR007C_mRNA
ENSMUSP00000151345 YOR007C_mRNA
ENSMUSP00000151949 YOR007C_mRNA
ENSMUSP00000005067 YOR007C_mRNA
ENSMUSP00000124895 YOR007C_mRNA
ENSMUSP00000041307 YOR007C_mRNA
ENSMUSP00000125569 YOR007C_mRNA
ENSMUSP00000043910 YGL082W_mRNA
ENSMUSP00000043910 YPL191C_mRNA
ENSMUSP00000127839 YGL082W_mRNA
ENSMUSP00000127839 YPL191C_mRNA
ENSMUSP00000102805 YGL082W_mRNA
ENSMUSP00000102805 YPL191C_mRNA
ENSMUSP00000037035 YGL082W_mRNA
ENSMUSP00000037035 YPL191C_mRNA
ENSMUSP00000150300 YGL082W_mRNA
ENSMUSP00000150300 YPL191C_mRNA
ENSMUSP00000142400 YGL082W_mRNA
ENSMUSP00000142400 YPL191C_mRNA
ENSMUSP00000115530 YKL059C_mRNA
ENSMUSP00000095670 YKL059C_mRNA
ENSMUSP00000049528 YKL059C_mRNA
ENSMUSP00000155989 YKL059C_mRNA
ENSMUSP00000071519 YKL059C_mRNA
ENSMUSP00000151526 YOL008W_mRNA
ENSMUSP00000147771 YPR180W_mRNA
ENSMUSP00000147409 YPR180W_mRNA
ENSMUSP00000092409 YPR180W_mRNA
ENSMUSP00000041851 YPL104W_mRNA
ENSMUSP00000050771 YDL140C_mRNA
ENSMUSP00000071200 YDL140C_mRNA
ENSMUSP00000026322 YOR116C_mRNA
ENSMUSP00000153243 YOR116C_mRNA
ENSMUSP00000125023 YCL039W_mRNA
ENSMUSP00000123863 YCL039W_mRNA
ENSMUSP00000123529 YNL267W_mRNA
ENSMUSP00000121965 YNL267W_mRNA
ENSMUSP00000102872 YNL267W_mRNA
ENSMUSP00000072134 YNL267W_mRNA
ENSMUSP00000132150 YNL267W_mRNA
ENSMUSP00000124211 YBR261C_mRNA
ENSMUSP00000035303 YBR261C_mRNA
ENSMUSP00000116760 YBR261C_mRNA
ENSMUSP00000141900 YBR261C_mRNA
ENSMUSP00000142189 YBR261C_mRNA
ENSMUSP00000123140 YBR261C_mRNA
ENSMUSP00000152921 YKR092C_mRNA
ENSMUSP00000153545 YKR092C_mRNA
ENSMUSP00000153329 YKR092C_mRNA
ENSMUSP00000153600 YKR092C_mRNA
ENSMUSP00000128331 YKR092C_mRNA
ENSMUSP00000153641 YKR092C_mRNA
ENSMUSP00000077330 YDR507C_mRNA
ENSMUSP00000077330 YCL024W_mRNA
ENSMUSP00000101610 YDR507C_mRNA
ENSMUSP00000101610 YCL024W_mRNA
ENSMUSP00000133750 YDR507C_mRNA
ENSMUSP00000133750 YCL024W_mRNA
ENSMUSP00000074969 YDR507C_mRNA
ENSMUSP00000074969 YCL024W_mRNA
ENSMUSP00000113448 YDR507C_mRNA
ENSMUSP00000113448 YCL024W_mRNA
ENSMUSP00000145845 YDR507C_mRNA
ENSMUSP00000145845 YCL024W_mRNA
ENSMUSP00000145970 YDR507C_mRNA
ENSMUSP00000145970 YCL024W_mRNA
ENSMUSP00000092821 YOR090C_mRNA
ENSMUSP00000103932 YOR090C_mRNA
ENSMUSP00000050521 YOR090C_mRNA
ENSMUSP00000103936 YOR090C_mRNA
ENSMUSP00000092766 YOR090C_mRNA
ENSMUSP00000103934 YOR090C_mRNA
ENSMUSP00000103937 YOR090C_mRNA
ENSMUSP00000143962 YJR036C_mRNA
ENSMUSP00000143859 YJR036C_mRNA
ENSMUSP00000103161 YJR036C_mRNA
ENSMUSP00000135482 YER144C_mRNA
ENSMUSP00000135482 YDR069C_mRNA
ENSMUSP00000070264 YER144C_mRNA
ENSMUSP00000070264 YDR069C_mRNA
ENSMUSP00000110479 YER144C_mRNA
ENSMUSP00000110479 YDR069C_mRNA
ENSMUSP00000135018 YER144C_mRNA
ENSMUSP00000135018 YDR069C_mRNA
ENSMUSP00000034508 YER144C_mRNA
ENSMUSP00000034508 YDR069C_mRNA
ENSMUSP00000106938 YER144C_mRNA
ENSMUSP00000106938 YDR069C_mRNA
ENSMUSP00000125714 YHR001W_mRNA
ENSMUSP00000124742 YHR001W_mRNA
ENSMUSP00000030288 YHR001W_mRNA
ENSMUSP00000141991 YHR001W_mRNA
ENSMUSP00000124370 YHR001W_mRNA
ENSMUSP00000124112 YHR001W_mRNA
ENSMUSP00000081396 YHR001W_mRNA
ENSMUSP00000127844 YPR131C_mRNA
ENSMUSP00000132857 YPR131C_mRNA
ENSMUSP00000105627 YPR131C_mRNA
ENSMUSP00000002805 YPR131C_mRNA
ENSMUSP00000110728 YOR234C_mRNA
ENSMUSP00000110728 YPL143W_mRNA
ENSMUSP00000110727 YOR234C_mRNA
ENSMUSP00000110727 YPL143W_mRNA
ENSMUSP00000110730 YOR234C_mRNA
ENSMUSP00000110730 YPL143W_mRNA
ENSMUSP00000077857 YOR234C_mRNA
ENSMUSP00000077857 YPL143W_mRNA
ENSMUSP00000110731 YOR234C_mRNA
ENSMUSP00000110731 YPL143W_mRNA
ENSMUSP00000148704 YER009W_mRNA
ENSMUSP00000148471 YER009W_mRNA
ENSMUSP00000131850 YER009W_mRNA
ENSMUSP00000148713 YER009W_mRNA
ENSMUSP00000008594 YER009W_mRNA
ENSMUSP00000127767 YBR212W_mRNA
ENSMUSP00000127767 YHR086W_mRNA
ENSMUSP00000127273 YBR212W_mRNA
ENSMUSP00000127273 YHR086W_mRNA
ENSMUSP00000120657 YBR212W_mRNA
ENSMUSP00000120657 YHR086W_mRNA
ENSMUSP00000101582 YBR212W_mRNA
ENSMUSP00000101582 YHR086W_mRNA
ENSMUSP00000101580 YBR212W_mRNA
ENSMUSP00000101580 YHR086W_mRNA
ENSMUSP00000030730 YBR212W_mRNA
ENSMUSP00000030730 YHR086W_mRNA
ENSMUSP00000099600 YBR019C_mRNA
ENSMUSP00000099599 YBR019C_mRNA
ENSMUSP00000025218 YBR143C_mRNA
ENSMUSP00000037476 YNL323W_mRNA
ENSMUSP00000037476 YNR048W_mRNA
ENSMUSP00000037476 YCR094W_mRNA
ENSMUSP00000114042 YNL323W_mRNA
ENSMUSP00000114042 YNR048W_mRNA
ENSMUSP00000114042 YCR094W_mRNA
ENSMUSP00000034878 YNL323W_mRNA
ENSMUSP00000034878 YNR048W_mRNA
ENSMUSP00000034878 YCR094W_mRNA
ENSMUSP00000141870 YDR263C_mRNA
ENSMUSP00000141870 YOR033C_mRNA
ENSMUSP00000141624 YDR263C_mRNA
ENSMUSP00000141624 YOR033C_mRNA
ENSMUSP00000141568 YDR263C_mRNA
ENSMUSP00000141568 YOR033C_mRNA
ENSMUSP00000141526 YDR263C_mRNA
ENSMUSP00000141526 YOR033C_mRNA
ENSMUSP00000039376 YDR263C_mRNA
ENSMUSP00000039376 YOR033C_mRNA
ENSMUSP00000141770 YDR263C_mRNA
ENSMUSP00000141770 YOR033C_mRNA
ENSMUSP00000006435 YBR127C_mRNA
ENSMUSP00000145710 YBR127C_mRNA
ENSMUSP00000006431 YBR127C_mRNA
ENSMUSP00000092658 YML001W_mRNA
ENSMUSP00000109226 YML001W_mRNA
ENSMUSP00000109230 YML001W_mRNA
ENSMUSP00000109228 YML001W_mRNA
