Orthogroup	fly	yeast
OG0006675	FBpp0086341, FBpp0071970, FBpp0309930	YGL191W_mRNA
OG0006694	FBpp0074104	YNL177C_mRNA
OG0006717	FBpp0076251	YGR062C_mRNA
OG0006730	FBpp0293445, FBpp0311266, FBpp0290752, FBpp0309351, FBpp0077012	YER155C_mRNA
OG0006744	FBpp0078327	YOR173W_mRNA, YLR270W_mRNA
OG0006745	FBpp0078421, FBpp0306928, FBpp0078422	YDR137W_mRNA
OG0006771	FBpp0081331, FBpp0081330	YOL057W_mRNA
OG0006772	FBpp0081491	YML121W_mRNA
OG0006818	FBpp0085567, FBpp0085568	YDL117W_mRNA
OG0006834	FBpp0308412, FBpp0087738	YNL070W_mRNA
OG0007388	FBpp0085563	YDR045C_mRNA
OG0007406	FBpp0081599	YLR439W_mRNA
OG0007407	FBpp0083800	YNL262W_mRNA
OG0007409	FBpp0308653, FBpp0070284	YGL099W_mRNA
OG0007413	FBpp0083581	YDR364C_mRNA
OG0007418	FBpp0290353	YDR079C-A_mRNA
OG0007424	FBpp0087775	YDL207W_mRNA
OG0007431	FBpp0311844, FBpp0087322	YCR057C_mRNA
OG0007447	FBpp0311991, FBpp0071198	YAL025C_mRNA
OG0007458	FBpp0084051	YGL174W_mRNA
OG0007459	FBpp0070403, FBpp0309621	YMR128W_mRNA
OG0007466	FBpp0077998	YDL060W_mRNA
OG0007471	FBpp0307598, FBpp0080003	YJR066W_mRNA, YKL203C_mRNA
OG0007474	FBpp0077839	YOR077W_mRNA
OG0007480	FBpp0082727	YGR090W_mRNA
OG0007481	FBpp0073835, FBpp0073836	YKL021C_mRNA
OG0007485	FBpp0310956, FBpp0083043	YER140W_mRNA
OG0007489	FBpp0075937	YDR060W_mRNA
OG0007497	FBpp0070409	YHR170W_mRNA
OG0007502	FBpp0390630	Q0085_mRNA
OG0007507	FBpp0070859	YOR319W_mRNA
OG0007510	FBpp0076457	YDR390C_mRNA
OG0007523	FBpp0082329	YBR060C_mRNA
OG0007527	FBpp0303558, FBpp0078630	YGL155W_mRNA
OG0007528	FBpp0072144	YPR016C_mRNA
OG0007534	FBpp0081879	YLR009W_mRNA
OG0007535	FBpp0078337	YMR137C_mRNA
OG0007536	FBpp0078689	YMR146C_mRNA
OG0007537	FBpp0080484	YGL238W_mRNA
OG0007539	FBpp0080537	YNR020C_mRNA
OG0007543	FBpp0075700	YPL237W_mRNA
OG0007544	FBpp0084016	YMR229C_mRNA
OG0007545	FBpp0082979, FBpp0307571	YNL059C_mRNA
OG0007546	FBpp0076990	YOR145C_mRNA
OG0007547	FBpp0110310	YDR115W_mRNA
OG0007554	FBpp0079992	YDL143W_mRNA
OG0007557	FBpp0304954, FBpp0075967	YEL003W_mRNA
OG0007558	FBpp0080490, FBpp0307141	YER012W_mRNA
OG0007559	FBpp0085119	YKL172W_mRNA
OG0007564	FBpp0072151	YML069W_mRNA
OG0007566	FBpp0071028	YBL008W_mRNA
OG0007573	FBpp0310842, FBpp0290929	YPL082C_mRNA
OG0007575	FBpp0072494, FBpp0303821	YML049C_mRNA
OG0007576	FBpp0080211	YGR145W_mRNA
OG0007578	FBpp0309827, FBpp0078844	YGR001C_mRNA
OG0007580	FBpp0075119	YBL041W_mRNA
OG0007582	FBpp0078761	YGR033C_mRNA
OG0007583	FBpp0086207	YJR117W_mRNA
OG0007584	FBpp0079946	YHR088W_mRNA
OG0007586	FBpp0076312	YBR202W_mRNA
OG0007588	FBpp0074835, FBpp0312391	YBR055C_mRNA
OG0007591	FBpp0072744, FBpp0072743	YGL207W_mRNA
OG0007592	FBpp0081351	YOR057W_mRNA
OG0007593	FBpp0081385	YJR122W_mRNA
OG0007594	FBpp0079711	YKL207W_mRNA
OG0007598	FBpp0073853	YBR070C_mRNA
OG0007604	FBpp0081834	YDR148C_mRNA
OG0007606	FBpp0086400	YJL001W_mRNA
OG0007607	FBpp0074348	YDR238C_mRNA
OG0007608	FBpp0077415, FBpp0077401	YDR167W_mRNA
OG0007609	FBpp0081978, FBpp0307417, FBpp0297636, FBpp0081980	YMR041C_mRNA
OG0007611	FBpp0086844, FBpp0086842, FBpp0086843	YMR296C_mRNA
OG0007612	FBpp0083022	YDL077C_mRNA
OG0007613	FBpp0075560	YLR417W_mRNA
OG0007615	FBpp0080256	YDR397C_mRNA
OG0007616	FBpp0077694	YCL059C_mRNA
OG0007619	FBpp0086393	YLL035W_mRNA
OG0007624	FBpp0289451	YNL024C-A_mRNA
OG0007625	FBpp0077328	YNL320W_mRNA
OG0007626	FBpp0075595, FBpp0311496	YOR262W_mRNA
OG0007628	FBpp0083629, FBpp0293863	YNR003C_mRNA
OG0007631	FBpp0076686, FBpp0076685	YGR276C_mRNA
OG0007633	FBpp0086749	YDR416W_mRNA
OG0007635	FBpp0310305, FBpp0079483, FBpp0079481, FBpp0079482, FBpp0310304	YOR118W_mRNA
OG0007636	FBpp0082737	YDL090C_mRNA
OG0007637	FBpp0070624, FBpp0310174	YPL022W_mRNA
OG0007641	FBpp0082813	YGR194C_mRNA
OG0007644	FBpp0072117	YER141W_mRNA
OG0007645	FBpp0078318, FBpp0078319	YPL001W_mRNA
OG0007646	FBpp0087219, FBpp0308563, FBpp0293218	YGR093W_mRNA
OG0007649	FBpp0071049	YKL196C_mRNA
OG0007654	FBpp0077909	YGL153W_mRNA
OG0007658	FBpp0083514	YNL102W_mRNA
OG0007659	FBpp0290061, FBpp0079154, FBpp0310037	YBR269C_mRNA
OG0007664	FBpp0309229, FBpp0079391	YOR111W_mRNA
OG0007679	FBpp0071144, FBpp0308525, FBpp0111875, FBpp0111874	YNL239W_mRNA
OG0007688	FBpp0288528, FBpp0072178, FBpp0309973	YMR042W_mRNA, YMR043W_mRNA
OG0007692	FBpp0072696, FBpp0072695	YOR239W_mRNA
OG0007717	FBpp0310228, FBpp0074458, FBpp0310227	YER093C_mRNA
OG0007721	FBpp0074615	YER046W_mRNA
OG0007733	FBpp0075839	YKL028W_mRNA
OG0007779	FBpp0079894, FBpp0079893, FBpp0079895	YHR117W_mRNA, YNL121C_mRNA
OG0007790	FBpp0081123	YIL104C_mRNA
OG0007796	FBpp0081593	YPL030W_mRNA
OG0007827	FBpp0084909, FBpp0303329	YOL138C_mRNA
OG0007880	FBpp0288908	YLR057W_mRNA
OG0007916	FBpp0311138, FBpp0311139	YGR217W_mRNA
OG0008647	FBpp0080872	YML098W_mRNA
OG0008656	FBpp0078894	YPR094W_mRNA
OG0008661	FBpp0083872	YEL046C_mRNA
OG0008667	FBpp0112507	YGL021W_mRNA, YBL009W_mRNA
OG0008671	FBpp0086707	YJR034W_mRNA
OG0008677	FBpp0303723, FBpp0077626	YDL193W_mRNA
OG0008681	FBpp0070308	YKL110C_mRNA
OG0008683	FBpp0084375, FBpp0298343	YGR187C_mRNA
OG0008705	FBpp0087511	YKL009W_mRNA
OG0008714	FBpp0071046	YBR247C_mRNA
OG0008728	FBpp0081317	YBL023C_mRNA
OG0008739	FBpp0073098	YOL077C_mRNA
OG0008747	FBpp0078448, FBpp0078449	YFR050C_mRNA
OG0008753	FBpp0112471, FBpp0306953	YGL195W_mRNA
OG0008763	FBpp0081786	YGR005C_mRNA
OG0008770	FBpp0088995, FBpp0072615	YDR013W_mRNA
OG0008771	FBpp0082148	YLR386W_mRNA
OG0008774	FBpp0072065	YLR127C_mRNA
OG0008784	FBpp0081001	YOR206W_mRNA
OG0008788	FBpp0087806, FBpp0308450	YOR091W_mRNA
OG0008789	FBpp0087347	YHR072W-A_mRNA
OG0008792	FBpp0112453	YLR016C_mRNA
OG0008794	FBpp0079575	YGR021W_mRNA
OG0008797	FBpp0089041	YOR362C_mRNA
OG0008806	FBpp0070952	YLR074C_mRNA
OG0008812	FBpp0088519	YMR049C_mRNA
OG0008814	FBpp0070719	YDL153C_mRNA
OG0008817	FBpp0070205	YDR365C_mRNA
OG0008823	FBpp0308257	YDR434W_mRNA
OG0008824	FBpp0086348	YDL111C_mRNA
OG0008826	FBpp0078897, FBpp0292321	YOL107W_mRNA
OG0008828	FBpp0086555	YNL026W_mRNA
OG0008829	FBpp0081401	YJL111W_mRNA
OG0008832	FBpp0076918	YDR496C_mRNA
OG0008838	FBpp0076819	YJL030W_mRNA
OG0008843	FBpp0086974	YGR183C_mRNA
OG0008846	FBpp0084818	YLR272C_mRNA
OG0008852	FBpp0309961, FBpp0074325	YIR027C_mRNA
OG0008853	FBpp0090943	YPR137W_mRNA
OG0008859	FBpp0075106	YNR038W_mRNA
OG0008867	FBpp0081381, FBpp0308430	YBR186W_mRNA
OG0008869	FBpp0090982	YBL102W_mRNA
OG0008874	FBpp0071744	YBL004W_mRNA
OG0008876	FBpp0271806, FBpp0309237	YKL053C-A_mRNA
OG0008877	FBpp0304031, FBpp0079607	YER126C_mRNA
OG0008880	FBpp0082525	YOR006C_mRNA
OG0008883	FBpp0086096	YHR148W_mRNA
OG0008885	FBpp0071226	YIL142W_mRNA
OG0008886	FBpp0071598, FBpp0071597	YJR013W_mRNA
OG0008887	FBpp0079815	YEL031W_mRNA
OG0008888	FBpp0084726	YLR115W_mRNA
OG0008889	FBpp0288749, FBpp0311087	YBR231C_mRNA
OG0008891	FBpp0083505	YBR115C_mRNA
OG0008893	FBpp0070913	YGL201C_mRNA
OG0008894	FBpp0072456	YOR346W_mRNA
OG0008897	FBpp0080448	YGL091C_mRNA
OG0008899	FBpp0289851	YKR095W-A_mRNA
OG0008902	FBpp0304617, FBpp0077728	YMR288W_mRNA
OG0008903	FBpp0087402	YML102W_mRNA
OG0008904	FBpp0079305	YJR002W_mRNA
OG0008941	FBpp0072271, FBpp0072273, FBpp0288458, FBpp0072270, FBpp0099900, FBpp0305145	YOL113W_mRNA
OG0008946	FBpp0072562, FBpp0072561	YOL145C_mRNA
OG0008950	FBpp0072907	YER019W_mRNA
OG0008955	FBpp0073144, FBpp0297230	YKL003C_mRNA
OG0009028	FBpp0078009, FBpp0304957	YPL225W_mRNA
OG0009054	FBpp0080148	YOR330C_mRNA
OG0009094	FBpp0307575, FBpp0083039	YGL016W_mRNA
OG0009111	FBpp0084214	YNL213C_mRNA
OG0009141	FBpp0087334, FBpp0304270	YDR081C_mRNA
OG0009143	FBpp0087340, FBpp0308558	YKL143W_mRNA
OG0009161	FBpp0099657	YDR121W_mRNA
OG0010261	FBpp0075034	YPL217C_mRNA
OG0010282	FBpp0070259	YLR148W_mRNA
OG0010292	FBpp0112248, FBpp0070154	YLR262C-A_mRNA
OG0010348	FBpp0086063	YNR053C_mRNA
OG0010363	FBpp0077899	YKL045W_mRNA
OG0010381	FBpp0081117	YLR002C_mRNA
OG0010407	FBpp0074065	YJL074C_mRNA
OG0010417	FBpp0076738	YOR294W_mRNA
OG0010423	FBpp0081322	YDR116C_mRNA
OG0010426	FBpp0085589	YCL016C_mRNA
OG0010433	FBpp0081560, FBpp0300672	YKL117W_mRNA
OG0010443	FBpp0082995	YLR129W_mRNA
OG0010451	FBpp0086267	YMR013C_mRNA
OG0010457	FBpp0071223	YNR054C_mRNA
OG0010459	FBpp0071194	YKL099C_mRNA
OG0010466	FBpp0084082	YPL211W_mRNA
OG0010471	FBpp0073943	YCL054W_mRNA
OG0010481	FBpp0078400	YDL030W_mRNA
OG0010484	FBpp0072768	YLR336C_mRNA
OG0010486	FBpp0078664	YFR004W_mRNA
OG0010487	FBpp0087335	YBR198C_mRNA
OG0010494	FBpp0082591	YDR404C_mRNA
OG0010495	FBpp0082983	YLR412W_mRNA
OG0010497	FBpp0078353	YOR123C_mRNA
OG0010514	FBpp0081195, FBpp0312542	YDL200C_mRNA
OG0010600	FBpp0074122	YEL062W_mRNA
OG0010654	FBpp0076880, FBpp0076881	YGL126W_mRNA
OG0010701	FBpp0080677	YMR185W_mRNA
OG0010703	FBpp0080694	YLR405W_mRNA
OG0010704	FBpp0080705, FBpp0304830	YHR019C_mRNA
OG0010724	FBpp0082759	YDR511W_mRNA
OG0010756	FBpp0084351, FBpp0084350	YBR102C_mRNA
OG0010758	FBpp0084436	YPL107W_mRNA
OG0010796	FBpp0087765	YNL136W_mRNA
OG0012469	FBpp0076172	YHR038W_mRNA
OG0012504	FBpp0083917	YGL192W_mRNA
OG0012506	FBpp0083613	YDL112W_mRNA
OG0012514	FBpp0080050, FBpp0309566	YNL039W_mRNA
OG0012644	FBpp0290094, FBpp0073362, FBpp0073361, FBpp0081551	YPR186C_mRNA
OG0012649	FBpp0082385, FBpp0308816, FBpp0073756	YJL163C_mRNA
OG0012735	FBpp0290462, FBpp0078586, FBpp0307564	YHL024W_mRNA
OG0012743	FBpp0079000	YOR340C_mRNA
OG0012864	FBpp0086874	YLR191W_mRNA
OG0012868	FBpp0087120	YJL208C_mRNA
OG0012886	FBpp0088654, FBpp0300173, FBpp0088655	YOR144C_mRNA
OG0012938	FBpp0290106, FBpp0290104, FBpp0290108, FBpp0290107	YPL105C_mRNA
OG0012947	FBpp0290904	YPR013C_mRNA
OG0012977	FBpp0310802	YOR149C_mRNA
OG0015365	FBpp0073385, FBpp0081083, FBpp0311218	YBR111W-A_mRNA
OG0015463	FBpp0077789	YER058W_mRNA
OG0015568	FBpp0307398, FBpp0083200	YGL037C_mRNA
OG0019331	FBpp0072281	YDL213C_mRNA
OG0019466	FBpp0075969, FBpp0297066	YKR063C_mRNA
OG0019509	FBpp0306854, FBpp0077598	YAL020C_mRNA
OG0019891	FBpp0290390, FBpp0271847	YDL105W_mRNA
OG0026380	FBpp0082801	YOR148C_mRNA
