Orthogroup	fly	neurospora
OG0006701	FBpp0074403, FBpp0306529, FBpp0074402	EAA35948
OG0006727	FBpp0076868	EAA33896
OG0006730	FBpp0293445, FBpp0311266, FBpp0290752, FBpp0309351, FBpp0077012	ESA43757
OG0006744	FBpp0078327	EAA33402
OG0006745	FBpp0078421, FBpp0306928, FBpp0078422	EAA34379
OG0006771	FBpp0081331, FBpp0081330	EAA36238
OG0006772	FBpp0081491	EAA32475
OG0006782	FBpp0306681, FBpp0082179, FBpp0306680, FBpp0082178	EAA32992
OG0006808	FBpp0084839	EAA35103
OG0006814	FBpp0085363	EAA32215
OG0006818	FBpp0085567, FBpp0085568	EAA28223, ESA42642
OG0006834	FBpp0308412, FBpp0087738	ESA42662
OG0007388	FBpp0085563	EAA35495
OG0007403	FBpp0077883, FBpp0077884	EAA27378
OG0007406	FBpp0081599	EAA32822
OG0007407	FBpp0083800	EAA26703
OG0007408	FBpp0076549	EAA30678
OG0007409	FBpp0308653, FBpp0070284	EAA31488
OG0007413	FBpp0083581	EAA30032
OG0007416	FBpp0402790, FBpp0089414	EAA30882
OG0007418	FBpp0290353	EAA31643
OG0007421	FBpp0082445	EAA31977
OG0007424	FBpp0087775	EAA32328
OG0007426	FBpp0086101	EAA34275
OG0007431	FBpp0311844, FBpp0087322	EAA31947
OG0007443	FBpp0086721, FBpp0303475	EAA27489
OG0007447	FBpp0311991, FBpp0071198	EAA32070
OG0007458	FBpp0084051	EAA26899
OG0007459	FBpp0070403, FBpp0309621	EAA31961
OG0007466	FBpp0077998	EAA27716
OG0007471	FBpp0307598, FBpp0080003	EAA31334
OG0007474	FBpp0077839	EAA31362
OG0007477	FBpp0073887, FBpp0309306	EAA27680
OG0007480	FBpp0082727	EAA29353
OG0007481	FBpp0073835, FBpp0073836	EAA33889
OG0007485	FBpp0310956, FBpp0083043	EAA31072
OG0007489	FBpp0075937	EAA29383
OG0007495	FBpp0309371, FBpp0073777, FBpp0309370	EAA28195
OG0007497	FBpp0070409	EAA32728
OG0007502	FBpp0390630	AGG16014
OG0007507	FBpp0070859	ESA42665
OG0007510	FBpp0076457	ESA43483
OG0007514	FBpp0086399	EAA27041
OG0007521	FBpp0079735, FBpp0309447	EAA28108
OG0007522	FBpp0087398	EAA31675
OG0007523	FBpp0082329	EAA31691
OG0007527	FBpp0303558, FBpp0078630	EAA30405
OG0007528	FBpp0072144	EAA29796
OG0007533	FBpp0077778, FBpp0309501	EAA33920, EAA30821
OG0007534	FBpp0081879	EAA32763
OG0007535	FBpp0078337	EAA29638
OG0007536	FBpp0078689	EAA27313
OG0007537	FBpp0080484	EAA31630
OG0007539	FBpp0080537	EAA27995
OG0007541	FBpp0073781	EAA36241
OG0007543	FBpp0075700	ESA42399
OG0007544	FBpp0084016	EAA33640
OG0007545	FBpp0082979, FBpp0307571	EAA32996
OG0007546	FBpp0076990	EAA32853
OG0007554	FBpp0079992	EAA34893
OG0007557	FBpp0304954, FBpp0075967	EAA35448
OG0007558	FBpp0080490, FBpp0307141	ESA42564
OG0007559	FBpp0085119	EAA31538
OG0007561	FBpp0071994	EAA32208
OG0007564	FBpp0072151	EAA26950
OG0007566	FBpp0071028	EAA28414
OG0007573	FBpp0310842, FBpp0290929	ESA43427
OG0007575	FBpp0072494, FBpp0303821	ESA43359
OG0007576	FBpp0080211	EAA28364
OG0007578	FBpp0309827, FBpp0078844	EAA30557
OG0007580	FBpp0075119	EAA34540
OG0007582	FBpp0078761	EAA32761
OG0007583	FBpp0086207	EAA32128
OG0007584	FBpp0079946	EAA28054
OG0007586	FBpp0076312	EAA34642
OG0007588	FBpp0074835, FBpp0312391	ESA42407
OG0007591	FBpp0072744, FBpp0072743	EAA32294
OG0007592	FBpp0081351	EAA31789
OG0007593	FBpp0081385	EAA28079
OG0007594	FBpp0079711	EAA35923
OG0007598	FBpp0073853	EAA27217
OG0007601	FBpp0292854, FBpp0085822, FBpp0085821	EAA33030
OG0007602	FBpp0088565, FBpp0082019	EAA29637
OG0007604	FBpp0081834	EAA30207
OG0007606	FBpp0086400	EAA28906
OG0007607	FBpp0074348	EAA28245
OG0007608	FBpp0077415, FBpp0077401	EAA34354
OG0007609	FBpp0081978, FBpp0307417, FBpp0297636, FBpp0081980	EAA31320
OG0007610	FBpp0082172	EAA27223
OG0007611	FBpp0086844, FBpp0086842, FBpp0086843	EAA28743
OG0007612	FBpp0083022	EAA27006
OG0007613	FBpp0075560	EAA33101
OG0007614	FBpp0084252, FBpp0087069, FBpp0087070, FBpp0087071, FBpp0087068	EAA35683
OG0007615	FBpp0080256	EAA35646
OG0007616	FBpp0077694	EAA32944
OG0007619	FBpp0086393	EAA30260
OG0007620	FBpp0304358, FBpp0271748, FBpp0271749, FBpp0304356, FBpp0304355, FBpp0304357	ESA42288
OG0007624	FBpp0289451	EAA26820
OG0007625	FBpp0077328	ESA44085
OG0007626	FBpp0075595, FBpp0311496	EAA35211
OG0007627	FBpp0075534	EDO65204
OG0007628	FBpp0083629, FBpp0293863	EAA35144
OG0007631	FBpp0076686, FBpp0076685	EAA36112
OG0007633	FBpp0086749	EAA33470
OG0007635	FBpp0310305, FBpp0079483, FBpp0079481, FBpp0079482, FBpp0310304	EAA30271
OG0007636	FBpp0082737	EAA29571
OG0007637	FBpp0070624, FBpp0310174	EAA35391
OG0007641	FBpp0082813	EDO65046
OG0007644	FBpp0072117	EAA31207
OG0007645	FBpp0078318, FBpp0078319	EAA28127
OG0007646	FBpp0087219, FBpp0308563, FBpp0293218	EAA35853
OG0007647	FBpp0072143, FBpp0309943	ESA42600
OG0007648	FBpp0079699	EAA31333
OG0007649	FBpp0071049	EAA29765
OG0007652	FBpp0076244	EDO65231
OG0007654	FBpp0077909	EAA28304
OG0007656	FBpp0081508	EAA28027
OG0007658	FBpp0083514	EAA33895
OG0007659	FBpp0290061, FBpp0079154, FBpp0310037	EAA34052
OG0007661	FBpp0390631	AGG16007
OG0007664	FBpp0309229, FBpp0079391	EAA35753
OG0007679	FBpp0071144, FBpp0308525, FBpp0111875, FBpp0111874	EAA36000
OG0007688	FBpp0288528, FBpp0072178, FBpp0309973	EAA35381
OG0007698	FBpp0073081, FBpp0073082	EAA31037
OG0007703	FBpp0081078, FBpp0312037, FBpp0073284	EAA28785
OG0007713	FBpp0300670, FBpp0074285	EDO65387
OG0007715	FBpp0074314	EAA32711
OG0007717	FBpp0310228, FBpp0074458, FBpp0310227	EAA33879
OG0007721	FBpp0074615	EAA29611
OG0007733	FBpp0075839	EAA32172
OG0007779	FBpp0079894, FBpp0079893, FBpp0079895	EAA32000
OG0007788	FBpp0307147, FBpp0080989	EAA31625
OG0007796	FBpp0081593	EAA35108
OG0007803	FBpp0301703, FBpp0301704, FBpp0082381, FBpp0082380, FBpp0301705, FBpp0310570, FBpp0082382	ESA42858
OG0007827	FBpp0084909, FBpp0303329	EAA35604
OG0007842	FBpp0086507, FBpp0086508, FBpp0086509, FBpp0086510, FBpp0086511	EAA28162
OG0007880	FBpp0288908	EAA31096, EAA30860, EAA29739, EAA34947, EAA32435, ESA42026
OG0007916	FBpp0311138, FBpp0311139	EAA34496
OG0008647	FBpp0080872	EAA26819
OG0008652	FBpp0076372	EAA33625
OG0008656	FBpp0078894	EAA28583
OG0008661	FBpp0083872	EAA35901
OG0008667	FBpp0112507	EAA28057
OG0008671	FBpp0086707	EAA35272
OG0008674	FBpp0072142	EAA36096
OG0008677	FBpp0303723, FBpp0077626	EAA34718
OG0008681	FBpp0070308	EAA27165
OG0008683	FBpp0084375, FBpp0298343	EAA33301
OG0008688	FBpp0083128	ESA42865
OG0008690	FBpp0076998, FBpp0311241	ESA44393, EAA36161
OG0008692	FBpp0076360, FBpp0076361, FBpp0303198, FBpp0289431	EAA28835
OG0008693	FBpp0084827	EAA30391
OG0008700	FBpp0303511, FBpp0271886, FBpp0301022, FBpp0303236	EAA28911
OG0008701	FBpp0076380	ESA44341
OG0008705	FBpp0087511	EAA29824
OG0008714	FBpp0071046	EAA33300
OG0008728	FBpp0081317	EAA31737
OG0008734	FBpp0077698, FBpp0306844	EAA28411
OG0008737	FBpp0071681	ESA41929
OG0008739	FBpp0073098	EAA27737
OG0008747	FBpp0078448, FBpp0078449	EAA28757
OG0008753	FBpp0112471, FBpp0306953	EAA30827
OG0008763	FBpp0081786	EAA34657
OG0008770	FBpp0088995, FBpp0072615	EAA34820
OG0008771	FBpp0082148	ESA41961
OG0008774	FBpp0072065	EAA35080
OG0008775	FBpp0074971	ESA44056
OG0008777	FBpp0309825, FBpp0078822	EAA36121
OG0008780	FBpp0070087, FBpp0070088	EAA35465
OG0008781	FBpp0076723	EAA34891
OG0008784	FBpp0081001	EAA35357
OG0008788	FBpp0087806, FBpp0308450	EAA27237
OG0008789	FBpp0087347	EAA28739
OG0008792	FBpp0112453	EAA29994
OG0008794	FBpp0079575	EDO64938
OG0008796	FBpp0079109	EAA33878
OG0008797	FBpp0089041	EAA35851
OG0008804	FBpp0291513, FBpp0083007, FBpp0308997	EAA31876
OG0008806	FBpp0070952	EAA30549
OG0008809	FBpp0290264, FBpp0290263	EAA33891
OG0008812	FBpp0088519	EAA35262
OG0008814	FBpp0070719	EAA28536
OG0008817	FBpp0070205	EAA27818
OG0008821	FBpp0070623	ESA42249
OG0008822	FBpp0302813, FBpp0083920	EAA34278
OG0008823	FBpp0308257	EAA30387
OG0008824	FBpp0086348	EAA27248
OG0008825	FBpp0071145	EAA31975
OG0008826	FBpp0078897, FBpp0292321	ESA43569
OG0008828	FBpp0086555	ESA42172
OG0008829	FBpp0081401	EAA29703
OG0008830	FBpp0071259	EAA28570
OG0008832	FBpp0076918	EAA34590
OG0008834	FBpp0084638	EAA32297
OG0008838	FBpp0076819	EAA30805
OG0008840	FBpp0072216, FBpp0310092	EAA34523
OG0008843	FBpp0086974	EAA36097
OG0008846	FBpp0084818	EAA29207
OG0008847	FBpp0075104	EAA30644
OG0008852	FBpp0309961, FBpp0074325	EAA30704
OG0008853	FBpp0090943	EAA31483
OG0008854	FBpp0082177	EAA33111
OG0008856	FBpp0072720	EAA32089
OG0008859	FBpp0075106	EAA28960
OG0008869	FBpp0090982	EAA35872
OG0008873	FBpp0075087, FBpp0297079	ESA43924
OG0008874	FBpp0071744	EAA35852
OG0008876	FBpp0271806, FBpp0309237	ESA42019
OG0008877	FBpp0304031, FBpp0079607	EAA35938
OG0008880	FBpp0082525	EAA30730
OG0008883	FBpp0086096	EAA32384
OG0008885	FBpp0071226	EAA30290
OG0008886	FBpp0071598, FBpp0071597	EAA30584
OG0008887	FBpp0079815	EAA29171
OG0008888	FBpp0084726	ESA41824
OG0008889	FBpp0288749, FBpp0311087	EAA27895
OG0008891	FBpp0083505	EAA34175, EAA27706, EAA31066, EAA36160
OG0008893	FBpp0070913	EAA32957
OG0008894	FBpp0072456	EAA34773
OG0008895	FBpp0084172	EDO64926
OG0008897	FBpp0080448	EAA32800
OG0008902	FBpp0304617, FBpp0077728	EAA34811
OG0008903	FBpp0087402	EAA36024
OG0008904	FBpp0079305	EAA28355
OG0008946	FBpp0072562, FBpp0072561	EAA27983
OG0008950	FBpp0072907	EAA34499
OG0008955	FBpp0073144, FBpp0297230	EAA33667
OG0008957	FBpp0073217, FBpp0083282, FBpp0077954, FBpp0077955, FBpp0077957, FBpp0077956	ESA42175
OG0009000	FBpp0303962, FBpp0075989	EAA32016
OG0009028	FBpp0078009, FBpp0304957	EAA29358
OG0009053	FBpp0080138, FBpp0310261, FBpp0080139	EAA28065
OG0009054	FBpp0080148	EAA28511
OG0009055	FBpp0080255	EAA28185
OG0009072	FBpp0081404, FBpp0081405	EAA34333
OG0009078	FBpp0081982, FBpp0312478	EAA27776
OG0009094	FBpp0307575, FBpp0083039	ESA43263
OG0009103	FBpp0083357	EAA32916
OG0009111	FBpp0084214	EAA27719
OG0009116	FBpp0084585	EAA28540
OG0009137	FBpp0087074, FBpp0087072, FBpp0087073	ESA42586
OG0009143	FBpp0087340, FBpp0308558	EAA31487
OG0009158	FBpp0099380	EAA29523
OG0009159	FBpp0099388	ESA42186
OG0009161	FBpp0099657	EAA34930
OG0009177	FBpp0289627, FBpp0289628	EAA29521
OG0009182	FBpp0290714, FBpp0290713	EAA34439
OG0010261	FBpp0075034	EAA27093
OG0010282	FBpp0070259	EAA33759
OG0010292	FBpp0112248, FBpp0070154	EAA32869
OG0010348	FBpp0086063	EAA36441
OG0010349	FBpp0084113	EAA28168
OG0010363	FBpp0077899	EAA29953
OG0010381	FBpp0081117	EAA28572
OG0010391	FBpp0087342	EAA28596
OG0010397	FBpp0072033	EAA27893
OG0010407	FBpp0074065	EAA28643
OG0010417	FBpp0076738	EAA34644
OG0010423	FBpp0081322	EAA29595
OG0010432	FBpp0293261	EAA29553
OG0010433	FBpp0081560, FBpp0300672	EAA27234
OG0010443	FBpp0082995	EAA34479
OG0010445	FBpp0081484	EAA35629
OG0010451	FBpp0086267	EAA31881
OG0010457	FBpp0071223	EAA32781
OG0010459	FBpp0071194	EAA34946
OG0010462	FBpp0072645, FBpp0312396, FBpp0303877	ESA43145
OG0010466	FBpp0084082	EAA27993
OG0010471	FBpp0073943	EAA32209
OG0010474	FBpp0075761	EAA33928
OG0010479	FBpp0077174, FBpp0077173	ESA42021
OG0010481	FBpp0078400	EAA32365
OG0010484	FBpp0072768	EAA30298
OG0010486	FBpp0078664	EAA35130
OG0010487	FBpp0087335	EAA32056
OG0010491	FBpp0077130	EAA35326
OG0010494	FBpp0082591	EAA36198
OG0010526	FBpp0070353, FBpp0070354, FBpp0308578	EAA29985
OG0010555	FBpp0071542	EAA27570
OG0010600	FBpp0074122	EAA36179
OG0010620	FBpp0303949, FBpp0075073, FBpp0075072, FBpp0303948, FBpp0311522	EAA30975
OG0010633	FBpp0075591	EAA27377
OG0010654	FBpp0076880, FBpp0076881	EDO65004
OG0010703	FBpp0080694	EAA36059
OG0010704	FBpp0080705, FBpp0304830	EAA28112
OG0010724	FBpp0082759	EAA35454
OG0010756	FBpp0084351, FBpp0084350	EAA32583
OG0010758	FBpp0084436	EAA31267
OG0010796	FBpp0087765	EAA32682
OG0012397	FBpp0290486, FBpp0290487	EAA31715
OG0012458	FBpp0087663	EAA36566
OG0012514	FBpp0080050, FBpp0309566	EAA29820
OG0012528	FBpp0079790	EAA31225
OG0012649	FBpp0082385, FBpp0308816, FBpp0073756	EAA33269
OG0012735	FBpp0290462, FBpp0078586, FBpp0307564	ESA43836
OG0012743	FBpp0079000	EAA28155
OG0012784	FBpp0081552	EAA30370
OG0012815	FBpp0083302	EAA31955
OG0012864	FBpp0086874	EAA35785
OG0012868	FBpp0087120	EAA27781
OG0012886	FBpp0088654, FBpp0300173, FBpp0088655	EAA29193
OG0012977	FBpp0310802	EDO64937
OG0015322	FBpp0071669	EAA31787
OG0015525	FBpp0080823	ESA44409
OG0015568	FBpp0307398, FBpp0083200	EAA35311
OG0018737	FBpp0077727	EAA36170
OG0019331	FBpp0072281	EAA35282
OG0019423	FBpp0074817	EAA28783, EAA31490
OG0019897	FBpp0288489	EAA35302, ESA44346
OG0026429	FBpp0083852	EDO64868
OG0026431	FBpp0083882	EAA34683
