Orthogroup	fly	human
OG0001823	FBpp0087732	ENSP00000452941, ENSP00000453495, ENSP00000453692, ENSP00000453642, ENSP00000454985, ENSP00000454929, ENSP00000454200, ENSP00000318423, ENSP00000474128
OG0001824	FBpp0308409, FBpp0099488, FBpp0290176	ENSP00000316404, ENSP00000281419, ENSP00000429900
OG0001825	FBpp0099770	ENSP00000437064, ENSP00000433035, ENSP00000378426, ENSP00000497458, ENSP00000353998, ENSP00000497394, ENSP00000417662, ENSP00000378422, ENSP00000300851, ENSP00000346969, ENSP00000460316, ENSP00000326135, ENSP00000431371, ENSP00000458994
OG0001826	FBpp0111590, FBpp0304180, FBpp0304179, FBpp0290744, FBpp0311553, FBpp0111589	ENSP00000455675, ENSP00000441580, ENSP00000341354, ENSP00000383934, ENSP00000432086, ENSP00000376390, ENSP00000376391, ENSP00000376388, ENSP00000376389, ENSP00000376387, ENSP00000436563, ENSP00000483155
OG0001828	FBpp0304850, FBpp0111937, FBpp0298301	ENSP00000423916, ENSP00000307701, ENSP00000423957, ENSP00000422053, ENSP00000309036, ENSP00000425212, ENSP00000426650, ENSP00000423610
OG0001829	FBpp0310905, FBpp0290907, FBpp0290906, FBpp0310906, FBpp0290908	ENSP00000451360, ENSP00000487436, ENSP00000376858, ENSP00000487503, ENSP00000450868, ENSP00000479521, ENSP00000485969, ENSP00000480937, ENSP00000256339, ENSP00000486167
OG0001869	FBpp0294011, FBpp0080320	ENSP00000459851, ENSP00000370353, ENSP00000382021, ENSP00000459604, ENSP00000461100, ENSP00000461754, ENSP00000307214, ENSP00000457403, ENSP00000370349, ENSP00000457741
OG0001870	FBpp0074532, FBpp0304759, FBpp0304760, FBpp0304758, FBpp0311700, FBpp0080033, FBpp0080059	ENSP00000311027, ENSP00000381603, ENSP00000335636
OG0001871	FBpp0084614	ENSP00000372699, ENSP00000396271, ENSP00000396439, ENSP00000412190, ENSP00000363787, ENSP00000400572, ENSP00000400722, ENSP00000356479, ENSP00000356480
OG0001872	FBpp0303512, FBpp0080897, FBpp0305187, FBpp0080896	ENSP00000454227, ENSP00000454557, ENSP00000394197, ENSP00000393610, ENSP00000219345
OG0001876	FBpp0078416	ENSP00000387688, ENSP00000410683, ENSP00000398058, ENSP00000495672, ENSP00000393393, ENSP00000419117
OG0001877	FBpp0080616, FBpp0111920, FBpp0076934, FBpp0305904, FBpp0305902	ENSP00000456428, ENSP00000457989, ENSP00000219169, ENSP00000457022
OG0001878	FBpp0077144	ENSP00000362936
OG0001879	FBpp0072455, FBpp0297771	ENSP00000398585, ENSP00000414719, ENSP00000483375, ENSP00000397045, ENSP00000363621
OG0001880	FBpp0077832, FBpp0077833, FBpp0077834, FBpp0077835, FBpp0077836, FBpp0077831, FBpp0304201, FBpp0304202	ENSP00000461082, ENSP00000422203, ENSP00000421288, ENSP00000353741
OG0001881	FBpp0074076, FBpp0310007	ENSP00000450842, ENSP00000359067, ENSP00000430270, ENSP00000230461, ENSP00000431007
OG0001882	FBpp0074530, FBpp0074511	ENSP00000311925, ENSP00000481857, ENSP00000481046, ENSP00000352782, ENSP00000481680, ENSP00000411844, ENSP00000393983, ENSP00000416790
OG0001883	FBpp0080675	ENSP00000406652, ENSP00000430082, ENSP00000415531, ENSP00000412041, ENSP00000430251, ENSP00000355506, ENSP00000311873
OG0001886	FBpp0082139, FBpp0082140, FBpp0290875	ENSP00000276390, ENSP00000407840, ENSP00000430866, ENSP00000446489, ENSP00000388353, ENSP00000408361, ENSP00000234396
OG0001889	FBpp0083891, FBpp0300835, FBpp0300836	ENSP00000417978, ENSP00000265062
OG0001892	FBpp0312099, FBpp0312098, FBpp0088438	ENSP00000455692, ENSP00000455749, ENSP00000397007, ENSP00000456012, ENSP00000367615
OG0001893	FBpp0297109, FBpp0085344	ENSP00000450520, ENSP00000451928, ENSP00000336127, ENSP00000451440, ENSP00000452594, ENSP00000451825, ENSP00000401467, ENSP00000316699, ENSP00000378320, ENSP00000386307
OG0001894	FBpp0086103	ENSP00000471584, ENSP00000222247, ENSP00000471748, ENSP00000473155, ENSP00000471360
OG0001895	FBpp0311691, FBpp0305165	ENSP00000376056, ENSP00000490326, ENSP00000490214, ENSP00000489993, ENSP00000490885, ENSP00000407730, ENSP00000376055, ENSP00000236957, ENSP00000435117
OG0001896	FBpp0082573, FBpp0306657	ENSP00000408550, ENSP00000431204, ENSP00000411846, ENSP00000389087, ENSP00000477639, ENSP00000396070, ENSP00000437192, ENSP00000404531, ENSP00000436326, ENSP00000244204, ENSP00000435437, ENSP00000435207, ENSP00000400941
OG0001897	FBpp0087562	ENSP00000416442, ENSP00000355880, ENSP00000435450, ENSP00000352266, ENSP00000355877, ENSP00000385327, ENSP00000409634, ENSP00000434522
OG0001899	FBpp0303858, FBpp0292146, FBpp0077468, FBpp0304015, FBpp0080485, FBpp0303517, FBpp0077469	ENSP00000428672, ENSP00000428935, ENSP00000221403
OG0001900	FBpp0074426	ENSP00000266971, ENSP00000450264, ENSP00000377668, ENSP00000377674, ENSP00000450245, ENSP00000449872, ENSP00000450049, ENSP00000449443, ENSP00000348440
OG0001901	FBpp0077333	ENSP00000497573, ENSP00000386458, ENSP00000261897, ENSP00000369634, ENSP00000448073
OG0001902	FBpp0087313, FBpp0111977, FBpp0308551, FBpp0087311, FBpp0087314, FBpp0087312	ENSP00000428835, ENSP00000454445, ENSP00000473561, ENSP00000428813, ENSP00000397453
OG0001903	FBpp0072056	ENSP00000393420, ENSP00000380970, ENSP00000420306, ENSP00000380969, ENSP00000380971, ENSP00000393247, ENSP00000444493, ENSP00000388039, ENSP00000416804, ENSP00000415425, ENSP00000413505, ENSP00000416500
OG0001904	FBpp0074548, FBpp0311859, FBpp0087318	ENSP00000394555, ENSP00000306528.11, ENSP00000263831
OG0001905	FBpp0087307	ENSP00000440516, ENSP00000438533, ENSP00000440426, ENSP00000440651, ENSP00000440774, ENSP00000468091, ENSP00000443555, ENSP00000443800, ENSP00000316051, ENSP00000414851, ENSP00000391202, ENSP00000257191, ENSP00000350967
OG0001906	FBpp0085414, FBpp0085413, FBpp0311260, FBpp0110537	ENSP00000370382, ENSP00000399307, ENSP00000391526, ENSP00000401201, ENSP00000370377, ENSP00000224949, ENSP00000413687, ENSP00000402072
OG0001907	FBpp0081743, FBpp0081742, FBpp0296942, FBpp0099494, FBpp0081741	ENSP00000478253, ENSP00000356290, ENSP00000479539, ENSP00000216605, ENSP00000438588
OG0001908	FBpp0083774, FBpp0088988, FBpp0088990, FBpp0307192, FBpp0088496	ENSP00000277865, ENSP00000327589
OG0001910	FBpp0111743, FBpp0077985, FBpp0077984, FBpp0305479	ENSP00000380888, ENSP00000464131, ENSP00000448553, ENSP00000497136, ENSP00000496984, ENSP00000497064, ENSP00000446782, ENSP00000496981, ENSP00000281928, ENSP00000497043
OG0001911	FBpp0086676, FBpp0086677, FBpp0294063, FBpp0086678	ENSP00000439774, ENSP00000433133, ENSP00000435375, ENSP00000265963, ENSP00000393638, ENSP00000436575
OG0001912	FBpp0072407, FBpp0312448, FBpp0070474, FBpp0085289	ENSP00000472904, ENSP00000472920, ENSP00000472476, ENSP00000469052, ENSP00000470994, ENSP00000470896, ENSP00000472723, ENSP00000472184, ENSP00000445806, ENSP00000318115, ENSP00000475531
OG0001913	FBpp0085201, FBpp0303146	ENSP00000302035, ENSP00000294256, ENSP00000436984, ENSP00000366395, ENSP00000431720, ENSP00000432166, ENSP00000432888, ENSP00000431215
OG0001914	FBpp0072569, FBpp0304248, FBpp0072570	ENSP00000454812, ENSP00000461693, ENSP00000454891, ENSP00000458770, ENSP00000007516
OG0001915	FBpp0073874, FBpp0073875	ENSP00000457340, ENSP00000455042, ENSP00000457339, ENSP00000219789, ENSP00000454453, ENSP00000457766
OG0001916	FBpp0079631, FBpp0307937, FBpp0079630, FBpp0079629, FBpp0079622, FBpp0307933, FBpp0293073, FBpp0307932	ENSP00000323288, ENSP00000480942, ENSP00000453036
OG0001917	FBpp0300988, FBpp0070443	ENSP00000489467, ENSP00000488926, ENSP00000308845, ENSP00000384952, ENSP00000489374, ENSP00000384579
OG0001918	FBpp0075801, FBpp0085738, FBpp0085737, FBpp0085736	ENSP00000426514, ENSP00000264932, ENSP00000484230, ENSP00000427703
OG0001919	FBpp0076600, FBpp0305561	ENSP00000066544, ENSP00000460132, ENSP00000437339, ENSP00000434614, ENSP00000460061, ENSP00000460454, ENSP00000432105, ENSP00000458904, ENSP00000459307
OG0001920	FBpp0086789, FBpp0290602	ENSP00000454311, ENSP00000421045, ENSP00000407139, ENSP00000398265, ENSP00000423475, ENSP00000341947, ENSP00000425844
OG0001921	FBpp0087583, FBpp0308600	ENSP00000333266, ENSP00000313454, ENSP00000399234, ENSP00000366568, ENSP00000338413
OG0001922	FBpp0303780, FBpp0303778, FBpp0084306, FBpp0303779	ENSP00000467587, ENSP00000464813, ENSP00000466019, ENSP00000253788
OG0001923	FBpp0072625	ENSP00000390458, ENSP00000402283, ENSP00000368440, ENSP00000349211, ENSP00000368439, ENSP00000292823, ENSP00000394617, ENSP00000390968, ENSP00000400430
OG0001924	FBpp0082803	ENSP00000459167, ENSP00000361005, ENSP00000460964, ENSP00000435732, ENSP00000431258, ENSP00000432771, ENSP00000443588, ENSP00000330685, ENSP00000436690
OG0001925	FBpp0071533, FBpp0088517, FBpp0070963	ENSP00000468651, ENSP00000466921, ENSP00000301608, ENSP00000293217, ENSP00000418515, ENSP00000417877, ENSP00000418562, ENSP00000307697
OG0001926	FBpp0293575, FBpp0301888, FBpp0309610, FBpp0309611, FBpp0073417	ENSP00000296783, ENSP00000396861, ENSP00000421966, ENSP00000397563, ENSP00000393412
OG0001928	FBpp0079462, FBpp0311454, FBpp0307472	ENSP00000448169, ENSP00000261220, ENSP00000450063, ENSP00000325312, ENSP00000446052, ENSP00000448614
OG0001929	FBpp0292404	ENSP00000427692, ENSP00000439479, ENSP00000309690
OG0001930	FBpp0081412	ENSP00000376554, ENSP00000411108, ENSP00000445598, ENSP00000446606, ENSP00000443272, ENSP00000310623
OG0001932	FBpp0075245	ENSP00000354314, ENSP00000393955, ENSP00000483507, ENSP00000316339
OG0001932	FBpp0099609	ENSP00000368066
OG0001933	FBpp0087733	ENSP00000415426, ENSP00000398306, ENSP00000359481, ENSP00000359484, ENSP00000484538, ENSP00000313382, ENSP00000389895, ENSP00000361793, ENSP00000442835, ENSP00000479285, ENSP00000361803
OG0001935	FBpp0077357	ENSP00000493629, ENSP00000440542, ENSP00000493471, ENSP00000349508, ENSP00000440392, ENSP00000493619, ENSP00000336606, ENSP00000483397, ENSP00000476642, ENSP00000361043, ENSP00000396113
OG0001936	FBpp0088069	ENSP00000382507, ENSP00000428314, ENSP00000492780, ENSP00000428241, ENSP00000338643, ENSP00000418529, ENSP00000216879, ENSP00000427759
OG0001937	FBpp0070057, FBpp0070058, FBpp0070059, FBpp0070060, FBpp0070061	ENSP00000434805, ENSP00000435306, ENSP00000442962, ENSP00000497655, ENSP00000349053, ENSP00000340466, ENSP00000326227
OG0001938	FBpp0080389, FBpp0080390	ENSP00000378182, ENSP00000294179, ENSP00000432748, ENSP00000367129, ENSP00000414289
OG0001939	FBpp0309143, FBpp0074058	ENSP00000331384, ENSP00000338348
OG0001939	FBpp0082303, FBpp0303976, FBpp0303975, FBpp0110481	ENSP00000380178
OG0001940	FBpp0078983, FBpp0303793	ENSP00000472998, ENSP00000221448, ENSP00000470023, ENSP00000468952, ENSP00000385077, ENSP00000471006
OG0001941	FBpp0080564	ENSP00000425877, ENSP00000368645, ENSP00000418603, ENSP00000330898, ENSP00000477228, ENSP00000483328, ENSP00000419145, ENSP00000419082, ENSP00000351218, ENSP00000482932, ENSP00000377383, ENSP00000292614
OG0001943	FBpp0086773, FBpp0293239, FBpp0293240, FBpp0086774	ENSP00000497840, ENSP00000336911, ENSP00000487338, ENSP00000484404, ENSP00000351141, ENSP00000479438
OG0001944	FBpp0084110	ENSP00000427512, ENSP00000426966, ENSP00000421644, ENSP00000427460, ENSP00000422215, ENSP00000264750, ENSP00000302830, ENSP00000424436, ENSP00000426807, ENSP00000426903, ENSP00000426326, ENSP00000423056
OG0001945	FBpp0074609	ENSP00000472235, ENSP00000381459, ENSP00000413600, ENSP00000366225, ENSP00000482826, ENSP00000471520, ENSP00000263354, ENSP00000471261, ENSP00000472667, ENSP00000470946, ENSP00000471018
OG0001946	FBpp0079549, FBpp0086315, FBpp0086316	ENSP00000385283, ENSP00000379680, ENSP00000384603, ENSP00000218516, ENSP00000498186
OG0001947	FBpp0293141	ENSP00000400542, ENSP00000407325, ENSP00000395693
OG0001947	FBpp0099583, FBpp0072166, FBpp0289464, FBpp0290083	ENSP00000358563, ENSP00000478387, ENSP00000407253
OG0001948	FBpp0085539, FBpp0085540	ENSP00000453115, ENSP00000493825, ENSP00000495415, ENSP00000380142, ENSP00000494282, ENSP00000452898, ENSP00000415556, ENSP00000495416, ENSP00000493711, ENSP00000380146
OG0001949	FBpp0071283	ENSP00000379650, ENSP00000494300, ENSP00000496488, ENSP00000379652, ENSP00000495217, ENSP00000495447, ENSP00000494599, ENSP00000493770, ENSP00000419243, ENSP00000496143, ENSP00000418015, ENSP00000366482, ENSP00000495651
OG0001950	FBpp0079443, FBpp0307465	ENSP00000497306, ENSP00000497330, ENSP00000497535, ENSP00000497047, ENSP00000498157, ENSP00000383989, ENSP00000215956, ENSP00000347401, ENSP00000383949, ENSP00000497142
OG0001951	FBpp0081812, FBpp0289654, FBpp0312178, FBpp0081002, FBpp0310408	ENSP00000216254, ENSP00000379769
OG0001952	FBpp0303526, FBpp0077516, FBpp0292511	ENSP00000423348, ENSP00000426634, ENSP00000423623, ENSP00000426895, ENSP00000422542, ENSP00000284440, ENSP00000477746, ENSP00000398189, ENSP00000366819
OG0001953	FBpp0309816, FBpp0088571	ENSP00000493723, ENSP00000494205, ENSP00000356071, ENSP00000356068, ENSP00000475808, ENSP00000493559, ENSP00000496451, ENSP00000496731, ENSP00000493554
OG0001953	FBpp0084388, FBpp0084387	ENSP00000391168
OG0001954	FBpp0077934	ENSP00000399010, ENSP00000409960, ENSP00000399909, ENSP00000486221, ENSP00000396592, ENSP00000395420, ENSP00000488507, ENSP00000481735, ENSP00000405626, ENSP00000371544, ENSP00000324318, ENSP00000401013, ENSP00000396407
OG0001955	FBpp0083225	ENSP00000498090, ENSP00000242257, ENSP00000384423, ENSP00000392343
OG0001955	FBpp0082832, FBpp0083432	ENSP00000326948, ENSP00000380103, ENSP00000019019
OG0001956	FBpp0309230, FBpp0289058, FBpp0099918	ENSP00000378740, ENSP00000307188, ENSP00000370219, ENSP00000378741, ENSP00000354710
OG0001957	FBpp0311225, FBpp0290343, FBpp0112554, FBpp0112552, FBpp0112553	ENSP00000436639, ENSP00000436720, ENSP00000318604, ENSP00000436030, ENSP00000433979, ENSP00000431907
OG0001958	FBpp0075209	ENSP00000436228, ENSP00000295702, ENSP00000434306
OG0001959	FBpp0079896	ENSP00000487826, ENSP00000395198, ENSP00000460742, ENSP00000488799, ENSP00000312074, ENSP00000480442, ENSP00000407845, ENSP00000480101, ENSP00000477991, ENSP00000391074, ENSP00000481723, ENSP00000401560, ENSP00000386609, ENSP00000488468
OG0001960	FBpp0309151, FBpp0309150, FBpp0073327, FBpp0073328	ENSP00000444042, ENSP00000396127, ENSP00000376174, ENSP00000446215, ENSP00000376176
OG0001961	FBpp0099511, FBpp0078478	ENSP00000422740, ENSP00000491208, ENSP00000422129, ENSP00000424713, ENSP00000261424, ENSP00000371321
OG0001963	FBpp0113091, FBpp0075982	ENSP00000494012, ENSP00000496684, ENSP00000494116, ENSP00000494526, ENSP00000494889, ENSP00000494545, ENSP00000408901, ENSP00000496038, ENSP00000495619, ENSP00000285398, ENSP00000495336
OG0001964	FBpp0070006	ENSP00000472378, ENSP00000488977, ENSP00000470839, ENSP00000489283, ENSP00000489296, ENSP00000469354, ENSP00000489301, ENSP00000471738, ENSP00000489574, ENSP00000472322, ENSP00000470809, ENSP00000489400, ENSP00000489530, ENSP00000221418
OG0001965	FBpp0304616, FBpp0077784, FBpp0304615	ENSP00000448182, ENSP00000318262, ENSP00000418091, ENSP00000449643, ENSP00000420678, ENSP00000481003, ENSP00000469747, ENSP00000446323, ENSP00000472647, ENSP00000221543
OG0001966	FBpp0074113	ENSP00000460820, ENSP00000491775, ENSP00000490961, ENSP00000460126, ENSP00000491052, ENSP00000440227, ENSP00000219599, ENSP00000492104, ENSP00000491368, ENSP00000461904, ENSP00000492884, ENSP00000459982, ENSP00000460510
OG0001967	FBpp0085430	ENSP00000460526, ENSP00000459104, ENSP00000311202, ENSP00000455785, ENSP00000466301, ENSP00000440749, ENSP00000454282, ENSP00000226225, ENSP00000445129, ENSP00000437348, ENSP00000441672, ENSP00000228495
OG0001970	FBpp0070831, FBpp0309959	ENSP00000434549, ENSP00000351695, ENSP00000431406, ENSP00000437263, ENSP00000433785, ENSP00000431207, ENSP00000436123, ENSP00000433933, ENSP00000434159, ENSP00000358223, ENSP00000468117, ENSP00000463502, ENSP00000480815, ENSP00000358232
OG0001971	FBpp0290978, FBpp0089326, FBpp0290976, FBpp0071154, FBpp0305702, FBpp0297081, FBpp0290977, FBpp0071155, FBpp0305703	ENSP00000484840, ENSP00000401244, ENSP00000368308, ENSP00000368314, ENSP00000325269, ENSP00000368310, ENSP00000407858
OG0001973	FBpp0071426, FBpp0306532	ENSP00000367471, ENSP00000384545, ENSP00000376337, ENSP00000443091, ENSP00000446223, ENSP00000368713, ENSP00000419382, ENSP00000418201, ENSP00000328328, ENSP00000386211, ENSP00000386121, ENSP00000415365, ENSP00000323408, ENSP00000497066, ENSP00000418751
OG0001976	FBpp0089168, FBpp0072987	ENSP00000496026, ENSP00000496436, ENSP00000496735, ENSP00000384498, ENSP00000265992, ENSP00000435373, ENSP00000428836, ENSP00000427960, ENSP00000257536, ENSP00000446367, ENSP00000377547, ENSP00000493837
OG0001977	FBpp0073147, FBpp0073148	ENSP00000307843, ENSP00000385639, ENSP00000360763, ENSP00000360764, ENSP00000473338
OG0001978	FBpp0073750	ENSP00000392715, ENSP00000394232, ENSP00000416658, ENSP00000399582, ENSP00000440286, ENSP00000496560, ENSP00000493725, ENSP00000494272, ENSP00000414842, ENSP00000406642, ENSP00000392352, ENSP00000495130, ENSP00000411116
OG0001979	FBpp0309274, FBpp0074011, FBpp0100043, FBpp0074012	ENSP00000393069, ENSP00000481916, ENSP00000343966, ENSP00000436038, ENSP00000435921, ENSP00000406673, ENSP00000413350, ENSP00000362947, ENSP00000276079, ENSP00000362963, ENSP00000409773, ENSP00000441364
OG0001980	FBpp0074664	ENSP00000405976, ENSP00000392993, ENSP00000395241, ENSP00000411104, ENSP00000403167, ENSP00000392020, ENSP00000403552, ENSP00000313869, ENSP00000419123, ENSP00000395709, ENSP00000234160
OG0001981	FBpp0311792, FBpp0074865	ENSP00000431373, ENSP00000374296, ENSP00000434204, ENSP00000434150, ENSP00000340329, ENSP00000444137, ENSP00000440785, ENSP00000449139, ENSP00000443353, ENSP00000403876, ENSP00000443145, ENSP00000441005, ENSP00000442295
OG0001982	FBpp0074970	ENSP00000457128, ENSP00000456805, ENSP00000455393, ENSP00000320503, ENSP00000497737, ENSP00000457170, ENSP00000454885, ENSP00000457156, ENSP00000454317, ENSP00000455870, ENSP00000457523, ENSP00000455589, ENSP00000455503, ENSP00000401343, ENSP00000455580
OG0001983	FBpp0075261	ENSP00000493719, ENSP00000495947, ENSP00000457227, ENSP00000495542, ENSP00000494718, ENSP00000493669, ENSP00000496696, ENSP00000455397, ENSP00000401362, ENSP00000342433, ENSP00000496325, ENSP00000454334, ENSP00000457854, ENSP00000456736, ENSP00000454831, ENSP00000456477
OG0001984	FBpp0075400	ENSP00000471130, ENSP00000473226, ENSP00000475477, ENSP00000368199, ENSP00000437560, ENSP00000490927, ENSP00000252813, ENSP00000269919, ENSP00000475867, ENSP00000473772
OG0001985	FBpp0075670, FBpp0075671, FBpp0271745	ENSP00000400304, ENSP00000377890, ENSP00000337146, ENSP00000478608, ENSP00000359965, ENSP00000359973, ENSP00000261488
OG0001986	FBpp0075680, FBpp0075681	ENSP00000414280, ENSP00000410300, ENSP00000336747, ENSP00000484528, ENSP00000446236, ENSP00000253083
OG0001988	FBpp0077718	ENSP00000450905, ENSP00000451034, ENSP00000450951, ENSP00000450993, ENSP00000370031, ENSP00000298324, ENSP00000445067, ENSP00000452354, ENSP00000351439, ENSP00000451955, ENSP00000346427, ENSP00000337653, ENSP00000482306, ENSP00000482721, ENSP00000339486
OG0001990	FBpp0081053, FBpp0290675, FBpp0081052, FBpp0290676, FBpp0290672, FBpp0290679, FBpp0290674, FBpp0290673, FBpp0081055, FBpp0290678, FBpp0290677	ENSP00000366236, ENSP00000486016, ENSP00000487003, ENSP00000312834, ENSP00000402615
OG0001991	FBpp0081294, FBpp0081293, FBpp0308676	ENSP00000463971, ENSP00000463065, ENSP00000462146, ENSP00000462664, ENSP00000462681, ENSP00000217800, ENSP00000385196, ENSP00000463071, ENSP00000464025, ENSP00000461983
OG0001992	FBpp0297150, FBpp0081580	ENSP00000251900, ENSP00000318094, ENSP00000380359, ENSP00000479881, ENSP00000361676, ENSP00000386079, ENSP00000354656, ENSP00000380356, ENSP00000361677, ENSP00000337352, ENSP00000361678, ENSP00000354996, ENSP00000403974
OG0001993	FBpp0084177, FBpp0308354	ENSP00000286650, ENSP00000450713, ENSP00000451946, ENSP00000452524, ENSP00000298832
OG0001995	FBpp0085842, FBpp0311548, FBpp0311549, FBpp0309340	ENSP00000472043, ENSP00000472087, ENSP00000472731, ENSP00000472643, ENSP00000476767, ENSP00000471700, ENSP00000472302, ENSP00000222308, ENSP00000441267, ENSP00000475588, ENSP00000472921
OG0001996	FBpp0112006, FBpp0085878, FBpp0085880	ENSP00000319814, ENSP00000496343, ENSP00000496102, ENSP00000441826, ENSP00000454011, ENSP00000453444, ENSP00000495677, ENSP00000494919, ENSP00000216780
OG0001997	FBpp0293439, FBpp0292315, FBpp0087309, FBpp0303451, FBpp0289805, FBpp0293438, FBpp0308549	ENSP00000164024, ENSP00000262738, ENSP00000271332
OG0001998	FBpp0087352, FBpp0422979	ENSP00000222256, ENSP00000282878, ENSP00000360718, ENSP00000222120, ENSP00000466000
