Orthogroup	arabidopsis	human
OG0002282	AT1G04950.1, AT1G54360.6	ENSP00000344537, ENSP00000389575, ENSP00000416396, ENSP00000399982, ENSP00000419760, ENSP00000410012, ENSP00000419555
OG0002283	AT1G05055.1	ENSP00000477954, ENSP00000274400, ENSP00000328901, ENSP00000486014, ENSP00000479262, ENSP00000480548, ENSP00000422907, ENSP00000480471, ENSP00000370105, ENSP00000483148
OG0002284	AT2G42450.1, AT1G05790.3	ENSP00000411746, ENSP00000410787, ENSP00000297056, ENSP00000404785, ENSP00000391171, ENSP00000257215
OG0002285	AT2G42650.1, AT3G58660.1, AT1G06380.1	ENSP00000460748, ENSP00000460871, ENSP00000347897, ENSP00000460343, ENSP00000459331, ENSP00000458684
OG0002287	AT2G47810.1, AT1G09030.1, AT2G13570.1, AT5G47640.1, AT4G14540.1, AT3G53340.1, AT2G37060.1, AT2G38880.11	ENSP00000240055, ENSP00000447486, ENSP00000448250
OG0002288	AT1G26690.1, AT1G69460.1, AT2G03290.1, AT2G03040.1, AT1G14010.1, AT3G29070.1, AT1G09580.1, AT1G57620.1, AT1G21900.1, AT3G10780.1	ENSP00000450726, ENSP00000303145
OG0002289	AT1G09730.1, AT4G33620.1, AT3G48480.1	ENSP00000377647, ENSP00000342159, ENSP00000377655, ENSP00000377654, ENSP00000377651, ENSP00000313624
OG0002292	AT1G63050.1, AT1G12640.1	ENSP00000324944, ENSP00000417409, ENSP00000419573, ENSP00000302177
OG0002294	AT2G15900.1, AT1G15240.2	ENSP00000430585, ENSP00000427876, ENSP00000428699, ENSP00000428734, ENSP00000430038, ENSP00000322652, ENSP00000322631, ENSP00000379621, ENSP00000481148, ENSP00000428591, ENSP00000428289
OG0002297	AT1G55970.1, AT3G12980.1, AT1G79000.2, AT1G16710.1, AT1G16705.2	ENSP00000263253, ENSP00000461002, ENSP00000371502, ENSP00000262367
OG0002299	AT1G16970.1	ENSP00000353192, ENSP00000403679, ENSP00000384082, ENSP00000384941, ENSP00000384257, ENSP00000352257
OG0002300	AT1G17820.1, AT1G73200.1	ENSP00000463001, ENSP00000258991, ENSP00000479308, ENSP00000462665, ENSP00000462230
OG0002301	AT1G18640.2	ENSP00000398653, ENSP00000275605, ENSP00000378854, ENSP00000401639
OG0002302	AT1G19485.1	ENSP00000408174, ENSP00000389518, ENSP00000409043, ENSP00000352536, ENSP00000482584, ENSP00000264720, ENSP00000393429, ENSP00000414422, ENSP00000399339
OG0002305	AT1G24470.1, AT1G67730.1	ENSP00000407437, ENSP00000219439, ENSP00000490822, ENSP00000490003, ENSP00000379052, ENSP00000436582, ENSP00000490701, ENSP00000278353, ENSP00000490421
OG0002306	AT4G13590.1, AT5G36290.1, AT1G68650.1, AT1G25520.1	ENSP00000370736, ENSP00000476531
OG0002307	AT1G27330.1, AT1G27350.1	ENSP00000477711, ENSP00000420002, ENSP00000368477, ENSP00000433253, ENSP00000435473, ENSP00000419472, ENSP00000239944, ENSP00000420076
OG0002308	AT1G30280.1	ENSP00000424553, ENSP00000424701, ENSP00000314499, ENSP00000426062, ENSP00000421049, ENSP00000484475, ENSP00000421361, ENSP00000378735
OG0002309	AT1G30590.2, AT2G34750.1, AT2G39240.1	ENSP00000488651, ENSP00000318484, ENSP00000487970, ENSP00000402027, ENSP00000487821, ENSP00000454238, ENSP00000487746, ENSP00000454530, ENSP00000198767, ENSP00000480743
OG0002310	AT2G35020.1, AT1G31070.2	ENSP00000386935, ENSP00000484649, ENSP00000356901, ENSP00000271469, ENSP00000356902, ENSP00000356903
OG0002312	AT1G35530.2	ENSP00000450596, ENSP00000450797, ENSP00000267430, ENSP00000442493, ENSP00000452033, ENSP00000450632
OG0002313	AT1G36240.1, AT1G77940.1, AT3G18740.1	ENSP00000430506, ENSP00000287038, ENSP00000428085, ENSP00000430556, ENSP00000379381, ENSP00000429483
OG0002315	AT1G50380.2	ENSP00000367781, ENSP00000367772, ENSP00000260648, ENSP00000409480, ENSP00000387095, ENSP00000439626, ENSP00000387241, ENSP00000391456, ENSP00000386509, ENSP00000386909, ENSP00000386543, ENSP00000395034
OG0002316	AT1G50940.1	ENSP00000453098, ENSP00000458001, ENSP00000453422, ENSP00000454194, ENSP00000452659, ENSP00000399273, ENSP00000452762, ENSP00000453017, ENSP00000452777, ENSP00000453345
OG0002317	AT3G54560.1, AT2G38810.1, AT1G52740.1	ENSP00000340708, ENSP00000342714, ENSP00000296417, ENSP00000308405, ENSP00000222690, ENSP00000406901
OG0002318	AT2G39445.1, AT1G61280.1	ENSP00000382049, ENSP00000382054, ENSP00000382053, ENSP00000353719, ENSP00000420037, ENSP00000388372
OG0002319	AT1G61620.1	ENSP00000472103, ENSP00000471291, ENSP00000471929, ENSP00000470034, ENSP00000343497, ENSP00000473109, ENSP00000470450, ENSP00000468974
OG0002320	AT2G21390.1, AT1G62020.1	ENSP00000497495, ENSP00000497257, ENSP00000497231, ENSP00000241704, ENSP00000357048, ENSP00000498118, ENSP00000498061, ENSP00000497433
OG0002321	AT4G22340.3, AT1G62430.1, AT4G26770.1	ENSP00000421316, ENSP00000403205, ENSP00000295887, ENSP00000419879
OG0002322	AT4G27630.3, AT1G64990.1	ENSP00000480007, ENSP00000480018, ENSP00000433482, ENSP00000475253, ENSP00000319673, ENSP00000434495, ENSP00000432248, ENSP00000358233, ENSP00000434108, ENSP00000480882, ENSP00000436705
OG0002323	AT1G65650.1, AT5G16310.1	ENSP00000412265, ENSP00000389563, ENSP00000356419, ENSP00000356418, ENSP00000356424, ENSP00000356421, ENSP00000356420, ENSP00000356425
OG0002324	AT1G68310.1, AT3G09380.1, AT3G50845.1	ENSP00000454079, ENSP00000369644, ENSP00000453210, ENSP00000452953, ENSP00000300030, ENSP00000462376, ENSP00000455028, ENSP00000387471
OG0002325	AT1G69770.1, AT1G80740.1, AT4G19020.1, AT4G13610.1, AT4G08990.1, AT4G14140.2, AT5G49160.1	ENSP00000467125, ENSP00000352516, ENSP00000345739
OG0002326	AT4G17300.2, AT3G07420.1, AT1G70980.1, AT5G56680.1, AT5G38750.1	ENSP00000432240, ENSP00000436114, ENSP00000281038, ENSP00000432635, ENSP00000435298
OG0002327	AT1G71080.1, AT5G38050.1	ENSP00000419552, ENSP00000418374, ENSP00000410708, ENSP00000273668, ENSP00000399636, ENSP00000380054
OG0002328	AT1G71790.1	ENSP00000364284, ENSP00000264202, ENSP00000364286, ENSP00000401010, ENSP00000264203
OG0002329	AT4G17790.1, AT1G71940.2, AT4G09580.1	ENSP00000433126, ENSP00000299596, ENSP00000435685, ENSP00000431934, ENSP00000436480, ENSP00000480141
OG0002330	AT1G73020.1	ENSP00000416266, ENSP00000394119, ENSP00000292246, ENSP00000406432, ENSP00000327767, ENSP00000412997, ENSP00000396990, ENSP00000379398
OG0002331	AT1G75020.1, AT3G18850.1	ENSP00000419735, ENSP00000310551, ENSP00000368823, ENSP00000368826, ENSP00000417565, ENSP00000419966, ENSP00000417875, ENSP00000417951, ENSP00000419444, ENSP00000420481, ENSP00000419646
OG0002332	AT1G78010.1	ENSP00000469008, ENSP00000471421, ENSP00000472156, ENSP00000313818, ENSP00000351644, ENSP00000354598, ENSP00000473150
OG0002333	AT2G01120.2	ENSP00000438326, ENSP00000441502, ENSP00000376597, ENSP00000441953, ENSP00000264169, ENSP00000391484, ENSP00000403105, ENSP00000413939
OG0002334	AT2G01490.1	ENSP00000401991, ENSP00000412377, ENSP00000361673, ENSP00000409928, ENSP00000340945
OG0002335	AT2G03780.1	ENSP00000473476, ENSP00000415147, ENSP00000473532, ENSP00000473456, ENSP00000473367, ENSP00000397537, ENSP00000473307, ENSP00000493799, ENSP00000494923, ENSP00000496433, ENSP00000355599
OG0002336	AT2G04630.1, AT5G51940.1	ENSP00000332130, ENSP00000406826, ENSP00000385725, ENSP00000476187, ENSP00000384112, ENSP00000475343, ENSP00000475707, ENSP00000403852
OG0002337	AT2G05170.1	ENSP00000479680, ENSP00000487452, ENSP00000486795, ENSP00000481807, ENSP00000485929, ENSP00000481126, ENSP00000487072, ENSP00000485025
OG0002338	ATMG00220.1, AT2G07727.1	ENSP00000354554
OG0002339	AT2G16440.1	ENSP00000427829, ENSP00000430329, ENSP00000497881, ENSP00000496964, ENSP00000430194, ENSP00000497648, ENSP00000262105, ENSP00000498202, ENSP00000497093, ENSP00000427875
OG0002340	AT2G17975.1, AT3G15680.1, AT5G25490.1, AT2G26695.1	ENSP00000254821, ENSP00000359958, ENSP00000482026, ENSP00000475147, ENSP00000488608
OG0002341	AT2G18290.1	ENSP00000424463, ENSP00000493135, ENSP00000425459, ENSP00000423223, ENSP00000497507, ENSP00000423043, ENSP00000421609, ENSP00000403891, ENSP00000478501, ENSP00000310071, ENSP00000423995
OG0002342	AT2G18990.1, AT3G25580.1, AT3G50960.1, AT5G66410.1	ENSP00000264255, ENSP00000406388, ENSP00000386889, ENSP00000387275
OG0002343	AT2G19385.1	ENSP00000397367, ENSP00000345917, ENSP00000420902
OG0002344	AT2G23530.1, AT4G37110.1	ENSP00000386656, ENSP00000386833, ENSP00000272789, ENSP00000306968, ENSP00000406616, ENSP00000411337, ENSP00000410014, ENSP00000383986, ENSP00000363045, ENSP00000348523
OG0002346	AT3G51040.1, AT2G26070.2	ENSP00000417720, ENSP00000419528, ENSP00000419878, ENSP00000417853, ENSP00000417603, ENSP00000476439, ENSP00000419292, ENSP00000363189, ENSP00000483276
OG0002347	AT2G26800.2	ENSP00000381654, ENSP00000274901, ENSP00000424309, ENSP00000359887, ENSP00000309737, ENSP00000363614, ENSP00000389281, ENSP00000235958
OG0002348	AT2G27970.1, AT2G27960.1	ENSP00000364976, ENSP00000357424, ENSP00000357421, ENSP00000311083
OG0002349	AT5G26030.1, AT2G30390.2	ENSP00000465363
OG0002350	AT2G31955.1	ENSP00000362284, ENSP00000362277, ENSP00000344794, ENSP00000362291
OG0002351	AT2G37600.1, AT3G53740.2, AT5G02450.1	ENSP00000464613, ENSP00000462609, ENSP00000252543, ENSP00000378081, ENSP00000464342
OG0002352	AT5G45920.1, AT5G62930.2, AT3G11210.1, AT2G38180.1	ENSP00000420562, ENSP00000418492, ENSP00000419110, ENSP00000419224, ENSP00000419807, ENSP00000417580, ENSP00000420532
OG0002353	AT5G02610.2, AT2G39390.1, AT3G09500.1, AT3G55170.1	ENSP00000486088, ENSP00000362671, ENSP00000437215, ENSP00000259469
OG0002354	AT2G43030.1, AT3G17465.1	ENSP00000424107, ENSP00000422419, ENSP00000264995, ENSP00000398536, ENSP00000422035
OG0002355	AT2G45640.1	ENSP00000391846, ENSP00000475925, ENSP00000481842, ENSP00000371973, ENSP00000475435, ENSP00000475358
OG0002356	AT3G03790.3	ENSP00000488952, ENSP00000424634, ENSP00000489548, ENSP00000426405, ENSP00000489389, ENSP00000305721, ENSP00000488965, ENSP00000422762, ENSP00000489552, ENSP00000478891, ENSP00000422136, ENSP00000489043
OG0002357	AT3G05520.2	ENSP00000263168, ENSP00000354947, ENSP00000419484, ENSP00000395395, ENSP00000485993
OG0002358	AT3G05540.1, AT3G16640.1	ENSP00000433091, ENSP00000432457, ENSP00000477781, ENSP00000431872, ENSP00000339051, ENSP00000368345, ENSP00000368344, ENSP00000368350, ENSP00000433738
OG0002359	AT3G08505.1	ENSP00000397983, ENSP00000396340, ENSP00000170447, ENSP00000416369, ENSP00000255977, ENSP00000417863
OG0002360	AT5G12210.1, AT3G12070.1	ENSP00000317473, ENSP00000359862
OG0002361	AT3G60500.1, AT3G12990.1	ENSP00000422205, ENSP00000421845, ENSP00000368984, ENSP00000243498, ENSP00000425782, ENSP00000424504, ENSP00000423476
OG0002362	AT3G16565.3	ENSP00000467714, ENSP00000467696, ENSP00000400870, ENSP00000386254, ENSP00000353355, ENSP00000386621, ENSP00000409924, ENSP00000400735, ENSP00000387415
OG0002363	AT5G39400.1, AT3G50110.1, AT3G19420.1	ENSP00000483066, ENSP00000494918, ENSP00000495622, ENSP00000361021
OG0002364	AT5G09320.1, AT3G19770.1	ENSP00000390480, ENSP00000421124, ENSP00000415815, ENSP00000284957, ENSP00000476796, ENSP00000370208, ENSP00000403429
OG0002365	AT3G21350.2	ENSP00000394502, ENSP00000451684, ENSP00000413343, ENSP00000256379, ENSP00000481920
OG0002366	AT4G15165.1, AT3G22110.1	ENSP00000453145, ENSP00000453802, ENSP00000453523, ENSP00000452936, ENSP00000453621, ENSP00000453080, ENSP00000453829, ENSP00000453887, ENSP00000044462
OG0002367	AT5G53960.1	ENSP00000388216, ENSP00000462908, ENSP00000464055
OG0002367	AT3G23890.1	ENSP00000411532
OG0002368	AT3G24200.2	ENSP00000451123, ENSP00000486650, ENSP00000377594, ENSP00000333946, ENSP00000451562
OG0002369	AT5G39740.1, AT3G25520.1	ENSP00000473675, ENSP00000493811, ENSP00000495549, ENSP00000359345, ENSP00000359338, ENSP00000495589
OG0002370	AT5G22950.1, AT3G45000.1	ENSP00000387045, ENSP00000263856, ENSP00000386590, ENSP00000474823, ENSP00000392995
OG0002371	AT3G47370.1, AT5G62300.1, AT3G45030.1	ENSP00000428146, ENSP00000428104, ENSP00000429333, ENSP00000429049, ENSP00000427860, ENSP00000478703, ENSP00000429374, ENSP00000427788, ENSP00000009589
OG0002372	AT3G47810.1	ENSP00000353786, ENSP00000400048, ENSP00000449954, ENSP00000447634, ENSP00000480853, ENSP00000449044, ENSP00000447058
OG0002373	AT5G37680.1, AT3G49860.1, AT3G49870.1, AT5G67560.1	ENSP00000402996, ENSP00000485023, ENSP00000479202, ENSP00000256496, ENSP00000272217
OG0002374	AT3G55480.2	ENSP00000441961, ENSP00000255194, ENSP00000430597, ENSP00000440984, ENSP00000438721, ENSP00000261722, ENSP00000479229, ENSP00000493485
OG0002375	AT3G57050.1	ENSP00000311554, ENSP00000413407, ENSP00000359976
OG0002376	AT5G49060.1, AT5G05750.1, AT3G57340.1	ENSP00000404381, ENSP00000403313, ENSP00000378363, ENSP00000345575, ENSP00000476941, ENSP00000476453
OG0002377	AT3G59410.2	ENSP00000453148, ENSP00000453968, ENSP00000263791, ENSP00000453575
OG0002378	AT3G61620.1	ENSP00000315476, ENSP00000436539
OG0002378	AT4G27490.1	ENSP00000398597
OG0002379	AT4G01040.1	ENSP00000435503, ENSP00000398722, ENSP00000388156, ENSP00000391255, ENSP00000435336, ENSP00000434651, ENSP00000416034, ENSP00000325055
OG0002380	AT4G01860.1	ENSP00000482289, ENSP00000390740, ENSP00000477087, ENSP00000387692, ENSP00000484799, ENSP00000477389, ENSP00000412195, ENSP00000413432, ENSP00000378857, ENSP00000347194, ENSP00000477418, ENSP00000477463
OG0002381	AT4G02260.1	ENSP00000452937, ENSP00000454103, ENSP00000330721, ENSP00000493549, ENSP00000377814
OG0002382	AT4G06676.1	ENSP00000435225, ENSP00000480094, ENSP00000477849, ENSP00000479943, ENSP00000278903, ENSP00000484510, ENSP00000435034, ENSP00000435923, ENSP00000433376, ENSP00000431633
OG0002383	AT4G10100.1	ENSP00000464663, ENSP00000355160, ENSP00000411022, ENSP00000426274, ENSP00000424267, ENSP00000462870, ENSP00000435326
OG0002384	AT4G11270.1	ENSP00000466480, ENSP00000467485, ENSP00000466438, ENSP00000453813, ENSP00000453378, ENSP00000379619, ENSP00000353699, ENSP00000452765, ENSP00000350187, ENSP00000481823, ENSP00000254442
OG0002385	AT4G16700.1	ENSP00000380637, ENSP00000412169, ENSP00000266095, ENSP00000371586, ENSP00000391739, ENSP00000414395
OG0002386	AT4G18100.1, AT5G46430.1	ENSP00000412393, ENSP00000413742, ENSP00000339064, ENSP00000380156, ENSP00000388674, ENSP00000380158, ENSP00000416429
OG0002387	AT4G24440.1	ENSP00000379376, ENSP00000452648, ENSP00000379373, ENSP00000418574, ENSP00000379372, ENSP00000379375
OG0002388	AT5G57440.1, AT4G25840.1	ENSP00000406260, ENSP00000370467, ENSP00000396452, ENSP00000441208, ENSP00000430995
OG0002389	AT4G29860.1	ENSP00000384626, ENSP00000331313, ENSP00000385154, ENSP00000389412
OG0002390	AT4G38495.1	ENSP00000465637, ENSP00000467041, ENSP00000466269, ENSP00000467708, ENSP00000464948, ENSP00000391457, ENSP00000473165, ENSP00000465273, ENSP00000334473
OG0002391	AT5G19930.1	ENSP00000448069, ENSP00000450089, ENSP00000448528, ENSP00000449955, ENSP00000448587, ENSP00000266673
OG0002392	AT5G20090.1	ENSP00000340784, ENSP00000477853, ENSP00000479789, ENSP00000354223, ENSP00000489748
OG0002393	AT5G22080.1	ENSP00000494062, ENSP00000494439, ENSP00000474440, ENSP00000263697
OG0002394	AT5G23720.1	ENSP00000434041, ENSP00000436312, ENSP00000444580, ENSP00000475801, ENSP00000475626, ENSP00000475675, ENSP00000361785
OG0002395	AT5G27720.1	ENSP00000469468, ENSP00000475950, ENSP00000469028, ENSP00000477443
OG0002396	AT5G48870.1	ENSP00000386707, ENSP00000387126, ENSP00000387109, ENSP00000386363, ENSP00000386814, ENSP00000410758, ENSP00000386275
OG0002397	AT5G57450.1	ENSP00000452389, ENSP00000451173, ENSP00000451252, ENSP00000451118, ENSP00000473569, ENSP00000343392, ENSP00000451361, ENSP00000451974, ENSP00000452598, ENSP00000451362, ENSP00000450780, ENSP00000450738
OG0002398	AT5G60340.1	ENSP00000481620, ENSP00000485291, ENSP00000485297, ENSP00000479366, ENSP00000370201, ENSP00000370197, ENSP00000480829, ENSP00000420947, ENSP00000483874, ENSP00000484679
OG0002399	AT5G63610.1	ENSP00000415621, ENSP00000370938, ENSP00000410604, ENSP00000317665, ENSP00000357907, ENSP00000437696
OG0002400	AT5G63960.2	ENSP00000469308, ENSP00000469115, ENSP00000406046, ENSP00000472445, ENSP00000481858, ENSP00000470426, ENSP00000495618, ENSP00000496078, ENSP00000470726, ENSP00000473052
OG0002401	ATMG00070.1	ENSP00000496383, ENSP00000263774, ENSP00000431588, ENSP00000495881, ENSP00000434970, ENSP00000494074, ENSP00000432099, ENSP00000493954, ENSP00000433405, ENSP00000496063, ENSP00000433753, ENSP00000493586
OG0002545	AT1G01020.1, AT4G01510.5	ENSP00000435420, ENSP00000416039, ENSP00000355618, ENSP00000312458, ENSP00000436763, ENSP00000394547
OG0002546	AT5G47700.1, AT4G00810.1, AT1G01100.1, AT5G24510.1	ENSP00000453067, ENSP00000350437, ENSP00000346037
OG0002547	AT2G24190.2, AT3G61220.3, AT1G01800.1, AT3G59710.2, AT5G61830.1, AT5G51030.1	ENSP00000290349, ENSP00000290354, ENSP00000434613, ENSP00000382143, ENSP00000395132
OG0002550	AT1G02780.1, AT4G02230.1, AT3G16780.1	ENSP00000225430, ENSP00000463985, ENSP00000464538, ENSP00000462938
OG0002553	AT4G03320.1, AT1G04940.1, AT1G04945.3	ENSP00000414344, ENSP00000359606
OG0002554	AT1G04980.1, AT2G32920.1	ENSP00000384459, ENSP00000481892, ENSP00000385385, ENSP00000371024, ENSP00000272227, ENSP00000438778
OG0002555	AT3G55260.1, AT1G65590.1, AT1G05590.1	ENSP00000424939, ENSP00000423713, ENSP00000426384, ENSP00000424550, ENSP00000426285, ENSP00000261416
OG0002556	AT3G47830.1	ENSP00000457818
OG0002556	AT1G05900.2, AT2G31450.1	ENSP00000455267, ENSP00000219066, ENSP00000456301
OG0002560	AT1G11160.1, AT1G61210.1, AT5G23430.1, AT5G08390.1	ENSP00000457347, ENSP00000457046, ENSP00000455350, ENSP00000457334, ENSP00000368982, ENSP00000455270, ENSP00000445814
OG0002562	AT1G12960.1, AT1G70600.1, AT1G23290.1	ENSP00000437118, ENSP00000435081, ENSP00000432671, ENSP00000433766, ENSP00000431565, ENSP00000431849, ENSP00000346015
OG0002563	AT1G14360.1, AT2G02810.1	ENSP00000240333, ENSP00000497423, ENSP00000423323, ENSP00000427689, ENSP00000424367, ENSP00000426961, ENSP00000422104, ENSP00000426402
OG0002565	AT1G17220.1, AT4G11160.2	ENSP00000263629, ENSP00000384481, ENSP00000403492, ENSP00000378099
OG0002567	AT1G19110.1, AT1G72500.1	ENSP00000415769, ENSP00000413922, ENSP00000479928, ENSP00000417824, ENSP00000266041, ENSP00000384425, ENSP00000395634
OG0002568	AT1G19880.1	ENSP00000364585, ENSP00000486447, ENSP00000486099, ENSP00000364582
OG0002573	AT1G22840.1, AT4G10040.1	ENSP00000416479, ENSP00000387279, ENSP00000307786, ENSP00000386270
OG0002574	AT1G22882.1, AT1G71360.2, AT4G23950.2	ENSP00000263688, ENSP00000479061, ENSP00000477484, ENSP00000356696, ENSP00000476704
OG0002575	AT1G23360.1, AT5G57300.1	ENSP00000449933, ENSP00000288532, ENSP00000450001, ENSP00000449874, ENSP00000449863, ENSP00000401798
OG0002577	AT1G26160.1, AT2G23820.2	ENSP00000381220, ENSP00000477277, ENSP00000477042, ENSP00000476969, ENSP00000316242
OG0002578	AT1G26570.1, AT5G39320.1, AT3G29360.1, AT5G15490.1, AT3G01010.1	ENSP00000319501, ENSP00000426560, ENSP00000422909, ENSP00000421757
OG0002579	AT5G43710.1	ENSP00000363615, ENSP00000363616
OG0002579	AT1G27520.1	ENSP00000394099, ENSP00000256497
OG0002581	AT1G29220.2	ENSP00000462825, ENSP00000464459, ENSP00000463261, ENSP00000462255, ENSP00000462166, ENSP00000446117, ENSP00000293208, ENSP00000463545, ENSP00000347592, ENSP00000462133, ENSP00000463615, ENSP00000463758, ENSP00000462116
OG0002583	AT4G10360.1, AT4G19645.1, AT1G31300.1	ENSP00000474793, ENSP00000475025, ENSP00000417043, ENSP00000395364, ENSP00000359222
OG0002585	AT1G34630.1, AT5G51150.1	ENSP00000433927, ENSP00000433674, ENSP00000436179, ENSP00000345513, ENSP00000306344
OG0002586	AT5G06680.1	ENSP00000488264, ENSP00000488256, ENSP00000482912, ENSP00000364821, ENSP00000497715, ENSP00000478276, ENSP00000261965
OG0002587	AT1G42480.1	ENSP00000449444, ENSP00000490060, ENSP00000490477, ENSP00000273308, ENSP00000446743, ENSP00000446506, ENSP00000447042, ENSP00000448809, ENSP00000446784, ENSP00000448333
OG0002588	AT1G48030.1, AT3G17240.1	ENSP00000205402, ENSP00000417016, ENSP00000390667, ENSP00000387542
OG0002589	AT1G48510.3, AT3G17910.1	ENSP00000482067, ENSP00000486289, ENSP00000487158, ENSP00000361042
OG0002591	AT1G50730.1	ENSP00000459108, ENSP00000400815, ENSP00000442468, ENSP00000458116, ENSP00000251143, ENSP00000395973, ENSP00000398009, ENSP00000457973
OG0002592	AT1G54250.1, AT3G59600.1	ENSP00000409065, ENSP00000393773, ENSP00000411883, ENSP00000399882, ENSP00000398622, ENSP00000392913, ENSP00000415536
OG0002593	AT1G55870.1, AT3G25430.1	ENSP00000387911, ENSP00000478668, ENSP00000345456, ENSP00000487634, ENSP00000456279, ENSP00000488415, ENSP00000410525, ENSP00000484279, ENSP00000488554, ENSP00000444381, ENSP00000487870, ENSP00000445659
OG0002594	AT1G60430.1	ENSP00000413221, ENSP00000446598, ENSP00000228825
OG0002595	AT3G52960.1, AT1G60740.1, AT1G65970.1, AT1G65980.1	ENSP00000335363, ENSP00000335334, ENSP00000265462
OG0002597	AT1G66530.1, AT4G26300.5	ENSP00000231572
OG0002598	AT1G66810.1, AT1G68200.1	ENSP00000337386, ENSP00000452119, ENSP00000450784, ENSP00000450600, ENSP00000388402
