Orthogroup	mouse	yeast
OG0002553	ENSMUSP00000142642, ENSMUSP00000143259, ENSMUSP00000143484, ENSMUSP00000143376, ENSMUSP00000143306, ENSMUSP00000096136	YHR040W_mRNA
OG0002556	ENSMUSP00000047413	YAL015C_mRNA, YOL043C_mRNA
OG0002562	ENSMUSP00000123410	YGL103W_mRNA
OG0002563	ENSMUSP00000021243, ENSMUSP00000125597	YPL244C_mRNA
OG0002565	ENSMUSP00000121327, ENSMUSP00000090926, ENSMUSP00000020749, ENSMUSP00000114299, ENSMUSP00000122801, ENSMUSP00000122233	YOL023W_mRNA
OG0002573	ENSMUSP00000028430, ENSMUSP00000072829, ENSMUSP00000124523	YJR048W_mRNA, YEL039C_mRNA
OG0002574	ENSMUSP00000044815, ENSMUSP00000141627, ENSMUSP00000141896	YOR154W_mRNA
OG0002575	ENSMUSP00000123308, ENSMUSP00000048001	YML110C_mRNA
OG0002577	ENSMUSP00000000304, ENSMUSP00000124106	YBR242W_mRNA, YGL101W_mRNA
OG0002579	ENSMUSP00000144901, ENSMUSP00000086565	YHR204W_mRNA
OG0002583	ENSMUSP00000119468, ENSMUSP00000029777, ENSMUSP00000120821, ENSMUSP00000122001, ENSMUSP00000114755	YPR114W_mRNA, YJR116W_mRNA
OG0002586	ENSMUSP00000131051, ENSMUSP00000130106	YNL126W_mRNA
OG0002588	ENSMUSP00000106481	YFL018C_mRNA
OG0002589	ENSMUSP00000141305	YGR112W_mRNA
OG0002592	ENSMUSP00000155920, ENSMUSP00000155967, ENSMUSP00000021405, ENSMUSP00000155895	YOR224C_mRNA
OG0002594	ENSMUSP00000031421, ENSMUSP00000143210, ENSMUSP00000107345, ENSMUSP00000107342, ENSMUSP00000099584	YLR370C_mRNA
OG0002597	ENSMUSP00000029968, ENSMUSP00000116173	YDR341C_mRNA, YHR091C_mRNA
OG0002598	ENSMUSP00000151269, ENSMUSP00000127522, ENSMUSP00000021552, ENSMUSP00000151682	YLR136C_mRNA, YDR151C_mRNA
OG0002600	ENSMUSP00000093831, ENSMUSP00000108912, ENSMUSP00000033609, ENSMUSP00000108911, ENSMUSP00000117592, ENSMUSP00000117806, ENSMUSP00000114837	YGL044C_mRNA
OG0002601	ENSMUSP00000034832	YOR208W_mRNA
OG0002602	ENSMUSP00000120901, ENSMUSP00000029387	YGR054W_mRNA
OG0002605	ENSMUSP00000139956, ENSMUSP00000064839, ENSMUSP00000139900	YDL028C_mRNA
OG0002607	ENSMUSP00000141965, ENSMUSP00000022597, ENSMUSP00000131268, ENSMUSP00000141886, ENSMUSP00000141433, ENSMUSP00000029303	YDL040C_mRNA
OG0002608	ENSMUSP00000104726, ENSMUSP00000007921, ENSMUSP00000112195, ENSMUSP00000107813, ENSMUSP00000107811	YBR254C_mRNA
OG0002609	ENSMUSP00000118695, ENSMUSP00000071616	YPL198W_mRNA, YGL076C_mRNA
OG0002610	ENSMUSP00000116944, ENSMUSP00000120160, ENSMUSP00000135687, ENSMUSP00000028137	YDR204W_mRNA
OG0002613	ENSMUSP00000103940	YMR143W_mRNA, YDL083C_mRNA
OG0002614	ENSMUSP00000025278	YNL005C_mRNA
OG0002615	ENSMUSP00000033683, ENSMUSP00000138884	YHR203C_mRNA, YJR145C_mRNA
OG0002616	ENSMUSP00000122021, ENSMUSP00000098035, ENSMUSP00000091668, ENSMUSP00000148419, ENSMUSP00000042544	YHR099W_mRNA
OG0002617	ENSMUSP00000001806, ENSMUSP00000102929	YGR277C_mRNA
OG0002619	ENSMUSP00000031189, ENSMUSP00000112984, ENSMUSP00000113818	YJL062W_mRNA
OG0002620	ENSMUSP00000014389	YMR281W_mRNA
OG0002622	ENSMUSP00000137605, ENSMUSP00000045089, ENSMUSP00000141516, ENSMUSP00000035202	YGL124C_mRNA
OG0002624	ENSMUSP00000144444, ENSMUSP00000031045, ENSMUSP00000025364	YGR172C_mRNA
OG0002625	ENSMUSP00000044616, ENSMUSP00000099193	YMR102C_mRNA, YKL121W_mRNA
OG0002626	ENSMUSP00000147748, ENSMUSP00000014546, ENSMUSP00000121314, ENSMUSP00000147701, ENSMUSP00000147749, ENSMUSP00000120856	YCL008C_mRNA
OG0002627	ENSMUSP00000022573.10, ENSMUSP00000135244, ENSMUSP00000135394, ENSMUSP00000135063, ENSMUSP00000135035, ENSMUSP00000135818	YJL068C_mRNA
OG0002628	ENSMUSP00000102213, ENSMUSP00000102211, ENSMUSP00000102209, ENSMUSP00000080741	YLR325C_mRNA
OG0002631	ENSMUSP00000137994, ENSMUSP00000110128, ENSMUSP00000027265, ENSMUSP00000137772	YDL104C_mRNA
OG0002633	ENSMUSP00000099306, ENSMUSP00000035851	YBR170C_mRNA
OG0002634	ENSMUSP00000105769, ENSMUSP00000062221, ENSMUSP00000028822, ENSMUSP00000105763	YPL110C_mRNA
OG0002636	ENSMUSP00000151015, ENSMUSP00000097528, ENSMUSP00000079703	YOL052C_mRNA
OG0002638	ENSMUSP00000149478, ENSMUSP00000150321, ENSMUSP00000149793, ENSMUSP00000042509	YOL087C_mRNA
OG0002639	ENSMUSP00000104725, ENSMUSP00000044370, ENSMUSP00000126923, ENSMUSP00000001079, ENSMUSP00000132861	YIL109C_mRNA, YNL049C_mRNA
OG0002640	ENSMUSP00000104330, ENSMUSP00000090673, ENSMUSP00000131943, ENSMUSP00000155150	YBR037C_mRNA, YBR024W_mRNA
OG0002641	ENSMUSP00000134240, ENSMUSP00000133357, ENSMUSP00000110013, ENSMUSP00000133642, ENSMUSP00000134615	YOR167C_mRNA, YLR264W_mRNA
OG0002642	ENSMUSP00000025170, ENSMUSP00000157147	YER082C_mRNA
OG0002643	ENSMUSP00000121599, ENSMUSP00000070815, ENSMUSP00000109653	YOL080C_mRNA
OG0002644	ENSMUSP00000004786	YBR154C_mRNA
OG0002646	ENSMUSP00000144956, ENSMUSP00000145001, ENSMUSP00000144710, ENSMUSP00000144743, ENSMUSP00000086923	YJR050W_mRNA
OG0002649	ENSMUSP00000107726, ENSMUSP00000107725, ENSMUSP00000041778, ENSMUSP00000131696	YLR427W_mRNA
OG0002650	ENSMUSP00000038352	YLR388W_mRNA, YDL061C_mRNA
OG0002651	ENSMUSP00000000756	YDL082W_mRNA, YMR142C_mRNA
OG0002652	ENSMUSP00000034375	YNR015W_mRNA
OG0002653	ENSMUSP00000041701	YMR259C_mRNA
OG0002656	ENSMUSP00000021857, ENSMUSP00000153019, ENSMUSP00000153209, ENSMUSP00000153628, ENSMUSP00000153658, ENSMUSP00000097177	YPR047W_mRNA
OG0002657	ENSMUSP00000095322	YPR100W_mRNA
OG0002658	ENSMUSP00000116580, ENSMUSP00000129156, ENSMUSP00000119369	YPL120W_mRNA
OG0002659	ENSMUSP00000141262, ENSMUSP00000125002, ENSMUSP00000027766, ENSMUSP00000128290, ENSMUSP00000104015, ENSMUSP00000003860	YGL119W_mRNA
OG0002662	ENSMUSP00000129530, ENSMUSP00000130683, ENSMUSP00000027970, ENSMUSP00000044320, ENSMUSP00000129515, ENSMUSP00000130507, ENSMUSP00000126676	YIR026C_mRNA
OG0002663	ENSMUSP00000130256, ENSMUSP00000126160, ENSMUSP00000130580, ENSMUSP00000026560	YDR427W_mRNA
OG0002664	ENSMUSP00000155304, ENSMUSP00000064465, ENSMUSP00000155074, ENSMUSP00000155666, ENSMUSP00000155469	YGR098C_mRNA
OG0002665	ENSMUSP00000114895, ENSMUSP00000025841, ENSMUSP00000118580	YDR386W_mRNA
OG0002667	ENSMUSP00000152686, ENSMUSP00000129900, ENSMUSP00000019378, ENSMUSP00000152840	YPL164C_mRNA
OG0002668	ENSMUSP00000095235, ENSMUSP00000108502	YDL178W_mRNA, YEL071W_mRNA
OG0002669	ENSMUSP00000157113	YDL177C_mRNA
OG0002671	ENSMUSP00000066181, ENSMUSP00000098859, ENSMUSP00000128967, ENSMUSP00000128367, ENSMUSP00000109788, ENSMUSP00000146205	YKR016W_mRNA
OG0002673	ENSMUSP00000104855, ENSMUSP00000020665, ENSMUSP00000131852, ENSMUSP00000104854, ENSMUSP00000116997, ENSMUSP00000120617, ENSMUSP00000120077, ENSMUSP00000122182	YOL135C_mRNA
OG0002674	ENSMUSP00000139998, ENSMUSP00000139846, ENSMUSP00000115964, ENSMUSP00000122688, ENSMUSP00000140329, ENSMUSP00000027401	YPL236C_mRNA
OG0002675	ENSMUSP00000028551	YGL231C_mRNA
OG0002676	ENSMUSP00000111409, ENSMUSP00000137509, ENSMUSP00000139402, ENSMUSP00000041263, ENSMUSP00000093427	YMR223W_mRNA
OG0002679	ENSMUSP00000080888, ENSMUSP00000137103, ENSMUSP00000152874, ENSMUSP00000049034	YCL045C_mRNA
OG0002681	ENSMUSP00000157317, ENSMUSP00000157097, ENSMUSP00000024882, ENSMUSP00000157138, ENSMUSP00000157026, ENSMUSP00000157215	YNL313C_mRNA
OG0002683	ENSMUSP00000153025, ENSMUSP00000153445, ENSMUSP00000022310, ENSMUSP00000152998	YPL096W_mRNA
OG0002684	ENSMUSP00000050156, ENSMUSP00000047497	YJR135W-A_mRNA
OG0002685	ENSMUSP00000139211, ENSMUSP00000126387, ENSMUSP00000122066, ENSMUSP00000104436	YPL051W_mRNA
OG0002686	ENSMUSP00000000958, ENSMUSP00000105094	YOL006C_mRNA
OG0002687	ENSMUSP00000124500, ENSMUSP00000123820, ENSMUSP00000124957, ENSMUSP00000124073, ENSMUSP00000136011, ENSMUSP00000123874, ENSMUSP00000124017	YDR305C_mRNA
OG0002688	ENSMUSP00000116537, ENSMUSP00000042162	YIL103W_mRNA
OG0002690	ENSMUSP00000139873, ENSMUSP00000053218, ENSMUSP00000118381, ENSMUSP00000091597, ENSMUSP00000115212, ENSMUSP00000128419, ENSMUSP00000116648	YNL125C_mRNA
OG0002692	ENSMUSP00000117670, ENSMUSP00000136233, ENSMUSP00000026927	YBR111C_mRNA
OG0002697	ENSMUSP00000156845, ENSMUSP00000024897, ENSMUSP00000064699	YER120W_mRNA, YBL091C-A_mRNA
OG0002700	ENSMUSP00000081578, ENSMUSP00000103091, ENSMUSP00000103092, ENSMUSP00000112822, ENSMUSP00000081574	YHR175W_mRNA
OG0002708	ENSMUSP00000147311, ENSMUSP00000148138, ENSMUSP00000039784	YDR405W_mRNA
OG0002709	ENSMUSP00000125384, ENSMUSP00000037198, ENSMUSP00000005069	YNL129W_mRNA
OG0002716	ENSMUSP00000123418, ENSMUSP00000119033, ENSMUSP00000114344, ENSMUSP00000119195, ENSMUSP00000043355	YDR282C_mRNA
OG0002725	ENSMUSP00000032566, ENSMUSP00000156493, ENSMUSP00000038732	YFR018C_mRNA
OG0002738	ENSMUSP00000153157, ENSMUSP00000089394, ENSMUSP00000104806, ENSMUSP00000104804, ENSMUSP00000104805, ENSMUSP00000136793, ENSMUSP00000029060	YIL048W_mRNA
OG0002740	ENSMUSP00000084799, ENSMUSP00000127501, ENSMUSP00000109976, ENSMUSP00000124713, ENSMUSP00000123553	YGL221C_mRNA
OG0002743	ENSMUSP00000004943, ENSMUSP00000121643, ENSMUSP00000004508, ENSMUSP00000153554, ENSMUSP00000105531	YAR002C-A_mRNA, YGL002W_mRNA, YHR110W_mRNA
OG0002744	ENSMUSP00000122062, ENSMUSP00000080273, ENSMUSP00000106968	YMR118C_mRNA, YKL141W_mRNA
OG0002751	ENSMUSP00000015256, ENSMUSP00000139571, ENSMUSP00000122103	YPR021C_mRNA
OG0002758	ENSMUSP00000143020, ENSMUSP00000084582, ENSMUSP00000143375, ENSMUSP00000124851, ENSMUSP00000081998, ENSMUSP00000054782	YMR278W_mRNA
OG0002763	ENSMUSP00000151396, ENSMUSP00000151451, ENSMUSP00000082343, ENSMUSP00000151869	YOR079C_mRNA
OG0002801	ENSMUSP00000154901, ENSMUSP00000097767, ENSMUSP00000101956, ENSMUSP00000112124, ENSMUSP00000023095, ENSMUSP00000155480	YCR002C_mRNA
OG0002809	ENSMUSP00000123678, ENSMUSP00000118317, ENSMUSP00000101034, ENSMUSP00000115162, ENSMUSP00000121477, ENSMUSP00000114904, ENSMUSP00000120150, ENSMUSP00000122659, ENSMUSP00000019257, ENSMUSP00000117094, ENSMUSP00000101035, ENSMUSP00000122190, ENSMUSP00000114808	YMR075W_mRNA
OG0002847	ENSMUSP00000032269, ENSMUSP00000125502, ENSMUSP00000125559	YML032C_mRNA
OG0002887	ENSMUSP00000147483, ENSMUSP00000065337	YDL100C_mRNA
OG0002889	ENSMUSP00000148233, ENSMUSP00000147393, ENSMUSP00000148218, ENSMUSP00000005711	YKL002W_mRNA
OG0002890	ENSMUSP00000088736, ENSMUSP00000059395, ENSMUSP00000109555	YER025W_mRNA
OG0002891	ENSMUSP00000131768, ENSMUSP00000131366, ENSMUSP00000129694, ENSMUSP00000043896, ENSMUSP00000131349	YMR078C_mRNA
OG0002898	ENSMUSP00000151669, ENSMUSP00000151963, ENSMUSP00000151826, ENSMUSP00000151392, ENSMUSP00000151369, ENSMUSP00000151606, ENSMUSP00000151607, ENSMUSP00000151792, ENSMUSP00000024727	YMR213W_mRNA
OG0002899	ENSMUSP00000153175, ENSMUSP00000054858, ENSMUSP00000100547	YLL027W_mRNA
OG0002908	ENSMUSP00000121815, ENSMUSP00000029013	YER107C_mRNA
OG0002909	ENSMUSP00000119668, ENSMUSP00000088337	YCR044C_mRNA
OG0002911	ENSMUSP00000116206, ENSMUSP00000116089, ENSMUSP00000055689, ENSMUSP00000121873	YBR003W_mRNA
OG0002912	ENSMUSP00000018568	YGR173W_mRNA
OG0002912	ENSMUSP00000020741	YAL036C_mRNA
OG0002913	ENSMUSP00000031333	YPR056W_mRNA
OG0002914	ENSMUSP00000068850	YHR189W_mRNA
OG0002917	ENSMUSP00000028610	YDR256C_mRNA
OG0002919	ENSMUSP00000036726	YGR271W_mRNA
OG0002919	ENSMUSP00000099509	YER172C_mRNA
OG0002920	ENSMUSP00000027252	YAL035W_mRNA
OG0002921	ENSMUSP00000089874, ENSMUSP00000133992, ENSMUSP00000134366	YGL083W_mRNA
OG0002925	ENSMUSP00000114598, ENSMUSP00000073213, ENSMUSP00000104737, ENSMUSP00000065791, ENSMUSP00000116868	YLR151C_mRNA
OG0002927	ENSMUSP00000133451, ENSMUSP00000097819, ENSMUSP00000102228, ENSMUSP00000018871, ENSMUSP00000124899	YPR107C_mRNA
OG0002928	ENSMUSP00000155957, ENSMUSP00000156130	YDR408C_mRNA
OG0002931	ENSMUSP00000112826, ENSMUSP00000072386, ENSMUSP00000116373	YML105C_mRNA
OG0002934	ENSMUSP00000024733, ENSMUSP00000034441	YOR335C_mRNA
OG0002936	ENSMUSP00000136642, ENSMUSP00000041538, ENSMUSP00000149825, ENSMUSP00000007139	YNL244C_mRNA
OG0002940	ENSMUSP00000027157, ENSMUSP00000109628	YJL121C_mRNA
OG0002941	ENSMUSP00000059056, ENSMUSP00000104753, ENSMUSP00000104754	YHL022C_mRNA
OG0002943	ENSMUSP00000046856	YHR072W_mRNA
OG0002945	ENSMUSP00000133926, ENSMUSP00000025178	YDR484W_mRNA
OG0002946	ENSMUSP00000030905, ENSMUSP00000101220	YNL222W_mRNA
OG0002948	ENSMUSP00000153556, ENSMUSP00000153156, ENSMUSP00000089045, ENSMUSP00000153521, ENSMUSP00000153309	YPR189W_mRNA
OG0002951	ENSMUSP00000115666, ENSMUSP00000088365, ENSMUSP00000130313, ENSMUSP00000107879, ENSMUSP00000119773	YDL051W_mRNA
OG0002953	ENSMUSP00000000767, ENSMUSP00000090585	YAR007C_mRNA
OG0002958	ENSMUSP00000023214	YCR048W_mRNA, YNR019W_mRNA
OG0002959	ENSMUSP00000128207	YJR084W_mRNA
OG0002961	ENSMUSP00000125292, ENSMUSP00000130858	YDR050C_mRNA
OG0002962	ENSMUSP00000114060, ENSMUSP00000070554, ENSMUSP00000114395, ENSMUSP00000082754	YBL067C_mRNA, YER098W_mRNA
OG0002963	ENSMUSP00000122714, ENSMUSP00000104435, ENSMUSP00000029105, ENSMUSP00000112067	YLR424W_mRNA
OG0002964	ENSMUSP00000105360, ENSMUSP00000105358, ENSMUSP00000120374, ENSMUSP00000121864, ENSMUSP00000066769	YNL072W_mRNA
OG0002967	ENSMUSP00000149774, ENSMUSP00000149784, ENSMUSP00000149074, ENSMUSP00000034524	YLR059C_mRNA
OG0002968	ENSMUSP00000101625, ENSMUSP00000101626, ENSMUSP00000081474	YDR382W_mRNA, YOL039W_mRNA
OG0002969	ENSMUSP00000078490, ENSMUSP00000128357, ENSMUSP00000152105	YDR076W_mRNA, YDR004W_mRNA
OG0002973	ENSMUSP00000147164, ENSMUSP00000003527, ENSMUSP00000147059	YML010W_mRNA
OG0002974	ENSMUSP00000157050, ENSMUSP00000111475, ENSMUSP00000156982, ENSMUSP00000036085	YOR289W_mRNA
OG0002975	ENSMUSP00000138558, ENSMUSP00000108807, ENSMUSP00000117582, ENSMUSP00000070619, ENSMUSP00000076341, ENSMUSP00000108805	YCR066W_mRNA
OG0002976	ENSMUSP00000036299	YJR001W_mRNA
OG0002977	ENSMUSP00000099541, ENSMUSP00000100805	YOL127W_mRNA
OG0002979	ENSMUSP00000026420	YER131W_mRNA, YGL189C_mRNA
OG0002980	ENSMUSP00000025890	YOR112W_mRNA
OG0002982	ENSMUSP00000147668, ENSMUSP00000036491	YMR097C_mRNA
OG0002983	ENSMUSP00000015236	YOR298C-A_mRNA
OG0002984	ENSMUSP00000099595, ENSMUSP00000121108	YPR102C_mRNA, YGR085C_mRNA
OG0002985	ENSMUSP00000002844, ENSMUSP00000109057, ENSMUSP00000109056	YEL050C_mRNA
OG0002986	ENSMUSP00000152075, ENSMUSP00000152454, ENSMUSP00000062996, ENSMUSP00000015435	YER136W_mRNA
OG0002987	ENSMUSP00000085555	YOL102C_mRNA
OG0002988	ENSMUSP00000027810	YPL262W_mRNA
OG0002989	ENSMUSP00000030243, ENSMUSP00000154562, ENSMUSP00000063166	YDR477W_mRNA
OG0002990	ENSMUSP00000150909, ENSMUSP00000150350, ENSMUSP00000150808, ENSMUSP00000149833, ENSMUSP00000034964	YMR048W_mRNA
OG0002991	ENSMUSP00000099939, ENSMUSP00000056324	YKL035W_mRNA
OG0002993	ENSMUSP00000153265	YJR105W_mRNA
OG0002994	ENSMUSP00000058919	YJR094W-A_mRNA, YPR043W_mRNA
OG0002996	ENSMUSP00000144551, ENSMUSP00000046412, ENSMUSP00000114998, ENSMUSP00000144525, ENSMUSP00000152527, ENSMUSP00000037441	YNL242W_mRNA
OG0003001	ENSMUSP00000141797, ENSMUSP00000040756, ENSMUSP00000141636	YPR036W_mRNA
OG0003002	ENSMUSP00000145431	YLR105C_mRNA
OG0003004	ENSMUSP00000147630, ENSMUSP00000003521, ENSMUSP00000147907	YBR048W_mRNA, YDR025W_mRNA
OG0003005	ENSMUSP00000109521, ENSMUSP00000028157, ENSMUSP00000135165	YBR123C_mRNA
OG0003007	ENSMUSP00000058432	YKR057W_mRNA, YJL136C_mRNA
OG0003009	ENSMUSP00000124727, ENSMUSP00000043437, ENSMUSP00000125709	YLR039C_mRNA
OG0003010	ENSMUSP00000079059, ENSMUSP00000109163, ENSMUSP00000109164, ENSMUSP00000109162, ENSMUSP00000113995	YJR093C_mRNA
OG0003011	ENSMUSP00000108483, ENSMUSP00000095143, ENSMUSP00000076933, ENSMUSP00000088516	YIL062C_mRNA
OG0003013	ENSMUSP00000099364	YBR080C_mRNA
OG0003015	ENSMUSP00000156380, ENSMUSP00000023677, ENSMUSP00000125172, ENSMUSP00000156308, ENSMUSP00000118216	YDR298C_mRNA
OG0003017	ENSMUSP00000130058, ENSMUSP00000126806, ENSMUSP00000132082, ENSMUSP00000048096	YBL076C_mRNA
OG0003018	ENSMUSP00000106130, ENSMUSP00000022816	YMR039C_mRNA
OG0003019	ENSMUSP00000113385, ENSMUSP00000112392, ENSMUSP00000075792, ENSMUSP00000031221, ENSMUSP00000119612	YDL017W_mRNA
OG0003021	ENSMUSP00000101087, ENSMUSP00000090130, ENSMUSP00000151888, ENSMUSP00000034470	YJL053W_mRNA
OG0003022	ENSMUSP00000023873	YBR133C_mRNA
OG0003023	ENSMUSP00000111530, ENSMUSP00000095274, ENSMUSP00000157382, ENSMUSP00000025142, ENSMUSP00000157069, ENSMUSP00000022613	YFR027W_mRNA
OG0003024	ENSMUSP00000119309, ENSMUSP00000115797, ENSMUSP00000117717, ENSMUSP00000119565, ENSMUSP00000113866, ENSMUSP00000102338, ENSMUSP00000113991, ENSMUSP00000114234, ENSMUSP00000102337	YCR090C_mRNA
OG0003026	ENSMUSP00000109382, ENSMUSP00000109381, ENSMUSP00000063927, ENSMUSP00000144160, ENSMUSP00000086998, ENSMUSP00000144660, ENSMUSP00000109380, ENSMUSP00000144588, ENSMUSP00000117259	YML036W_mRNA
OG0003027	ENSMUSP00000072018, ENSMUSP00000151930	YNL038W_mRNA
OG0003030	ENSMUSP00000138619	YDR527W_mRNA
OG0003034	ENSMUSP00000110401, ENSMUSP00000088998, ENSMUSP00000141406, ENSMUSP00000074397, ENSMUSP00000060462	YJL097W_mRNA
OG0003035	ENSMUSP00000022614	YMR132C_mRNA
OG0003036	ENSMUSP00000137677	YML071C_mRNA
OG0003037	ENSMUSP00000103673, ENSMUSP00000081745	YBR018C_mRNA
OG0003039	ENSMUSP00000073462, ENSMUSP00000037568, ENSMUSP00000131052, ENSMUSP00000151951	YNL297C_mRNA
OG0003041	ENSMUSP00000086796, ENSMUSP00000052866	YDL236W_mRNA
OG0003042	ENSMUSP00000155066, ENSMUSP00000095574	YOR002W_mRNA
OG0003044	ENSMUSP00000145650, ENSMUSP00000145493, ENSMUSP00000145672, ENSMUSP00000145061, ENSMUSP00000145608, ENSMUSP00000004729	YGR207C_mRNA
OG0003048	ENSMUSP00000030815, ENSMUSP00000135536, ENSMUSP00000030813, ENSMUSP00000134756, ENSMUSP00000121878, ENSMUSP00000101320, ENSMUSP00000101321	YOL086W-A_mRNA
OG0003049	ENSMUSP00000106180	YLR070C_mRNA, YDL246C_mRNA, YJR159W_mRNA
OG0003051	ENSMUSP00000001479	YLR347C_mRNA
OG0003052	ENSMUSP00000151285, ENSMUSP00000093432, ENSMUSP00000030660	YKR068C_mRNA
OG0003054	ENSMUSP00000098295, ENSMUSP00000143635	YIL007C_mRNA
OG0003056	ENSMUSP00000072967, ENSMUSP00000102750, ENSMUSP00000122610, ENSMUSP00000102752, ENSMUSP00000121917	YPL047W_mRNA
OG0003058	ENSMUSP00000149658, ENSMUSP00000004203	YHR066W_mRNA, YDR312W_mRNA
OG0003059	ENSMUSP00000116975, ENSMUSP00000117473, ENSMUSP00000106502, ENSMUSP00000026976	YOR164C_mRNA
OG0003061	ENSMUSP00000028223, ENSMUSP00000108445	YLR231C_mRNA
OG0003062	ENSMUSP00000084882, ENSMUSP00000112758	YDL238C_mRNA
OG0003084	ENSMUSP00000023832	YBR053C_mRNA
OG0003087	ENSMUSP00000140004, ENSMUSP00000140278, ENSMUSP00000034981, ENSMUSP00000139510	YGL173C_mRNA
OG0003088	ENSMUSP00000022212, ENSMUSP00000076130, ENSMUSP00000120476, ENSMUSP00000146253, ENSMUSP00000145631, ENSMUSP00000033154	YMR001C_mRNA
OG0003090	ENSMUSP00000065679, ENSMUSP00000147736, ENSMUSP00000147633, ENSMUSP00000084578	YIL045W_mRNA, YER054C_mRNA
OG0003091	ENSMUSP00000123219, ENSMUSP00000105016, ENSMUSP00000020530	YHL023C_mRNA
OG0003098	ENSMUSP00000155149, ENSMUSP00000155010, ENSMUSP00000155126, ENSMUSP00000024518, ENSMUSP00000155216, ENSMUSP00000030787	YCR027C_mRNA
OG0003100	ENSMUSP00000116181, ENSMUSP00000025488	YDR286C_mRNA
OG0003106	ENSMUSP00000043671, ENSMUSP00000034437, ENSMUSP00000148397	YDR128W_mRNA
OG0003113	ENSMUSP00000026899	YLR348C_mRNA
OG0003124	ENSMUSP00000032761, ENSMUSP00000113365, ENSMUSP00000121011, ENSMUSP00000037962, ENSMUSP00000126631	YOL147C_mRNA
OG0003126	ENSMUSP00000039188, ENSMUSP00000099666, ENSMUSP00000018884	YKL120W_mRNA
OG0003127	ENSMUSP00000025570	YOL071W_mRNA
OG0003129	ENSMUSP00000118837, ENSMUSP00000121205, ENSMUSP00000108039, ENSMUSP00000120185, ENSMUSP00000120737	YEL064C_mRNA
OG0003167	ENSMUSP00000143838, ENSMUSP00000064849, ENSMUSP00000107529, ENSMUSP00000120868, ENSMUSP00000031594, ENSMUSP00000058198	YCL064C_mRNA
OG0003192	ENSMUSP00000139753, ENSMUSP00000140554, ENSMUSP00000146118, ENSMUSP00000140259, ENSMUSP00000041751, ENSMUSP00000145969	YML002W_mRNA
OG0003202	ENSMUSP00000147913, ENSMUSP00000147377, ENSMUSP00000147378, ENSMUSP00000026557, ENSMUSP00000147777, ENSMUSP00000147264, ENSMUSP00000148146	YKL006C-A_mRNA
OG0003272	ENSMUSP00000099383, ENSMUSP00000017451	YJR019C_mRNA
OG0003275	ENSMUSP00000048742, ENSMUSP00000122257	YDR068W_mRNA
OG0003276	ENSMUSP00000118770, ENSMUSP00000043519, ENSMUSP00000141404	YHR069C_mRNA
OG0003283	ENSMUSP00000155181, ENSMUSP00000023113	YKL144C_mRNA
OG0003286	ENSMUSP00000090119, ENSMUSP00000115750	YHR164C_mRNA
OG0003288	ENSMUSP00000028608	YNL132W_mRNA
OG0003289	ENSMUSP00000065601, ENSMUSP00000050647	YBR004C_mRNA
OG0003290	ENSMUSP00000058168	YPL247C_mRNA
OG0003291	ENSMUSP00000029804	YLR244C_mRNA
OG0003292	ENSMUSP00000134762, ENSMUSP00000026254, ENSMUSP00000135062, ENSMUSP00000135847	YJR031C_mRNA, YEL022W_mRNA
OG0003293	ENSMUSP00000156376, ENSMUSP00000110804	YDR330W_mRNA
OG0003294	ENSMUSP00000002198	YJL203W_mRNA
OG0003296	ENSMUSP00000046506	YDR500C_mRNA, YLR185W_mRNA
OG0003297	ENSMUSP00000096932	YDR092W_mRNA
OG0003298	ENSMUSP00000113588, ENSMUSP00000147285, ENSMUSP00000000759	YKR035W-A_mRNA
OG0003299	ENSMUSP00000153369, ENSMUSP00000088845	YDL108W_mRNA
OG0003302	ENSMUSP00000006035, ENSMUSP00000119051, ENSMUSP00000115912, ENSMUSP00000086025	YAL042W_mRNA
OG0003305	ENSMUSP00000032114	YGL027C_mRNA
OG0003309	ENSMUSP00000109450, ENSMUSP00000109451, ENSMUSP00000006467	YNR035C_mRNA
OG0003312	ENSMUSP00000025836	YNL185C_mRNA
OG0003318	ENSMUSP00000004505, ENSMUSP00000025279	YPL006W_mRNA
OG0003321	ENSMUSP00000019944	YJL035C_mRNA
OG0003325	ENSMUSP00000049186, ENSMUSP00000157329, ENSMUSP00000157116, ENSMUSP00000157249, ENSMUSP00000157365	YGR029W_mRNA
OG0003327	ENSMUSP00000050153, ENSMUSP00000099662, ENSMUSP00000099661, ENSMUSP00000104302	YML077W_mRNA
OG0003328	ENSMUSP00000125266, ENSMUSP00000023019	YDL033C_mRNA
OG0003329	ENSMUSP00000019917	YDR152W_mRNA
OG0003331	ENSMUSP00000118760, ENSMUSP00000122923, ENSMUSP00000031334	YKR026C_mRNA
OG0003332	ENSMUSP00000065645, ENSMUSP00000096867, ENSMUSP00000108849, ENSMUSP00000009740	YMR227C_mRNA
OG0003335	ENSMUSP00000138565, ENSMUSP00000138572, ENSMUSP00000048470	YGR013W_mRNA
OG0003337	ENSMUSP00000106999, ENSMUSP00000028000, ENSMUSP00000141427, ENSMUSP00000141319	YOL069W_mRNA
OG0003339	ENSMUSP00000092121, ENSMUSP00000100058	YEL012W_mRNA
OG0003340	ENSMUSP00000025421	YGL100W_mRNA
OG0003341	ENSMUSP00000122142	YDR088C_mRNA
