Orthogroup	mouse	neurospora
OG0002443	ENSMUSP00000150259, ENSMUSP00000150626, ENSMUSP00000024047, ENSMUSP00000140339, ENSMUSP00000023087, ENSMUSP00000119302	ESA43439
OG0002444	ENSMUSP00000069324, ENSMUSP00000108593, ENSMUSP00000108592, ENSMUSP00000142871	ESA44072
OG0002464	ENSMUSP00000027956, ENSMUSP00000098026, ENSMUSP00000054169, ENSMUSP00000111301, ENSMUSP00000111299, ENSMUSP00000111300	EAA28243
OG0002469	ENSMUSP00000147524, ENSMUSP00000073616, ENSMUSP00000147313, ENSMUSP00000147957, ENSMUSP00000028769, ENSMUSP00000147656	EAA30665
OG0002473	ENSMUSP00000031773, ENSMUSP00000135603, ENSMUSP00000062670	EAA32360
OG0002487	ENSMUSP00000067685	EAA30748, ESA44032
OG0002518	ENSMUSP00000142941	EAA30303
OG0002523	ENSMUSP00000110389, ENSMUSP00000155048, ENSMUSP00000055823	EDO65205
OG0002545	ENSMUSP00000148335, ENSMUSP00000148475, ENSMUSP00000034463	ESA42857
OG0002546	ENSMUSP00000129695, ENSMUSP00000155824, ENSMUSP00000155006, ENSMUSP00000008036	EAA31448
OG0002550	ENSMUSP00000017548, ENSMUSP00000103181	EAA30828
OG0002553	ENSMUSP00000142642, ENSMUSP00000143259, ENSMUSP00000143484, ENSMUSP00000143376, ENSMUSP00000143306, ENSMUSP00000096136	EAA27064
OG0002554	ENSMUSP00000052912	EAA32279
OG0002555	ENSMUSP00000022169	ESA44113
OG0002556	ENSMUSP00000047413	EAA31463
OG0002562	ENSMUSP00000123410	EAA31959
OG0002563	ENSMUSP00000021243, ENSMUSP00000125597	EDO65118
OG0002565	ENSMUSP00000121327, ENSMUSP00000090926, ENSMUSP00000020749, ENSMUSP00000114299, ENSMUSP00000122801, ENSMUSP00000122233	EAA30729
OG0002573	ENSMUSP00000028430, ENSMUSP00000072829, ENSMUSP00000124523	EAA27250
OG0002574	ENSMUSP00000044815, ENSMUSP00000141627, ENSMUSP00000141896	EAA28007
OG0002575	ENSMUSP00000123308, ENSMUSP00000048001	EAA30943
OG0002577	ENSMUSP00000000304, ENSMUSP00000124106	EAA27803
OG0002578	ENSMUSP00000031103	ESA42780, EAA30082
OG0002579	ENSMUSP00000144901, ENSMUSP00000086565	EAA34492
OG0002583	ENSMUSP00000119468, ENSMUSP00000029777, ENSMUSP00000120821, ENSMUSP00000122001, ENSMUSP00000114755	EAA36128
OG0002586	ENSMUSP00000127741, ENSMUSP00000000776, ENSMUSP00000131051, ENSMUSP00000130106	EAA31729
OG0002588	ENSMUSP00000106481	EAA30299
OG0002589	ENSMUSP00000141305	EAA35285
OG0002592	ENSMUSP00000155920, ENSMUSP00000155967, ENSMUSP00000021405, ENSMUSP00000155895	EAA33464
OG0002594	ENSMUSP00000031421, ENSMUSP00000143210, ENSMUSP00000107345, ENSMUSP00000107342, ENSMUSP00000099584	EAA30447
OG0002595	ENSMUSP00000135084, ENSMUSP00000134521, ENSMUSP00000025904	EAA29991
OG0002597	ENSMUSP00000029968, ENSMUSP00000116173	EAA30049
OG0002600	ENSMUSP00000093831, ENSMUSP00000108912, ENSMUSP00000033609, ENSMUSP00000108911, ENSMUSP00000117592, ENSMUSP00000117806, ENSMUSP00000114837	EAA35252
OG0002601	ENSMUSP00000034832	EAA34119
OG0002602	ENSMUSP00000120901, ENSMUSP00000029387	EAA30725
OG0002605	ENSMUSP00000139956, ENSMUSP00000064839, ENSMUSP00000139900	EAA35935
OG0002606	ENSMUSP00000115086, ENSMUSP00000120850, ENSMUSP00000117922, ENSMUSP00000122867, ENSMUSP00000047570	EAA29184
OG0002607	ENSMUSP00000141965, ENSMUSP00000022597, ENSMUSP00000131268, ENSMUSP00000141886, ENSMUSP00000141433, ENSMUSP00000029303	EAA33216
OG0002608	ENSMUSP00000104726, ENSMUSP00000007921, ENSMUSP00000112195, ENSMUSP00000107813, ENSMUSP00000107811	EDO65406
OG0002609	ENSMUSP00000118695, ENSMUSP00000071616	EAA33714
OG0002610	ENSMUSP00000116944, ENSMUSP00000120160, ENSMUSP00000135687, ENSMUSP00000028137	EAA35280
OG0002611	ENSMUSP00000114883, ENSMUSP00000091608	ESA42324
OG0002613	ENSMUSP00000103940	EAA35592
OG0002614	ENSMUSP00000025278	EAA31755
OG0002615	ENSMUSP00000033683, ENSMUSP00000138884	EAA35015
OG0002616	ENSMUSP00000122021, ENSMUSP00000098035, ENSMUSP00000091668, ENSMUSP00000148419, ENSMUSP00000042544	EAA31700
OG0002617	ENSMUSP00000001806, ENSMUSP00000102929	EAA30383
OG0002619	ENSMUSP00000031189, ENSMUSP00000112984, ENSMUSP00000113818	EAA33695
OG0002620	ENSMUSP00000014389	EAA29269
OG0002622	ENSMUSP00000137605, ENSMUSP00000045089, ENSMUSP00000141516, ENSMUSP00000035202	EAA29928
OG0002624	ENSMUSP00000144444, ENSMUSP00000031045, ENSMUSP00000025364	EAA31240
OG0002625	ENSMUSP00000044616, ENSMUSP00000099193	ESA43121
OG0002626	ENSMUSP00000147748, ENSMUSP00000014546, ENSMUSP00000121314, ENSMUSP00000147701, ENSMUSP00000147749, ENSMUSP00000120856	EAA30492
OG0002627	ENSMUSP00000022573.10, ENSMUSP00000135244, ENSMUSP00000135394, ENSMUSP00000135063, ENSMUSP00000135035, ENSMUSP00000135818	EAA27160
OG0002628	ENSMUSP00000102213, ENSMUSP00000102211, ENSMUSP00000102209, ENSMUSP00000080741	EAA32126
OG0002631	ENSMUSP00000137994, ENSMUSP00000110128, ENSMUSP00000027265, ENSMUSP00000137772	EAA34714
OG0002632	ENSMUSP00000146965, ENSMUSP00000037039, ENSMUSP00000155566, ENSMUSP00000124843, ENSMUSP00000024794, ENSMUSP00000154948	EAA35221
OG0002633	ENSMUSP00000099306, ENSMUSP00000035851	ESA43954
OG0002634	ENSMUSP00000105769, ENSMUSP00000062221, ENSMUSP00000028822, ENSMUSP00000105763	EAA27934
OG0002635	ENSMUSP00000028592, ENSMUSP00000106739, ENSMUSP00000122339	EAA35233
OG0002636	ENSMUSP00000151015, ENSMUSP00000097528, ENSMUSP00000079703	EAA32459
OG0002637	ENSMUSP00000124416, ENSMUSP00000137935, ENSMUSP00000124026, ENSMUSP00000124997, ENSMUSP00000001900, ENSMUSP00000124813, ENSMUSP00000125130	EAA26840
OG0002638	ENSMUSP00000149478, ENSMUSP00000150321, ENSMUSP00000149793, ENSMUSP00000042509	EAA26970
OG0002639	ENSMUSP00000104725, ENSMUSP00000044370, ENSMUSP00000126923, ENSMUSP00000001079, ENSMUSP00000132861	EAA30475
OG0002640	ENSMUSP00000104330, ENSMUSP00000090673, ENSMUSP00000131943, ENSMUSP00000155150	EAA35347
OG0002641	ENSMUSP00000134240, ENSMUSP00000133357, ENSMUSP00000110013, ENSMUSP00000133642, ENSMUSP00000134615	EAA31325
OG0002642	ENSMUSP00000025170, ENSMUSP00000157147	EAA27715
OG0002643	ENSMUSP00000121599, ENSMUSP00000070815, ENSMUSP00000109653	EAA32980
OG0002644	ENSMUSP00000004786	EAA32840
OG0002645	ENSMUSP00000131270, ENSMUSP00000031345	EAA34290
OG0002646	ENSMUSP00000144956, ENSMUSP00000145001, ENSMUSP00000144710, ENSMUSP00000144743, ENSMUSP00000086923	EAA36568
OG0002649	ENSMUSP00000107726, ENSMUSP00000107725, ENSMUSP00000041778, ENSMUSP00000131696	ESA42226
OG0002650	ENSMUSP00000038352	EAA32278
OG0002651	ENSMUSP00000000756	EAA31280
OG0002652	ENSMUSP00000034375	EAA35907
OG0002653	ENSMUSP00000041701	EAA28022
OG0002654	ENSMUSP00000125312, ENSMUSP00000064332	EAA28005
OG0002655	ENSMUSP00000116454, ENSMUSP00000030375, ENSMUSP00000136408, ENSMUSP00000118041	EAA26672
OG0002656	ENSMUSP00000021857, ENSMUSP00000153019, ENSMUSP00000153209, ENSMUSP00000153628, ENSMUSP00000153658, ENSMUSP00000097177	EAA27725
OG0002657	ENSMUSP00000095322	EAA29826
OG0002658	ENSMUSP00000116580, ENSMUSP00000129156, ENSMUSP00000119369	ESA44038
OG0002659	ENSMUSP00000141262, ENSMUSP00000125002, ENSMUSP00000027766, ENSMUSP00000128290, ENSMUSP00000104015, ENSMUSP00000003860	EAA31976
OG0002660	ENSMUSP00000021691, ENSMUSP00000125891, ENSMUSP00000119473, ENSMUSP00000048519, ENSMUSP00000042889	EAA31373
OG0002662	ENSMUSP00000129530, ENSMUSP00000130683, ENSMUSP00000027970, ENSMUSP00000044320, ENSMUSP00000129515, ENSMUSP00000130507, ENSMUSP00000126676	EAA30414
OG0002663	ENSMUSP00000130256, ENSMUSP00000126160, ENSMUSP00000130580, ENSMUSP00000026560	EAA30559
OG0002664	ENSMUSP00000155304, ENSMUSP00000064465, ENSMUSP00000155074, ENSMUSP00000155666, ENSMUSP00000155469	EAA27354
OG0002665	ENSMUSP00000114895, ENSMUSP00000025841, ENSMUSP00000118580	EAA34672
OG0002666	ENSMUSP00000118493, ENSMUSP00000041599, ENSMUSP00000116470, ENSMUSP00000120806, ENSMUSP00000071396, ENSMUSP00000059757	EAA28950
OG0002667	ENSMUSP00000152686, ENSMUSP00000129900, ENSMUSP00000019378, ENSMUSP00000152840	EAA33962
OG0002668	ENSMUSP00000095235, ENSMUSP00000108502	EAA28096
OG0002669	ENSMUSP00000157113	EDO65206
OG0002671	ENSMUSP00000066181, ENSMUSP00000098859, ENSMUSP00000128967, ENSMUSP00000128367, ENSMUSP00000109788, ENSMUSP00000146205	EAA35574
OG0002673	ENSMUSP00000104855, ENSMUSP00000020665, ENSMUSP00000131852, ENSMUSP00000104854, ENSMUSP00000116997, ENSMUSP00000120617, ENSMUSP00000120077, ENSMUSP00000122182	EAA29552
OG0002674	ENSMUSP00000139998, ENSMUSP00000139846, ENSMUSP00000115964, ENSMUSP00000122688, ENSMUSP00000140329, ENSMUSP00000027401	EAA29247
OG0002675	ENSMUSP00000028551	EAA32655
OG0002679	ENSMUSP00000080888, ENSMUSP00000137103, ENSMUSP00000152874, ENSMUSP00000049034	EAA36518
OG0002681	ENSMUSP00000157317, ENSMUSP00000157097, ENSMUSP00000024882, ENSMUSP00000157138, ENSMUSP00000157026, ENSMUSP00000157215	EAA29488
OG0002682	ENSMUSP00000054064, ENSMUSP00000106018	ESA42827
OG0002683	ENSMUSP00000153025, ENSMUSP00000153445, ENSMUSP00000022310, ENSMUSP00000152998	ESA44291
OG0002684	ENSMUSP00000050156, ENSMUSP00000047497	EDO65121
OG0002685	ENSMUSP00000139211, ENSMUSP00000126387, ENSMUSP00000122066, ENSMUSP00000104436	ESA43345
OG0002686	ENSMUSP00000000958, ENSMUSP00000105094	ESA44117
OG0002687	ENSMUSP00000124500, ENSMUSP00000123820, ENSMUSP00000124957, ENSMUSP00000124073, ENSMUSP00000136011, ENSMUSP00000123874, ENSMUSP00000124017	EAA33270
OG0002688	ENSMUSP00000116537, ENSMUSP00000042162	ESA43685
OG0002690	ENSMUSP00000139873, ENSMUSP00000053218, ENSMUSP00000118381, ENSMUSP00000091597, ENSMUSP00000115212, ENSMUSP00000128419, ENSMUSP00000116648	EAA28287
OG0002691	ENSMUSP00000030340, ENSMUSP00000121673	EAA27071
OG0002692	ENSMUSP00000117670, ENSMUSP00000136233, ENSMUSP00000026927	EAA33594, EAA35473
OG0002693	ENSMUSP00000122523, ENSMUSP00000120520, ENSMUSP00000036141	EAA31124, EAA30852
OG0002697	ENSMUSP00000156845, ENSMUSP00000024897, ENSMUSP00000064699	EAA31444
OG0002700	ENSMUSP00000081578, ENSMUSP00000103091, ENSMUSP00000103092, ENSMUSP00000112822, ENSMUSP00000081574	ESA44088
OG0002708	ENSMUSP00000147311, ENSMUSP00000148138, ENSMUSP00000039784	EAA33306
OG0002709	ENSMUSP00000125384, ENSMUSP00000037198, ENSMUSP00000005069	ESA43675
OG0002711	ENSMUSP00000146753, ENSMUSP00000146369, ENSMUSP00000147133, ENSMUSP00000045437, ENSMUSP00000146604	ESA42747, EAA32510
OG0002712	ENSMUSP00000035366, ENSMUSP00000148681, ENSMUSP00000148716, ENSMUSP00000045480	EAA28729
OG0002716	ENSMUSP00000123418, ENSMUSP00000119033, ENSMUSP00000114344, ENSMUSP00000119195, ENSMUSP00000043355	EAA30679
OG0002725	ENSMUSP00000032566, ENSMUSP00000156493, ENSMUSP00000038732	EAA28916, EDO65282
OG0002726	ENSMUSP00000145585, ENSMUSP00000052872	EAA36364, EAA28933, ESA41864, EAA29886, EAA28899, EAA26702, EAA31350
OG0002738	ENSMUSP00000153157, ENSMUSP00000089394, ENSMUSP00000104806, ENSMUSP00000104804, ENSMUSP00000104805, ENSMUSP00000136793, ENSMUSP00000029060	EAA31971
OG0002740	ENSMUSP00000084799, ENSMUSP00000127501, ENSMUSP00000109976, ENSMUSP00000124713, ENSMUSP00000123553	EAA30734
OG0002741	ENSMUSP00000107348, ENSMUSP00000039433, ENSMUSP00000107353, ENSMUSP00000107352, ENSMUSP00000107350, ENSMUSP00000107354, ENSMUSP00000107355	EAA29468
OG0002743	ENSMUSP00000004943, ENSMUSP00000121643, ENSMUSP00000004508, ENSMUSP00000153554, ENSMUSP00000105531	EAA28382
OG0002744	ENSMUSP00000122062, ENSMUSP00000080273, ENSMUSP00000106968	EAA29313
OG0002751	ENSMUSP00000015256, ENSMUSP00000139571, ENSMUSP00000122103	EAA32371, EAA28699, ESA42367
OG0002752	ENSMUSP00000124790, ENSMUSP00000124151, ENSMUSP00000027122, ENSMUSP00000125415, ENSMUSP00000124981	EAA33080
OG0002754	ENSMUSP00000146000, ENSMUSP00000100811, ENSMUSP00000145669, ENSMUSP00000123485, ENSMUSP00000003207, ENSMUSP00000145665, ENSMUSP00000050935	EAA34414
OG0002760	ENSMUSP00000082777, ENSMUSP00000141578, ENSMUSP00000141985, ENSMUSP00000035569	ESA42281
OG0002762	ENSMUSP00000089917, ENSMUSP00000135009, ENSMUSP00000121000, ENSMUSP00000135621, ENSMUSP00000116707, ENSMUSP00000135883	EAA34754
OG0002763	ENSMUSP00000151396, ENSMUSP00000151451, ENSMUSP00000082343, ENSMUSP00000151869	EAA28128
OG0002774	ENSMUSP00000156018, ENSMUSP00000156071, ENSMUSP00000023444, ENSMUSP00000156102, ENSMUSP00000155880, ENSMUSP00000155869	EAA35787
OG0002801	ENSMUSP00000154901, ENSMUSP00000097767, ENSMUSP00000101956, ENSMUSP00000112124, ENSMUSP00000023095, ENSMUSP00000155480	EAA26635
OG0002809	ENSMUSP00000123678, ENSMUSP00000118317, ENSMUSP00000101034, ENSMUSP00000115162, ENSMUSP00000121477, ENSMUSP00000114904, ENSMUSP00000120150, ENSMUSP00000122659, ENSMUSP00000019257, ENSMUSP00000117094, ENSMUSP00000101035, ENSMUSP00000122190, ENSMUSP00000114808	EAA27451
OG0002842	ENSMUSP00000133613	EAA32482, EAA32442
OG0002847	ENSMUSP00000032269, ENSMUSP00000125502, ENSMUSP00000125559	EAA31829
OG0002887	ENSMUSP00000147483, ENSMUSP00000065337	EAA31661
OG0002889	ENSMUSP00000148233, ENSMUSP00000147393, ENSMUSP00000148218, ENSMUSP00000005711	EAA27463
OG0002890	ENSMUSP00000088736, ENSMUSP00000059395, ENSMUSP00000109555	EAA35230
OG0002891	ENSMUSP00000131768, ENSMUSP00000131366, ENSMUSP00000129694, ENSMUSP00000043896, ENSMUSP00000131349	EAA33235
OG0002898	ENSMUSP00000151669, ENSMUSP00000151963, ENSMUSP00000151826, ENSMUSP00000151392, ENSMUSP00000151369, ENSMUSP00000151606, ENSMUSP00000151607, ENSMUSP00000151792, ENSMUSP00000024727	EAA33398
OG0002899	ENSMUSP00000153175, ENSMUSP00000054858, ENSMUSP00000100547	EAA34332
OG0002908	ENSMUSP00000121815, ENSMUSP00000029013	EAA31842
OG0002909	ENSMUSP00000119668, ENSMUSP00000088337	EAA35581
OG0002910	ENSMUSP00000081146, ENSMUSP00000030860, ENSMUSP00000122774, ENSMUSP00000101332, ENSMUSP00000120481	EAA32701
OG0002911	ENSMUSP00000116206, ENSMUSP00000116089, ENSMUSP00000055689, ENSMUSP00000121873	EAA30713
OG0002912	ENSMUSP00000018568	EAA32313
OG0002912	ENSMUSP00000020741	EAA28039
OG0002913	ENSMUSP00000031333	EAA26981
OG0002914	ENSMUSP00000068850	EAA32446
OG0002917	ENSMUSP00000028610	EAA32637
OG0002919	ENSMUSP00000036726	EAA32659
OG0002919	ENSMUSP00000099509	EAA36222
OG0002920	ENSMUSP00000027252	EAA32491
OG0002921	ENSMUSP00000089874, ENSMUSP00000133992, ENSMUSP00000134366	EAA31052
OG0002924	ENSMUSP00000069965, ENSMUSP00000145909	EAA35456
OG0002925	ENSMUSP00000114598, ENSMUSP00000073213, ENSMUSP00000104737, ENSMUSP00000065791, ENSMUSP00000116868	EAA34970
OG0002927	ENSMUSP00000133451, ENSMUSP00000097819, ENSMUSP00000102228, ENSMUSP00000018871, ENSMUSP00000124899	EAA36020
OG0002928	ENSMUSP00000155957, ENSMUSP00000156130	EAA34727
OG0002931	ENSMUSP00000112826, ENSMUSP00000072386, ENSMUSP00000116373	EAA26541
OG0002934	ENSMUSP00000024733, ENSMUSP00000034441	EAA36461
OG0002936	ENSMUSP00000136642, ENSMUSP00000041538, ENSMUSP00000149825, ENSMUSP00000007139	EAA35109
OG0002939	ENSMUSP00000147013, ENSMUSP00000005041, ENSMUSP00000131458	EAA34808
OG0002940	ENSMUSP00000027157, ENSMUSP00000109628	EAA34485
OG0002941	ENSMUSP00000059056, ENSMUSP00000104753, ENSMUSP00000104754	EAA31791
OG0002943	ENSMUSP00000046856	EAA31790
OG0002945	ENSMUSP00000133926, ENSMUSP00000025178	EAA32674
OG0002946	ENSMUSP00000030905, ENSMUSP00000101220	EAA35737
OG0002948	ENSMUSP00000153556, ENSMUSP00000153156, ENSMUSP00000089045, ENSMUSP00000153521, ENSMUSP00000153309	EAA29354
OG0002949	ENSMUSP00000146431	EAA33432
OG0002951	ENSMUSP00000115666, ENSMUSP00000088365, ENSMUSP00000130313, ENSMUSP00000107879, ENSMUSP00000119773	EAA33272
OG0002953	ENSMUSP00000000767, ENSMUSP00000090585	EAA32097
OG0002958	ENSMUSP00000023214	ESA43238, EAA27340, EAA32064
OG0002959	ENSMUSP00000128207	ESA42830
OG0002959	ENSMUSP00000127622	ESA44132
OG0002960	ENSMUSP00000001720, ENSMUSP00000119061	EAA36438
OG0002961	ENSMUSP00000125292, ENSMUSP00000130858	EAA29827
OG0002962	ENSMUSP00000114060, ENSMUSP00000070554, ENSMUSP00000114395, ENSMUSP00000082754	ESA44137
OG0002964	ENSMUSP00000105360, ENSMUSP00000105358, ENSMUSP00000120374, ENSMUSP00000121864, ENSMUSP00000066769	EAA34136
OG0002965	ENSMUSP00000077138, ENSMUSP00000154679, ENSMUSP00000154767, ENSMUSP00000154487, ENSMUSP00000153931, ENSMUSP00000154580	EAA29954
OG0002967	ENSMUSP00000149774, ENSMUSP00000149784, ENSMUSP00000149074, ENSMUSP00000034524	ESA43994
OG0002968	ENSMUSP00000101625, ENSMUSP00000101626, ENSMUSP00000081474	EAA35936
OG0002969	ENSMUSP00000078490, ENSMUSP00000128357, ENSMUSP00000152105	EAA32757
OG0002971	ENSMUSP00000124450, ENSMUSP00000081906, ENSMUSP00000101487, ENSMUSP00000030613, ENSMUSP00000122754, ENSMUSP00000125003	ESA44091
OG0002973	ENSMUSP00000147164, ENSMUSP00000003527, ENSMUSP00000147059	EAA30040
OG0002974	ENSMUSP00000157050, ENSMUSP00000111475, ENSMUSP00000156982, ENSMUSP00000036085	EAA30739
OG0002975	ENSMUSP00000138558, ENSMUSP00000108807, ENSMUSP00000117582, ENSMUSP00000070619, ENSMUSP00000076341, ENSMUSP00000108805	EAA32973
OG0002976	ENSMUSP00000036299	EAA33846
OG0002977	ENSMUSP00000099541, ENSMUSP00000100805	EAA33841
OG0002979	ENSMUSP00000026420	EAA26707
OG0002980	ENSMUSP00000025890	EAA31833
OG0002981	ENSMUSP00000025759	EAA33024
OG0002982	ENSMUSP00000147668, ENSMUSP00000036491	EAA35045
OG0002983	ENSMUSP00000015236	EAA31454
OG0002984	ENSMUSP00000099595, ENSMUSP00000121108	EAA36404
OG0002985	ENSMUSP00000002844, ENSMUSP00000109057, ENSMUSP00000109056	EAA34614
OG0002986	ENSMUSP00000152075, ENSMUSP00000152454, ENSMUSP00000062996, ENSMUSP00000015435	EAA32823
OG0002987	ENSMUSP00000085555	ESA43214
OG0002988	ENSMUSP00000027810	EAA30218
OG0002989	ENSMUSP00000030243, ENSMUSP00000154562, ENSMUSP00000063166	EAA29429
OG0002990	ENSMUSP00000150909, ENSMUSP00000150350, ENSMUSP00000150808, ENSMUSP00000149833, ENSMUSP00000034964	EAA36253
OG0002991	ENSMUSP00000099939, ENSMUSP00000056324	EAA35217
OG0002992	ENSMUSP00000007131, ENSMUSP00000127632, ENSMUSP00000103012	EAA34390
OG0002993	ENSMUSP00000153265	EAA28064
OG0002994	ENSMUSP00000058919	EAA29371
OG0002995	ENSMUSP00000051709	EAA30932
OG0002996	ENSMUSP00000144551, ENSMUSP00000046412, ENSMUSP00000114998, ENSMUSP00000144525, ENSMUSP00000152527, ENSMUSP00000037441	EAA31372
OG0003001	ENSMUSP00000141797, ENSMUSP00000040756, ENSMUSP00000141636	EAA35895
OG0003002	ENSMUSP00000145431	EAA31786
OG0003004	ENSMUSP00000147630, ENSMUSP00000003521, ENSMUSP00000147907	EAA35725
OG0003005	ENSMUSP00000109521, ENSMUSP00000028157, ENSMUSP00000135165	ESA42470
OG0003007	ENSMUSP00000058432	ESA44410
OG0003009	ENSMUSP00000124727, ENSMUSP00000043437, ENSMUSP00000125709	EDO65316
OG0003010	ENSMUSP00000079059, ENSMUSP00000109163, ENSMUSP00000109164, ENSMUSP00000109162, ENSMUSP00000113995	EAA33545
OG0003011	ENSMUSP00000088516	EAA27488
OG0003012	ENSMUSP00000106293, ENSMUSP00000106290, ENSMUSP00000028702, ENSMUSP00000113052, ENSMUSP00000067133	EAA27466
OG0003013	ENSMUSP00000099364	EAA27598
OG0003015	ENSMUSP00000156380, ENSMUSP00000023677, ENSMUSP00000125172, ENSMUSP00000156308, ENSMUSP00000118216	EAA27281
OG0003017	ENSMUSP00000130058, ENSMUSP00000126806, ENSMUSP00000132082, ENSMUSP00000048096	EAA26778
OG0003018	ENSMUSP00000106130, ENSMUSP00000022816	EAA29049
OG0003019	ENSMUSP00000113385, ENSMUSP00000112392, ENSMUSP00000075792, ENSMUSP00000031221, ENSMUSP00000119612	EDO65431
OG0003021	ENSMUSP00000101087, ENSMUSP00000090130, ENSMUSP00000151888, ENSMUSP00000034470	EAA35892
OG0003022	ENSMUSP00000023873	ESA43657
OG0003024	ENSMUSP00000119309, ENSMUSP00000115797, ENSMUSP00000117717, ENSMUSP00000119565, ENSMUSP00000113866, ENSMUSP00000102338, ENSMUSP00000113991, ENSMUSP00000114234, ENSMUSP00000102337	EAA34198
OG0003026	ENSMUSP00000109382, ENSMUSP00000109381, ENSMUSP00000063927, ENSMUSP00000144160, ENSMUSP00000086998, ENSMUSP00000144660, ENSMUSP00000109380, ENSMUSP00000144588, ENSMUSP00000117259	EAA36381
OG0003027	ENSMUSP00000072018, ENSMUSP00000151930	EAA27970
OG0003030	ENSMUSP00000138619	EAA28789
OG0003033	ENSMUSP00000029149, ENSMUSP00000119298, ENSMUSP00000105216, ENSMUSP00000117462, ENSMUSP00000116820	EAA26642
OG0003034	ENSMUSP00000110401, ENSMUSP00000088998, ENSMUSP00000141406, ENSMUSP00000074397, ENSMUSP00000060462	EAA29777
OG0003035	ENSMUSP00000022614	EAA34286
OG0003036	ENSMUSP00000137677	EAA36125
OG0003037	ENSMUSP00000103673, ENSMUSP00000081745	EAA27793
OG0003039	ENSMUSP00000073462, ENSMUSP00000037568, ENSMUSP00000131052, ENSMUSP00000151951	EAA30877
OG0003041	ENSMUSP00000086796, ENSMUSP00000052866	EAA27976
OG0003042	ENSMUSP00000155066, ENSMUSP00000095574	EAA35258
OG0003043	ENSMUSP00000102312, ENSMUSP00000028918	EAA31640
OG0003044	ENSMUSP00000145650, ENSMUSP00000145493, ENSMUSP00000145672, ENSMUSP00000145061, ENSMUSP00000145608, ENSMUSP00000004729	EAA32747
OG0003045	ENSMUSP00000023460, ENSMUSP00000156386	EAA27359
OG0003047	ENSMUSP00000144580, ENSMUSP00000144308, ENSMUSP00000144366, ENSMUSP00000144428, ENSMUSP00000144060, ENSMUSP00000143941, ENSMUSP00000122471	EAA32355
OG0003048	ENSMUSP00000030815, ENSMUSP00000135536, ENSMUSP00000030813, ENSMUSP00000134756, ENSMUSP00000121878, ENSMUSP00000101320, ENSMUSP00000101321	EAA32120
OG0003049	ENSMUSP00000106180	EAA32925, EAA36300, EAA36547, EAA35571
OG0003051	ENSMUSP00000001479	EAA35640
OG0003052	ENSMUSP00000151285, ENSMUSP00000093432, ENSMUSP00000030660	ESA42059
OG0003054	ENSMUSP00000098295, ENSMUSP00000143635	EDO64929
OG0003057	ENSMUSP00000150601, ENSMUSP00000129441, ENSMUSP00000054509, ENSMUSP00000137228, ENSMUSP00000149463, ENSMUSP00000150192	EAA35151
OG0003058	ENSMUSP00000149658, ENSMUSP00000004203	EAA27678
OG0003059	ENSMUSP00000116975, ENSMUSP00000117473, ENSMUSP00000106502, ENSMUSP00000026976	EAA32320
OG0003061	ENSMUSP00000028223, ENSMUSP00000108445	EAA27546, EAA29857
OG0003062	ENSMUSP00000084882, ENSMUSP00000112758	EAA34149, EAA33231
OG0003063	ENSMUSP00000128517, ENSMUSP00000024748, ENSMUSP00000043575	EAA29272
OG0003064	ENSMUSP00000099700, ENSMUSP00000099708	EAA29992, EAA30320
OG0003076	ENSMUSP00000066492, ENSMUSP00000115665, ENSMUSP00000141436	EAA34800
OG0003084	ENSMUSP00000023832	ESA43342
OG0003087	ENSMUSP00000140004, ENSMUSP00000140278, ENSMUSP00000034981, ENSMUSP00000139510	EAA31689
OG0003088	ENSMUSP00000022212, ENSMUSP00000076130, ENSMUSP00000120476, ENSMUSP00000146253, ENSMUSP00000145631, ENSMUSP00000033154	EAA35457
OG0003090	ENSMUSP00000065679, ENSMUSP00000147736, ENSMUSP00000147633, ENSMUSP00000084578	ESA43466
OG0003091	ENSMUSP00000123219, ENSMUSP00000105016, ENSMUSP00000020530	EAA35874
OG0003095	ENSMUSP00000024701	EAA31736
OG0003098	ENSMUSP00000155149, ENSMUSP00000155010, ENSMUSP00000155126, ENSMUSP00000024518, ENSMUSP00000155216, ENSMUSP00000030787	EAA26730
OG0003100	ENSMUSP00000116181, ENSMUSP00000025488	ESA44024
OG0003106	ENSMUSP00000043671, ENSMUSP00000034437, ENSMUSP00000148397	EAA34870
OG0003108	ENSMUSP00000138793, ENSMUSP00000044866, ENSMUSP00000138589, ENSMUSP00000067786	EAA27969, EAA27904, ESA43733
OG0003109	ENSMUSP00000035444, ENSMUSP00000122334, ENSMUSP00000133860, ENSMUSP00000020350, ENSMUSP00000133707	ESA43482
OG0003113	ENSMUSP00000026899	EAA27727
