Orthogroup	human	mouse
OG0004378	ENSP00000425225, ENSP00000404938, ENSP00000282185	ENSMUSP00000022119
OG0004378	ENSP00000424236	ENSMUSP00000153331
OG0004379	ENSP00000430067, ENSP00000427789, ENSP00000429188, ENSP00000428135, ENSP00000429539, ENSP00000427952, ENSP00000429065, ENSP00000430943, ENSP00000398208	ENSMUSP00000045552
OG0004380	ENSP00000457442, ENSP00000457268, ENSP00000311430, ENSP00000454281	ENSMUSP00000034966
OG0004381	ENSP00000427043, ENSP00000425865, ENSP00000296674	ENSMUSP00000054490
OG0004382	ENSP00000454999, ENSP00000457244, ENSP00000455953, ENSP00000219313	ENSMUSP00000041968
OG0004383	ENSP00000464875	ENSMUSP00000157072
OG0004383	ENSP00000269221, ENSP00000482573, ENSP00000467007	ENSMUSP00000025276
OG0004384	ENSP00000463951, ENSP00000462588	ENSMUSP00000141241
OG0004384	ENSP00000375975	ENSMUSP00000095081
OG0004384	ENSP00000356856, ENSP00000480514	ENSMUSP00000142042
OG0004385	ENSP00000363856, ENSP00000363855, ENSP00000433072, ENSP00000363852	ENSMUSP00000103272, ENSMUSP00000099975, ENSMUSP00000103274, ENSMUSP00000103273, ENSMUSP00000103278
OG0004386	ENSP00000387305, ENSP00000295119	ENSMUSP00000107385, ENSMUSP00000028382
OG0004386	ENSP00000412554, ENSP00000364066	ENSMUSP00000122132
OG0004387	ENSP00000424417, ENSP00000423454, ENSP00000424616	ENSMUSP00000029628
OG0004387	ENSP00000303191	ENSMUSP00000114968
OG0004388	ENSP00000465755	ENSMUSP00000019882
OG0004388	ENSP00000221859	ENSMUSP00000103827, ENSMUSP00000116741
OG0004389	ENSP00000498012, ENSP00000497559, ENSP00000497084, ENSP00000498045, ENSP00000497612, ENSP00000416585, ENSP00000497151, ENSP00000360316, ENSP00000440191	ENSMUSP00000038063
OG0004390	ENSP00000295701, ENSP00000273064, ENSP00000486540, ENSP00000443687	ENSMUSP00000084466
OG0004391	ENSP00000419319, ENSP00000418342, ENSP00000337688, ENSP00000420331	ENSMUSP00000029256
OG0004392	ENSP00000264515	ENSMUSP00000141003, ENSMUSP00000139519, ENSMUSP00000027700, ENSMUSP00000141176
OG0004392	ENSP00000356132	ENSMUSP00000140790, ENSMUSP00000140344
OG0004393	ENSP00000496820, ENSP00000467035, ENSP00000415724, ENSP00000406230, ENSP00000433724, ENSP00000333934, ENSP00000357316	ENSMUSP00000019927
OG0004394	ENSP00000442117, ENSP00000492684, ENSP00000491742, ENSP00000473384, ENSP00000365121, ENSP00000347978	ENSMUSP00000027214
OG0004395	ENSP00000478931, ENSP00000362345, ENSP00000312370	ENSMUSP00000101095, ENSMUSP00000078998, ENSMUSP00000097297, ENSMUSP00000070054
OG0004396	ENSP00000440340, ENSP00000443845, ENSP00000480681, ENSP00000483181, ENSP00000377401	ENSMUSP00000037834, ENSMUSP00000153631, ENSMUSP00000153367
OG0004397	ENSP00000417703, ENSP00000417762, ENSP00000420390, ENSP00000417932, ENSP00000479292, ENSP00000418910	ENSMUSP00000103557
OG0004398	ENSP00000388058, ENSP00000278616, ENSP00000435747	ENSMUSP00000156344
OG0004398	ENSP00000434327	ENSMUSP00000113388
OG0004399	ENSP00000216484	ENSMUSP00000021424
OG0004399	ENSP00000381968	ENSMUSP00000048313, ENSMUSP00000105710
OG0004400	ENSP00000011700, ENSP00000494348	ENSMUSP00000138946
OG0004400	ENSP00000478104, ENSP00000482233	ENSMUSP00000043240
OG0004400	ENSP00000496547	ENSMUSP00000118699
OG0004401	ENSP00000412883, ENSP00000389975, ENSP00000411966, ENSP00000396387, ENSP00000373713	ENSMUSP00000026270
OG0004402	ENSP00000479173	ENSMUSP00000140063
OG0004402	ENSP00000359692, ENSP00000431246, ENSP00000359691	ENSMUSP00000059871
OG0004403	ENSP00000435294, ENSP00000288937	ENSMUSP00000148082, ENSMUSP00000117971
OG0004404	ENSP00000476416, ENSP00000364489, ENSP00000323421	ENSMUSP00000044645
OG0004404	ENSP00000350036, ENSP00000385902	ENSMUSP00000023068
OG0004405	ENSP00000396437, ENSP00000310082, ENSP00000377809, ENSP00000219315, ENSP00000398033, ENSP00000412858	ENSMUSP00000148466, ENSMUSP00000148785, ENSMUSP00000034096
OG0004406	ENSP00000261249	ENSMUSP00000152619, ENSMUSP00000112121
OG0004407	ENSP00000355493	ENSMUSP00000016105
OG0004407	ENSP00000333019, ENSP00000331260	ENSMUSP00000136572, ENSMUSP00000021726
OG0004408	ENSP00000384113, ENSP00000216085, ENSP00000413128	ENSMUSP00000105504, ENSMUSP00000099131, ENSMUSP00000044703, ENSMUSP00000120264
OG0004408	ENSP00000399550	ENSMUSP00000118085
OG0004409	ENSP00000228140	ENSMUSP00000146136
OG0004409	ENSP00000435777	ENSMUSP00000126294
OG0004410	ENSP00000251413	ENSMUSP00000048036
OG0004410	ENSP00000251412	ENSMUSP00000045901
OG0004411	ENSP00000265849, ENSP00000493814, ENSP00000495524, ENSP00000496392, ENSP00000392843	ENSMUSP00000119875, ENSMUSP00000133062
OG0004412	ENSP00000417378	ENSMUSP00000116986, ENSMUSP00000145062
OG0004412	ENSP00000249289	ENSMUSP00000004396
OG0004413	ENSP00000322439, ENSP00000455007	ENSMUSP00000095656, ENSMUSP00000102000
OG0004414	ENSP00000489476, ENSP00000424538, ENSP00000425271, ENSP00000483295, ENSP00000348878, ENSP00000489591, ENSP00000006658	ENSMUSP00000042572
OG0004415	ENSP00000265537, ENSP00000412893, ENSP00000495093, ENSP00000495707, ENSP00000408576	ENSMUSP00000036710
OG0004416	ENSP00000377311, ENSP00000408510	ENSMUSP00000010348
OG0004416	ENSP00000488228, ENSP00000467188	ENSMUSP00000150978
OG0004417	ENSP00000296214	ENSMUSP00000122288
OG0004417	ENSP00000362165	ENSMUSP00000101777, ENSMUSP00000139156
OG0004417	ENSP00000362164	ENSMUSP00000053543
OG0004418	ENSP00000449604, ENSP00000376344, ENSP00000261741, ENSP00000442053	ENSMUSP00000144339, ENSMUSP00000031590
OG0004419	ENSP00000403953, ENSP00000359049, ENSP00000359048, ENSP00000385655	ENSMUSP00000143561, ENSMUSP00000096277, ENSMUSP00000102196, ENSMUSP00000143574, ENSMUSP00000054829
OG0004420	ENSP00000495761, ENSP00000310873, ENSP00000426242, ENSP00000311835	ENSMUSP00000031262
OG0004420	ENSP00000427146	ENSMUSP00000119410
OG0004421	ENSP00000449386, ENSP00000447875, ENSP00000414453, ENSP00000228284	ENSMUSP00000019118
OG0004421	ENSP00000449602, ENSP00000447324, ENSP00000449743, ENSP00000446577	ENSMUSP00000143778
OG0004422	ENSP00000295901, ENSP00000418695, ENSP00000418887, ENSP00000418303	ENSMUSP00000022256
OG0004422	ENSP00000419227, ENSP00000377952	ENSMUSP00000153591
OG0004423	ENSP00000457093, ENSP00000456742, ENSP00000456260, ENSP00000457562, ENSP00000454852, ENSP00000458053, ENSP00000456224, ENSP00000309831, ENSP00000455894	ENSMUSP00000067200
OG0004424	ENSP00000397302, ENSP00000426331, ENSP00000329558	ENSMUSP00000053440
OG0004424	ENSP00000264954	ENSMUSP00000031099
OG0004425	ENSP00000387508, ENSP00000264161	ENSMUSP00000027602
OG0004426	ENSP00000395743, ENSP00000348886	ENSMUSP00000030169
OG0004426	ENSP00000481672	ENSMUSP00000123478, ENSMUSP00000117586
OG0004427	ENSP00000481232	ENSMUSP00000112971
OG0004427	ENSP00000484180, ENSP00000417142, ENSP00000368072, ENSP00000347988, ENSP00000417331, ENSP00000418633	ENSMUSP00000023851
OG0004428	ENSP00000489446, ENSP00000403425, ENSP00000360262, ENSP00000305922	ENSMUSP00000078216
OG0004429	ENSP00000389400, ENSP00000457859, ENSP00000354580, ENSP00000442243	ENSMUSP00000025743, ENSMUSP00000025745
OG0004430	ENSP00000369745, ENSP00000369743, ENSP00000369757	ENSMUSP00000099878
OG0004431	ENSP00000417262	ENSMUSP00000115074, ENSMUSP00000115978
OG0004431	ENSP00000260803	ENSMUSP00000114670, ENSMUSP00000115203, ENSMUSP00000119924, ENSMUSP00000070991
OG0004432	ENSP00000339630, ENSP00000359127, ENSP00000418282	ENSMUSP00000139249, ENSMUSP00000140958, ENSMUSP00000043730
OG0004433	ENSP00000429787, ENSP00000430560, ENSP00000427862, ENSP00000430494, ENSP00000287022	ENSMUSP00000021993
OG0004434	ENSP00000412389, ENSP00000394209, ENSP00000381364, ENSP00000263119, ENSP00000480560, ENSP00000384694	ENSMUSP00000001712, ENSMUSP00000152043
OG0004434	ENSP00000336991	ENSMUSP00000151879
OG0004435	ENSP00000489735, ENSP00000344401, ENSP00000490468	ENSMUSP00000078361
OG0004435	ENSP00000363314, ENSP00000254231	ENSMUSP00000135254, ENSMUSP00000135608, ENSMUSP00000135736, ENSMUSP00000050488
OG0004436	ENSP00000476857, ENSP00000409474, ENSP00000341840, ENSP00000217372, ENSP00000350558	ENSMUSP00000105353, ENSMUSP00000105352, ENSMUSP00000028990
OG0004437	ENSP00000476353, ENSP00000498188, ENSP00000357325, ENSP00000245564	ENSMUSP00000115645, ENSMUSP00000103118
OG0004438	ENSP00000468384, ENSP00000467384, ENSP00000468051, ENSP00000320309, ENSP00000396548	ENSMUSP00000003906, ENSMUSP00000105376
OG0004439	ENSP00000333294, ENSP00000403278	ENSMUSP00000116276, ENSMUSP00000115602
OG0004439	ENSP00000384043	ENSMUSP00000109242
OG0004439	ENSP00000361625	ENSMUSP00000119478, ENSMUSP00000028209
OG0004440	ENSP00000298818, ENSP00000450523, ENSP00000452007	ENSMUSP00000152379, ENSMUSP00000152880, ENSMUSP00000021667, ENSMUSP00000152679
OG0004441	ENSP00000468493, ENSP00000347678	ENSMUSP00000025464
OG0004441	ENSP00000269601	ENSMUSP00000115320
OG0004442	ENSP00000225504, ENSP00000462100, ENSP00000464618	ENSMUSP00000091487
OG0004442	ENSP00000462670	ENSMUSP00000117762, ENSMUSP00000118619
OG0004443	ENSP00000222266, ENSP00000468411	ENSMUSP00000146469, ENSMUSP00000044682, ENSMUSP00000146499, ENSMUSP00000146675
OG0004443	ENSP00000468389, ENSP00000468593	ENSMUSP00000147160
OG0004444	ENSP00000395051, ENSP00000449958, ENSP00000228740	ENSMUSP00000016033
OG0004445	ENSP00000164227, ENSP00000393731	ENSMUSP00000117754, ENSMUSP00000113851, ENSMUSP00000140848
OG0004446	ENSP00000373715, ENSP00000424982	ENSMUSP00000025350
OG0004446	ENSP00000425770	ENSMUSP00000144010
OG0004447	ENSP00000357542, ENSP00000351929, ENSP00000355251	ENSMUSP00000147401, ENSMUSP00000129154
OG0004447	ENSP00000416126, ENSP00000486265	ENSMUSP00000147966, ENSMUSP00000026540
OG0004448	ENSP00000264254	ENSMUSP00000027247
OG0004448	ENSP00000390585, ENSP00000413936	ENSMUSP00000142151
OG0004448	ENSP00000295645	ENSMUSP00000113699, ENSMUSP00000031145
OG0004449	ENSP00000406266, ENSP00000282516	ENSMUSP00000059385
OG0004450	ENSP00000261574, ENSP00000350219, ENSP00000418393, ENSP00000419764	ENSMUSP00000032898
OG0004450	ENSP00000259569	ENSMUSP00000100503
OG0004451	ENSP00000458248, ENSP00000459723, ENSP00000225728	ENSMUSP00000021157
OG0004452	ENSP00000392215, ENSP00000411435, ENSP00000405961, ENSP00000403646, ENSP00000224862, ENSP00000358972	ENSMUSP00000137489, ENSMUSP00000026256
OG0004453	ENSP00000486492, ENSP00000356803	ENSMUSP00000141801, ENSMUSP00000142241
OG0004453	ENSP00000271375	ENSMUSP00000043537
OG0004453	ENSP00000354590	ENSMUSP00000117294, ENSMUSP00000090857
OG0004454	ENSP00000357565	ENSMUSP00000151662, ENSMUSP00000037121, ENSMUSP00000151811
OG0004454	ENSP00000357562	ENSMUSP00000151455, ENSMUSP00000151484
OG0004455	ENSP00000429109	ENSMUSP00000147675
OG0004455	ENSP00000429029, ENSP00000428322	ENSMUSP00000040356
OG0004456	ENSP00000359921	ENSMUSP00000107751
OG0004456	ENSP00000473303, ENSP00000473660, ENSP00000359923, ENSP00000359939	ENSMUSP00000074756
OG0004457	ENSP00000357547, ENSP00000357541, ENSP00000271854	ENSMUSP00000143368, ENSMUSP00000029548
OG0004457	ENSP00000254508	ENSMUSP00000109137, ENSMUSP00000120098, ENSMUSP00000032179
OG0004458	ENSP00000417190, ENSP00000397198	ENSMUSP00000135761, ENSMUSP00000104361
OG0004459	ENSP00000256720, ENSP00000401522, ENSP00000379406, ENSP00000379405, ENSP00000397908, ENSP00000379404	ENSMUSP00000152466, ENSMUSP00000152276, ENSMUSP00000106696, ENSMUSP00000070583, ENSMUSP00000152285
OG0004460	ENSP00000378342, ENSP00000378343, ENSP00000273962, ENSP00000423628, ENSP00000397551	ENSMUSP00000042082, ENSMUSP00000125749, ENSMUSP00000125681
OG0004461	ENSP00000427359, ENSP00000423276, ENSP00000347533, ENSP00000422111, ENSP00000421071, ENSP00000427430, ENSP00000324274	ENSMUSP00000018383
OG0004462	ENSP00000416495, ENSP00000409589, ENSP00000392978, ENSP00000395053, ENSP00000360270, ENSP00000391941, ENSP00000474081	ENSMUSP00000045269
OG0004463	ENSP00000313816, ENSP00000421913, ENSP00000420860, ENSP00000425316	ENSMUSP00000148093, ENSMUSP00000036119, ENSMUSP00000147574, ENSMUSP00000115987, ENSMUSP00000147458
OG0004463	ENSP00000424639	ENSMUSP00000147684
OG0004464	ENSP00000305310, ENSP00000337332, ENSP00000470215, ENSP00000469001, ENSP00000472023, ENSP00000471837	ENSMUSP00000118238, ENSMUSP00000113953, ENSMUSP00000048971
OG0004465	ENSP00000387654	ENSMUSP00000032065, ENSMUSP00000122602, ENSMUSP00000145474
OG0004465	ENSP00000264441, ENSP00000404327, ENSP00000408751, ENSP00000413178	ENSMUSP00000119449
OG0004466	ENSP00000449257, ENSP00000396530	ENSMUSP00000122127
OG0004466	ENSP00000448331, ENSP00000448722, ENSP00000450416	ENSMUSP00000121568
OG0004466	ENSP00000402653	ENSMUSP00000091048
OG0004468	ENSP00000438079, ENSP00000416136, ENSP00000474881, ENSP00000483818, ENSP00000444793, ENSP00000474981, ENSP00000474582, ENSP00000445920	ENSMUSP00000142979, ENSMUSP00000107864, ENSMUSP00000031560
OG0004469	ENSP00000465974	ENSMUSP00000149752
OG0004469	ENSP00000468811, ENSP00000464990, ENSP00000389126, ENSP00000250237	ENSMUSP00000002902
OG0004470	ENSP00000465523, ENSP00000464994, ENSP00000468270, ENSP00000467385, ENSP00000498032, ENSP00000455900, ENSP00000465949, ENSP00000371381, ENSP00000310998	ENSMUSP00000117051, ENSMUSP00000023911
OG0004471	ENSP00000425332, ENSP00000426730, ENSP00000424842, ENSP00000421884, ENSP00000425964, ENSP00000300441, ENSP00000401831	ENSMUSP00000099453
OG0004472	ENSP00000376421	ENSMUSP00000038972, ENSMUSP00000116872
OG0004473	ENSP00000309402	ENSMUSP00000062635
OG0004473	ENSP00000428052, ENSP00000262213	ENSMUSP00000027068
OG0004474	ENSP00000415713, ENSP00000377112, ENSP00000418783	ENSMUSP00000113164, ENSMUSP00000113633, ENSMUSP00000113901, ENSMUSP00000112925, ENSMUSP00000112439, ENSMUSP00000062337
OG0004475	ENSP00000322373, ENSP00000427792	ENSMUSP00000123520, ENSMUSP00000054745
OG0004475	ENSP00000450240, ENSP00000464925, ENSP00000466003, ENSP00000466292, ENSP00000389787	ENSMUSP00000096113
OG0004476	ENSP00000471398, ENSP00000270066	ENSMUSP00000002280, ENSMUSP00000114943
OG0004476	ENSP00000471442	ENSMUSP00000104073
OG0004477	ENSP00000489597	ENSMUSP00000058757
OG0004477	ENSP00000340944	ENSMUSP00000098333
OG0004478	ENSP00000271620, ENSP00000497847, ENSP00000392632, ENSP00000357931, ENSP00000357933, ENSP00000357930, ENSP00000357932, ENSP00000387696	ENSMUSP00000015855
OG0004479	ENSP00000402581, ENSP00000341539	ENSMUSP00000049759
OG0004479	ENSP00000387842, ENSP00000392032, ENSP00000402604, ENSP00000489162	ENSMUSP00000120948
OG0004480	ENSP00000263070, ENSP00000361145	ENSMUSP00000117282
OG0004480	ENSP00000481451, ENSP00000298767	ENSMUSP00000133779, ENSMUSP00000130547, ENSMUSP00000040232, ENSMUSP00000087481
OG0004481	ENSP00000497618, ENSP00000456900	ENSMUSP00000121638
OG0004481	ENSP00000380319	ENSMUSP00000099556, ENSMUSP00000099555, ENSMUSP00000099554, ENSMUSP00000099557
OG0004481	ENSP00000326817	ENSMUSP00000117895
OG0004482	ENSP00000406442, ENSP00000396683, ENSP00000389059, ENSP00000294129	ENSMUSP00000144069, ENSMUSP00000035218
OG0004485	ENSP00000379864, ENSP00000387956, ENSP00000497007, ENSP00000410883, ENSP00000379865, ENSP00000407115, ENSP00000428055	ENSMUSP00000140592, ENSMUSP00000116627
OG0004486	ENSP00000398107, ENSP00000358327, ENSP00000298701, ENSP00000358324, ENSP00000480584, ENSP00000358321, ENSP00000478285, ENSP00000358337, ENSP00000400094, ENSP00000478999	ENSMUSP00000026062
OG0004487	ENSP00000397273, ENSP00000415886, ENSP00000412821, ENSP00000403063, ENSP00000412221, ENSP00000169298, ENSP00000389337	ENSMUSP00000023601, ENSMUSP00000110992, ENSMUSP00000136206
OG0004488	ENSP00000483083, ENSP00000440630, ENSP00000441975, ENSP00000481549, ENSP00000312615, ENSP00000377455, ENSP00000438439	ENSMUSP00000150421, ENSMUSP00000155046
OG0004489	ENSP00000460517	ENSMUSP00000134495
OG0004489	ENSP00000017003	ENSMUSP00000112052
OG0004489	ENSP00000426501, ENSP00000365733	ENSMUSP00000122581
OG0004489	ENSP00000495604, ENSP00000261381	ENSMUSP00000032892
OG0004493	ENSP00000436421, ENSP00000432511, ENSP00000391676	ENSMUSP00000060073, ENSMUSP00000105639, ENSMUSP00000105640
OG0004493	ENSP00000489812, ENSP00000371067	ENSMUSP00000064394, ENSMUSP00000025705
OG0004494	ENSP00000414606	ENSMUSP00000015137, ENSMUSP00000121718
OG0004494	ENSP00000336740	ENSMUSP00000106864
OG0004495	ENSP00000462411, ENSP00000462423, ENSP00000376828, ENSP00000462129, ENSP00000462460, ENSP00000462179, ENSP00000463826, ENSP00000316631, ENSP00000376827, ENSP00000442096	ENSMUSP00000043790
OG0004496	ENSP00000445050, ENSP00000248139, ENSP00000438382, ENSP00000438492	ENSMUSP00000127546, ENSMUSP00000026826, ENSMUSP00000136612
OG0004496	ENSP00000455029	ENSMUSP00000131055
OG0004497	ENSP00000438237, ENSP00000466945	ENSMUSP00000118279, ENSMUSP00000116996
OG0004497	ENSP00000293362	ENSMUSP00000019470
OG0004498	ENSP00000320566, ENSP00000388506	ENSMUSP00000145391, ENSMUSP00000120651, ENSMUSP00000031680, ENSMUSP00000111047
OG0004498	ENSP00000395719, ENSP00000341697, ENSP00000410406	ENSMUSP00000138244
OG0004499	ENSP00000451683, ENSP00000354204	ENSMUSP00000021482
OG0004499	ENSP00000355566	ENSMUSP00000148566, ENSMUSP00000136493
OG0004500	ENSP00000454926, ENSP00000456262, ENSP00000492138, ENSP00000455694, ENSP00000492059	ENSMUSP00000146331
OG0004500	ENSP00000492543	ENSMUSP00000055934
OG0004502	ENSP00000468343	ENSMUSP00000144166
OG0004502	ENSP00000322832, ENSP00000465076, ENSP00000464699, ENSP00000467459, ENSP00000467509	ENSMUSP00000087938, ENSMUSP00000144481, ENSMUSP00000023191.10
OG0004503	ENSP00000380561, ENSP00000338293	ENSMUSP00000105226, ENSMUSP00000105227
OG0004503	ENSP00000363190, ENSP00000363191	ENSMUSP00000113943
OG0004505	ENSP00000400561, ENSP00000356155	ENSMUSP00000076911
OG0004505	ENSP00000265970	ENSMUSP00000145690, ENSMUSP00000146181, ENSMUSP00000126092
OG0004506	ENSP00000454676	ENSMUSP00000113207, ENSMUSP00000113435
OG0004506	ENSP00000456686	ENSMUSP00000092839
OG0004507	ENSP00000435760, ENSP00000393464, ENSP00000377685, ENSP00000348610, ENSP00000443344, ENSP00000463751, ENSP00000377686, ENSP00000377684, ENSP00000440100	ENSMUSP00000098069, ENSMUSP00000017354
OG0004508	ENSP00000349439, ENSP00000283033, ENSP00000458263	ENSMUSP00000113432, ENSMUSP00000041113
OG0004508	ENSP00000458687	ENSMUSP00000116563, ENSMUSP00000112601
OG0004508	ENSP00000460058	ENSMUSP00000114777
OG0004509	ENSP00000403117, ENSP00000376560, ENSP00000484175, ENSP00000420816, ENSP00000419281, ENSP00000417950, ENSP00000419467, ENSP00000264266	ENSMUSP00000029344
OG0004510	ENSP00000333441, ENSP00000359251, ENSP00000359252, ENSP00000359231, ENSP00000334993, ENSP00000377442, ENSP00000345218	ENSMUSP00000050971, ENSMUSP00000107684, ENSMUSP00000033738
OG0004511	ENSP00000368104	ENSMUSP00000028836
OG0004511	ENSP00000245451, ENSP00000453485, ENSP00000394165, ENSP00000454134	ENSMUSP00000073720, ENSMUSP00000098242
OG0004512	ENSP00000270861, ENSP00000423582, ENSP00000427554, ENSP00000423412, ENSP00000421774	ENSMUSP00000154955, ENSMUSP00000126945, ENSMUSP00000026858, ENSMUSP00000155360, ENSMUSP00000155820, ENSMUSP00000145277
OG0004515	ENSP00000378667, ENSP00000427421, ENSP00000353706, ENSP00000426779	ENSMUSP00000070725
OG0004515	ENSP00000475845, ENSP00000445647, ENSP00000349773	ENSMUSP00000120253, ENSMUSP00000052986, ENSMUSP00000102819
OG0004517	ENSP00000396170, ENSP00000447539, ENSP00000449994, ENSP00000447353, ENSP00000354461, ENSP00000447349	ENSMUSP00000143110, ENSMUSP00000062386, ENSMUSP00000143324
OG0004518	ENSP00000422473, ENSP00000427006, ENSP00000441455	ENSMUSP00000042852, ENSMUSP00000124390, ENSMUSP00000124766
OG0004518	ENSP00000422810	ENSMUSP00000124765
OG0004519	ENSP00000401641, ENSP00000394632, ENSP00000362374, ENSP00000362373, ENSP00000485866, ENSP00000388536, ENSP00000317817	ENSMUSP00000073866, ENSMUSP00000108868
OG0004522	ENSP00000387724, ENSP00000414020, ENSP00000427038	ENSMUSP00000120883
OG0004522	ENSP00000422551, ENSP00000253699	ENSMUSP00000014694
OG0004525	ENSP00000447007, ENSP00000462984, ENSP00000379270, ENSP00000396715, ENSP00000447804, ENSP00000449432, ENSP00000450048, ENSP00000381083, ENSP00000447241	ENSMUSP00000020381
OG0004526	ENSP00000370023, ENSP00000493996, ENSP00000495353, ENSP00000493956, ENSP00000493761, ENSP00000493880, ENSP00000496185, ENSP00000495560, ENSP00000438039	ENSMUSP00000120976
OG0004527	ENSP00000352167, ENSP00000452078, ENSP00000450913, ENSP00000452446, ENSP00000452324	ENSMUSP00000021693
OG0004528	ENSP00000461531, ENSP00000459342, ENSP00000461509, ENSP00000458356, ENSP00000458766, ENSP00000458377, ENSP00000341517, ENSP00000461522, ENSP00000309794	ENSMUSP00000147182, ENSMUSP00000048516
OG0004529	ENSP00000484981, ENSP00000451260	ENSMUSP00000136449
OG0004529	ENSP00000452233, ENSP00000451860, ENSP00000450697	ENSMUSP00000046766
OG0004530	ENSP00000263904	ENSMUSP00000121898, ENSMUSP00000099820
OG0004530	ENSP00000366721, ENSP00000366746	ENSMUSP00000121228, ENSMUSP00000028050, ENSMUSP00000100025
OG0004531	ENSP00000425081, ENSP00000247933, ENSP00000422952, ENSP00000424227, ENSP00000424847, ENSP00000423685	ENSMUSP00000113190, ENSMUSP00000071577, ENSMUSP00000119624, ENSMUSP00000117694, ENSMUSP00000108182
OG0004533	ENSP00000325296	ENSMUSP00000045675
OG0004533	ENSP00000423926, ENSP00000424885, ENSP00000290431, ENSP00000423382, ENSP00000424725, ENSP00000425513	ENSMUSP00000127257, ENSMUSP00000014647
