Orthogroup	arabidopsis	mouse
OG0002975	AT2G39100.1	ENSMUSP00000138558, ENSMUSP00000108807, ENSMUSP00000117582, ENSMUSP00000070619, ENSMUSP00000076341, ENSMUSP00000108805
OG0002976	AT5G16740.1, AT2G41190.1, AT3G09340.1, AT3G09330.1, AT5G02170.1, AT5G02180.1, AT3G54830.1, AT2G39130.1, AT5G15240.1, AT3G28960.1	ENSMUSP00000036299
OG0002977	AT3G55280.1, AT2G39460.1	ENSMUSP00000099541, ENSMUSP00000100805
OG0002979	AT2G40590.1, AT2G40510.1, AT3G56340.1	ENSMUSP00000026420
OG0002980	AT2G40730.1	ENSMUSP00000025890
OG0002981	AT2G40780.1	ENSMUSP00000025759
OG0002982	AT4G10650.1, AT2G41670.1	ENSMUSP00000147668, ENSMUSP00000036491
OG0002982	AT4G02790.1	ENSMUSP00000147754
OG0002983	AT2G42680.1, AT3G58680.1, AT3G24500.1	ENSMUSP00000015236
OG0002984	AT2G42740.1, AT5G45775.2, AT3G58700.1, AT4G18730.1	ENSMUSP00000099595, ENSMUSP00000121108
OG0002985	ATCG01310.1, ATCG00830.1, AT2G44065.1	ENSMUSP00000002844, ENSMUSP00000109057, ENSMUSP00000109056
OG0002986	AT5G09550.1, AT3G59920.1, AT2G44100.1	ENSMUSP00000152075, ENSMUSP00000152454, ENSMUSP00000062996, ENSMUSP00000015435
OG0002987	AT5G23600.1, AT2G45330.1	ENSMUSP00000085555
OG0002988	AT2G47510.1, AT5G50950.1	ENSMUSP00000027810
OG0002989	AT3G29160.1, AT3G01090.2, AT5G39440.1	ENSMUSP00000030243, ENSMUSP00000154562, ENSMUSP00000063166
OG0002990	AT3G02820.2	ENSMUSP00000150909, ENSMUSP00000150350, ENSMUSP00000150808, ENSMUSP00000149833, ENSMUSP00000034964
OG0002991	AT3G03250.2, AT5G17310.2	ENSMUSP00000099939, ENSMUSP00000056324
OG0002992	AT5G49460.1, AT3G06650.1	ENSMUSP00000007131, ENSMUSP00000127632, ENSMUSP00000103012
OG0002993	AT3G09820.1, AT5G03300.1	ENSMUSP00000153265, ENSMUSP00000047665, ENSMUSP00000153089
OG0002994	AT3G10950.1, AT3G60245.1	ENSMUSP00000058919
OG0002995	AT5G08100.1, AT3G16150.1	ENSMUSP00000051709
OG0002996	AT3G19190.2	ENSMUSP00000144551, ENSMUSP00000046412, ENSMUSP00000114998, ENSMUSP00000144525, ENSMUSP00000152527, ENSMUSP00000037441
OG0002997	AT3G19840.1	ENSMUSP00000124476, ENSMUSP00000134458, ENSMUSP00000025375
OG0002998	AT3G47180.1, AT3G19910.1, AT3G63530.1	ENSMUSP00000034739, ENSMUSP00000109225, ENSMUSP00000149445, ENSMUSP00000149501
OG0002999	AT3G55520.1	ENSMUSP00000144471, ENSMUSP00000144460, ENSMUSP00000043193, ENSMUSP00000144381
OG0003000	AT3G26720.1, AT5G13980.1, AT5G66150.1	ENSMUSP00000034121
OG0003001	AT3G42050.1	ENSMUSP00000141797, ENSMUSP00000040756, ENSMUSP00000141636
OG0003002	AT5G60230.2, AT3G45590.1, AT3G45577.1	ENSMUSP00000038211, ENSMUSP00000145431
OG0003003	AT3G48710.1, AT5G63550.2, AT4G26630.1, AT5G55660.1	ENSMUSP00000121663, ENSMUSP00000114392, ENSMUSP00000021807
OG0003004	AT5G23740.1, AT3G48930.1, AT4G30800.1	ENSMUSP00000147630, ENSMUSP00000003521, ENSMUSP00000147907
OG0003005	AT3G49410.1, AT5G24450.1	ENSMUSP00000109521, ENSMUSP00000028157, ENSMUSP00000135165
OG0003006	AT3G52640.2	ENSMUSP00000003550
OG0003007	AT5G27700.1, AT3G53890.1	ENSMUSP00000058432
OG0003008	AT3G56900.1	ENSMUSP00000155778, ENSMUSP00000155734, ENSMUSP00000155527, ENSMUSP00000044604, ENSMUSP00000155757, ENSMUSP00000155299
OG0003009	AT5G28350.1, AT3G61480.2, AT5G28442.1	ENSMUSP00000124727, ENSMUSP00000043437, ENSMUSP00000125709
OG0003010	AT5G58040.1, AT3G66652.1	ENSMUSP00000079059, ENSMUSP00000109163, ENSMUSP00000109164, ENSMUSP00000109162, ENSMUSP00000113995
OG0003011	AT4G01710.1, AT5G65274.1	ENSMUSP00000108483, ENSMUSP00000095143, ENSMUSP00000076933, ENSMUSP00000088516
OG0003012	AT4G04880.2	ENSMUSP00000106293, ENSMUSP00000106290, ENSMUSP00000028702, ENSMUSP00000113052, ENSMUSP00000067133
OG0003013	AT4G04910.1	ENSMUSP00000099364
OG0003015	AT4G09650.1, AT5G13450.1	ENSMUSP00000156380, ENSMUSP00000023677, ENSMUSP00000125172, ENSMUSP00000156308, ENSMUSP00000118216
OG0003016	AT4G10090.1	ENSMUSP00000143595, ENSMUSP00000143622, ENSMUSP00000142823, ENSMUSP00000069017
OG0003017	AT4G10320.1	ENSMUSP00000130058, ENSMUSP00000126806, ENSMUSP00000132082, ENSMUSP00000048096
OG0003018	AT4G10920.1	ENSMUSP00000106130, ENSMUSP00000022816
OG0003019	AT4G16970.1	ENSMUSP00000113385, ENSMUSP00000112392, ENSMUSP00000075792, ENSMUSP00000031221, ENSMUSP00000119612
OG0003020	AT4G24900.1	ENSMUSP00000148874, ENSMUSP00000149229, ENSMUSP00000053216, ENSMUSP00000150949, ENSMUSP00000149682, ENSMUSP00000151113, ENSMUSP00000151118, ENSMUSP00000148979
OG0003021	AT5G53530.1, AT4G27690.1	ENSMUSP00000101087, ENSMUSP00000090130, ENSMUSP00000151888, ENSMUSP00000034470
OG0003022	AT4G31120.1	ENSMUSP00000023873
OG0003023	AT4G31400.1	ENSMUSP00000111530, ENSMUSP00000095274, ENSMUSP00000157382, ENSMUSP00000025142, ENSMUSP00000157069, ENSMUSP00000022613
OG0003024	AT4G32930.2	ENSMUSP00000119309, ENSMUSP00000115797, ENSMUSP00000117717, ENSMUSP00000119565, ENSMUSP00000113866, ENSMUSP00000102338, ENSMUSP00000113991, ENSMUSP00000114234, ENSMUSP00000102337
OG0003025	AT4G33925.1	ENSMUSP00000072688
OG0003026	AT4G34412.1	ENSMUSP00000109382, ENSMUSP00000109381, ENSMUSP00000063927, ENSMUSP00000144160, ENSMUSP00000086998, ENSMUSP00000144660, ENSMUSP00000109380, ENSMUSP00000144588, ENSMUSP00000117259
OG0003027	AT4G35530.1	ENSMUSP00000072018, ENSMUSP00000151930
OG0003028	AT4G36220.1	ENSMUSP00000102693, ENSMUSP00000095587, ENSMUSP00000121962, ENSMUSP00000030305, ENSMUSP00000132180, ENSMUSP00000134591, ENSMUSP00000134331, ENSMUSP00000133811, ENSMUSP00000050464, ENSMUSP00000030299, ENSMUSP00000030303
OG0003029	AT4G36980.4	ENSMUSP00000147069, ENSMUSP00000083205, ENSMUSP00000147103, ENSMUSP00000146982, ENSMUSP00000146794
OG0003030	AT4G38440.1	ENSMUSP00000106420, ENSMUSP00000037275, ENSMUSP00000097127, ENSMUSP00000138873, ENSMUSP00000138619
OG0003031	AT5G06120.1	ENSMUSP00000099879, ENSMUSP00000154350, ENSMUSP00000022696, ENSMUSP00000129504, ENSMUSP00000153855
OG0003032	AT5G06830.1	ENSMUSP00000099441, ENSMUSP00000114849, ENSMUSP00000123113, ENSMUSP00000114724, ENSMUSP00000114661
OG0003033	AT5G09880.1	ENSMUSP00000029149, ENSMUSP00000119298, ENSMUSP00000105216, ENSMUSP00000117462, ENSMUSP00000116820
OG0003034	AT5G59770.1, AT5G10480.3	ENSMUSP00000110401, ENSMUSP00000088998, ENSMUSP00000141406, ENSMUSP00000074397, ENSMUSP00000060462
OG0003035	AT5G11500.1	ENSMUSP00000022614
OG0003036	AT5G11980.1	ENSMUSP00000137677, ENSMUSP00000034391, ENSMUSP00000093173
OG0003037	AT5G18200.1	ENSMUSP00000103673, ENSMUSP00000081745
OG0003038	AT5G26040.2	ENSMUSP00000043828, ENSMUSP00000121624
OG0003039	AT5G27970.2	ENSMUSP00000073462, ENSMUSP00000037568, ENSMUSP00000131052, ENSMUSP00000151951
OG0003040	AT5G35430.1	ENSMUSP00000148963, ENSMUSP00000149745, ENSMUSP00000149024, ENSMUSP00000064840, ENSMUSP00000149867
OG0003041	AT5G36790.1, AT5G36700.1, AT5G47760.1	ENSMUSP00000086796, ENSMUSP00000052866
OG0003042	AT5G38460.1	ENSMUSP00000155066, ENSMUSP00000095574
OG0003043	AT5G42890.1	ENSMUSP00000102312, ENSMUSP00000028918
OG0003044	AT5G43430.4	ENSMUSP00000145650, ENSMUSP00000145493, ENSMUSP00000145672, ENSMUSP00000145061, ENSMUSP00000145608, ENSMUSP00000004729
OG0003045	AT5G44200.1	ENSMUSP00000023460, ENSMUSP00000156386
OG0003046	AT5G49880.1	ENSMUSP00000031534
OG0003047	AT5G50870.2	ENSMUSP00000144580, ENSMUSP00000144308, ENSMUSP00000144366, ENSMUSP00000144428, ENSMUSP00000144060, ENSMUSP00000143941, ENSMUSP00000122471
OG0003048	AT5G50930.1	ENSMUSP00000030815, ENSMUSP00000135536, ENSMUSP00000030813, ENSMUSP00000134756, ENSMUSP00000121878, ENSMUSP00000101320, ENSMUSP00000101321
OG0003049	AT5G51970.1	ENSMUSP00000106180
OG0003050	AT5G52220.1	ENSMUSP00000135221, ENSMUSP00000135688, ENSMUSP00000135029, ENSMUSP00000135077
OG0003051	AT5G53480.1	ENSMUSP00000001479
OG0003052	AT5G54750.2	ENSMUSP00000151285, ENSMUSP00000093432, ENSMUSP00000030660
OG0003053	AT5G55100.2	ENSMUSP00000143640, ENSMUSP00000142464, ENSMUSP00000062413
OG0003054	AT5G57950.2	ENSMUSP00000098295, ENSMUSP00000143635
OG0003055	AT5G58130.1	ENSMUSP00000152517, ENSMUSP00000152186, ENSMUSP00000152324
OG0003056	AT5G58575.1	ENSMUSP00000072967, ENSMUSP00000102750, ENSMUSP00000122610, ENSMUSP00000102752, ENSMUSP00000121917
OG0003057	AT5G60190.1	ENSMUSP00000150601, ENSMUSP00000129441, ENSMUSP00000054509, ENSMUSP00000137228, ENSMUSP00000149463, ENSMUSP00000150192
OG0003058	AT5G61770.2	ENSMUSP00000149658, ENSMUSP00000004203
OG0003059	AT5G63220.1	ENSMUSP00000116975, ENSMUSP00000117473, ENSMUSP00000106502, ENSMUSP00000026976
OG0003060	AT5G63520.1	ENSMUSP00000122828, ENSMUSP00000117341, ENSMUSP00000119304, ENSMUSP00000117106, ENSMUSP00000034859
OG0003272	AT4G00520.2, AT1G01710.1	ENSMUSP00000099383, ENSMUSP00000017451
OG0003274	AT1G54590.1, AT1G03140.1	ENSMUSP00000041428, ENSMUSP00000141457, ENSMUSP00000116495
OG0003275	AT4G13110.1, AT1G03350.1	ENSMUSP00000048742, ENSMUSP00000122257
OG0003276	AT1G03360.1	ENSMUSP00000118770, ENSMUSP00000043519, ENSMUSP00000141404
OG0003282	AT1G06110.1	ENSMUSP00000106765, ENSMUSP00000099625, ENSMUSP00000106766, ENSMUSP00000028603
OG0003283	AT1G06790.1	ENSMUSP00000155181, ENSMUSP00000023113
OG0003286	AT1G08840.3	ENSMUSP00000090119, ENSMUSP00000115750
OG0003287	AT1G09920.1	ENSMUSP00000091583
OG0003288	AT3G57940.1, AT1G10490.1	ENSMUSP00000028608
OG0003289	AT1G11880.1	ENSMUSP00000065601, ENSMUSP00000050647
OG0003290	AT5G24520.1, AT1G12910.1, AT3G26640.1	ENSMUSP00000058168
OG0003291	AT4G37040.1, AT3G25740.1, AT1G13270.1	ENSMUSP00000048190
OG0003291	AT2G45240.1	ENSMUSP00000029804
OG0003292	AT5G19610.1, AT5G39500.1, AT1G13980.1	ENSMUSP00000134762, ENSMUSP00000026254, ENSMUSP00000135062, ENSMUSP00000135847
OG0003293	AT1G14570.1	ENSMUSP00000156376, ENSMUSP00000110804
OG0003294	AT5G06520.1, AT3G49130.1, AT5G06890.1, AT5G12280.1, AT3G27600.1, AT4G16200.1, AT1G14650.1, AT1G14640.1	ENSMUSP00000002198
OG0003296	AT1G15250.1, AT3G16080.1, AT1G52300.1	ENSMUSP00000046506
OG0003297	AT1G16890.3, AT1G78870.2	ENSMUSP00000096932
OG0003298	AT1G73030.1, AT1G17730.1	ENSMUSP00000113588, ENSMUSP00000147285, ENSMUSP00000000759
OG0003299	AT1G18040.1, AT1G73690.1, AT1G66750.1	ENSMUSP00000153369, ENSMUSP00000088845
OG0003300	AT1G19140.2	ENSMUSP00000148339, ENSMUSP00000034234, ENSMUSP00000124695
OG0003302	AT1G22200.1, AT1G36050.1	ENSMUSP00000006035, ENSMUSP00000119051, ENSMUSP00000115912, ENSMUSP00000086025
OG0003303	AT5G63190.1, AT3G48390.1, AT4G24800.1, AT1G22730.1	ENSMUSP00000025931, ENSMUSP00000073975, ENSMUSP00000133135
OG0003305	AT1G67490.1, AT1G24320.1	ENSMUSP00000032114
OG0003306	AT3G61990.1, AT3G62000.2, AT1G24735.2, AT1G67990.1, AT1G67980.1, AT4G34050.3, AT4G26220.1	ENSMUSP00000119330, ENSMUSP00000134830
OG0003308	AT5G51110.1, AT1G29810.1	ENSMUSP00000151542, ENSMUSP00000020298, ENSMUSP00000115392, ENSMUSP00000021958
OG0003309	AT1G30825.1, AT2G33385.2	ENSMUSP00000109450, ENSMUSP00000109451, ENSMUSP00000006467
OG0003311	AT1G32810.2, AT4G10600.1	ENSMUSP00000117373, ENSMUSP00000120665, ENSMUSP00000121780, ENSMUSP00000099064, ENSMUSP00000018716
OG0003312	AT4G35490.1	ENSMUSP00000025836
OG0003314	AT1G33980.2	ENSMUSP00000037354, ENSMUSP00000075614, ENSMUSP00000121631
OG0003315	AT1G35660.1	ENSMUSP00000134967, ENSMUSP00000134801, ENSMUSP00000059166, ENSMUSP00000115641
OG0003317	AT1G36980.1	ENSMUSP00000101489, ENSMUSP00000030626, ENSMUSP00000023686
OG0003318	AT1G42470.1, AT4G38350.2	ENSMUSP00000004505, ENSMUSP00000025279
OG0003321	AT1G48175.1	ENSMUSP00000019944
OG0003322	AT1G49040.1	ENSMUSP00000033058, ENSMUSP00000126217, ENSMUSP00000132072, ENSMUSP00000115740, ENSMUSP00000122386, ENSMUSP00000130476, ENSMUSP00000129805, ENSMUSP00000127105
OG0003324	AT1G49850.1, AT2G15580.1, AT3G58720.3	ENSMUSP00000139130, ENSMUSP00000150893, ENSMUSP00000040478, ENSMUSP00000129843, ENSMUSP00000058630, ENSMUSP00000105823
OG0003325	AT1G49880.1	ENSMUSP00000049186, ENSMUSP00000157329, ENSMUSP00000157116, ENSMUSP00000157249, ENSMUSP00000157365
OG0003327	AT1G51160.1	ENSMUSP00000050153, ENSMUSP00000099662, ENSMUSP00000099661, ENSMUSP00000104302
OG0003328	AT1G51310.1	ENSMUSP00000125266, ENSMUSP00000023019
OG0003329	AT1G51730.1	ENSMUSP00000019917
OG0003330	AT1G52500.2	ENSMUSP00000152963, ENSMUSP00000153441, ENSMUSP00000045200, ENSMUSP00000153633
OG0003331	AT1G53900.2, AT1G53880.1, AT1G72340.2	ENSMUSP00000118760, ENSMUSP00000122923, ENSMUSP00000031334
OG0003332	AT1G55300.2	ENSMUSP00000065645, ENSMUSP00000096867, ENSMUSP00000108849, ENSMUSP00000009740
OG0003334	AT1G59520.4	ENSMUSP00000128699, ENSMUSP00000037011
OG0003335	AT1G60200.1	ENSMUSP00000138565, ENSMUSP00000138572, ENSMUSP00000048470
OG0003336	AT3G54350.1, AT1G75530.1, AT1G60700.1	ENSMUSP00000131407, ENSMUSP00000155008, ENSMUSP00000043901
OG0003337	AT1G61000.1	ENSMUSP00000106999, ENSMUSP00000028000, ENSMUSP00000141427, ENSMUSP00000141319
OG0003338	AT1G61050.2, AT2G38150.1, AT2G38152.1, AT3G09020.1, AT5G01250.1	ENSMUSP00000155672, ENSMUSP00000129719, ENSMUSP00000057999
OG0003339	AT1G63800.1, AT5G41340.1, AT2G46030.3	ENSMUSP00000092121, ENSMUSP00000100058
OG0003340	AT1G64350.1	ENSMUSP00000025421
OG0003341	AT3G45950.1, AT1G65660.1, AT4G37120.1	ENSMUSP00000122142, ENSMUSP00000116609, ENSMUSP00000137281, ENSMUSP00000020681
OG0003343	AT1G66680.1	ENSMUSP00000113039, ENSMUSP00000140096, ENSMUSP00000140277, ENSMUSP00000033257
OG0003344	AT1G68080.1	ENSMUSP00000038056, ENSMUSP00000119695, ENSMUSP00000099723, ENSMUSP00000030393, ENSMUSP00000112504, ENSMUSP00000080312
OG0003345	AT1G68990.2, AT5G15700.2, AT2G24120.1	ENSMUSP00000124230, ENSMUSP00000124936, ENSMUSP00000124556, ENSMUSP00000020580
OG0003346	AT3G27830.1, AT3G27850.1, AT3G27840.1, AT4G37660.1, AT3G06040.1, AT2G03130.1, AT1G70190.1, AT4G36420.1	ENSMUSP00000044417
OG0003347	AT1G71220.3	ENSMUSP00000133772, ENSMUSP00000123327, ENSMUSP00000121249, ENSMUSP00000117738, ENSMUSP00000037930, ENSMUSP00000134078
OG0003348	AT1G71350.1	ENSMUSP00000137887, ENSMUSP00000138061, ENSMUSP00000063894, ENSMUSP00000137678, ENSMUSP00000108065, ENSMUSP00000067461
OG0003349	AT1G71840.1	ENSMUSP00000139411, ENSMUSP00000136644, ENSMUSP00000006462, ENSMUSP00000140427
OG0003350	AT1G71990.1	ENSMUSP00000106156, ENSMUSP00000040370, ENSMUSP00000125265, ENSMUSP00000069816, ENSMUSP00000124437
OG0003351	AT1G79900.1	ENSMUSP00000121596, ENSMUSP00000122076, ENSMUSP00000121602, ENSMUSP00000025732, ENSMUSP00000117220
OG0003352	AT1G79915.1	ENSMUSP00000114563, ENSMUSP00000044108, ENSMUSP00000120894
OG0003353	AT1G80070.1, AT4G38780.1	ENSMUSP00000099568, ENSMUSP00000115635, ENSMUSP00000018449
OG0003354	AT5G35590.1, AT2G05840.1	ENSMUSP00000124781, ENSMUSP00000021412
OG0003355	ATMG00285.1	ENSMUSP00000080992
OG0003356	AT2G11000.1	ENSMUSP00000129049, ENSMUSP00000132674, ENSMUSP00000126079, ENSMUSP00000022038, ENSMUSP00000128097, ENSMUSP00000127270, ENSMUSP00000127466
OG0003357	AT2G13440.1	ENSMUSP00000034896
OG0003358	AT4G34450.1, AT2G16200.2	ENSMUSP00000109237, ENSMUSP00000038368, ENSMUSP00000126726
OG0003359	AT2G16360.1, AT4G34555.1, AT4G39200.1, AT2G21580.1	ENSMUSP00000148977, ENSMUSP00000149401, ENSMUSP00000079180
OG0003360	AT3G51090.1, AT2G16460.1	ENSMUSP00000082090, ENSMUSP00000032842, ENSMUSP00000021800
OG0003361	AT2G27775.2, AT3G25210.1, AT5G27300.1, AT2G27790.1, AT2G27800.1	ENSMUSP00000112547, ENSMUSP00000040952
OG0003361	AT4G01400.1, AT2G16880.1	ENSMUSP00000135709
OG0003362	AT4G36800.1, AT2G18600.1	ENSMUSP00000005714, ENSMUSP00000122638, ENSMUSP00000120234, ENSMUSP00000132604
OG0003363	AT2G20635.1	ENSMUSP00000028858
OG0003364	AT2G20930.1	ENSMUSP00000015157
OG0003365	AT4G38930.2, AT2G21270.3, AT2G29070.2	ENSMUSP00000111241, ENSMUSP00000005394
OG0003366	AT2G22010.2	ENSMUSP00000124824, ENSMUSP00000125695, ENSMUSP00000125745, ENSMUSP00000040803, ENSMUSP00000124548, ENSMUSP00000136953, ENSMUSP00000125495
OG0003367	AT2G22425.1, AT4G40042.1	ENSMUSP00000154282, ENSMUSP00000139654, ENSMUSP00000154167, ENSMUSP00000154169, ENSMUSP00000154732
OG0003368	AT5G09470.1, AT4G24570.1, AT2G22500.1, AT5G19760.1	ENSMUSP00000014750, ENSMUSP00000114685, ENSMUSP00000120900
OG0003369	AT2G22690.1, AT4G37880.1, AT5G09630.1	ENSMUSP00000001081, ENSMUSP00000118594, ENSMUSP00000115130, ENSMUSP00000002292
OG0003370	AT2G23930.1, AT3G11500.1	ENSMUSP00000137416, ENSMUSP00000086987
OG0003371	AT2G24490.1, AT3G02920.1	ENSMUSP00000123780, ENSMUSP00000099621
OG0003372	AT3G02190.1, AT4G31985.1, AT2G25210.1	ENSMUSP00000110886, ENSMUSP00000041794, ENSMUSP00000112791
OG0003373	AT2G31740.1	ENSMUSP00000028017, ENSMUSP00000135879
OG0003373	AT3G60910.1, AT3G17365.2, AT5G04610.1	ENSMUSP00000135822, ENSMUSP00000124267
OG0003374	AT2G32080.1	ENSMUSP00000065002, ENSMUSP00000059404, ENSMUSP00000136957
OG0003375	AT2G34570.1	ENSMUSP00000050603, ENSMUSP00000124832, ENSMUSP00000119261
OG0003376	AT2G35040.1	ENSMUSP00000027384
OG0003377	AT5G56610.1, AT2G35680.1	ENSMUSP00000150740, ENSMUSP00000155761
OG0003378	AT2G36305.1	ENSMUSP00000153695, ENSMUSP00000153448, ENSMUSP00000025823, ENSMUSP00000153303, ENSMUSP00000153100, ENSMUSP00000153024
OG0003379	AT3G59980.1	ENSMUSP00000142513, ENSMUSP00000142914, ENSMUSP00000142534, ENSMUSP00000029663
OG0003379	AT2G40660.1	ENSMUSP00000142365
OG0003380	AT2G41020.1	ENSMUSP00000111318, ENSMUSP00000111319, ENSMUSP00000033497, ENSMUSP00000123657, ENSMUSP00000114924
OG0003381	AT2G42780.1	ENSMUSP00000030427
OG0003382	AT2G44195.1, AT2G44200.1	ENSMUSP00000122738, ENSMUSP00000018685, ENSMUSP00000103205
OG0003383	AT2G44660.1	ENSMUSP00000095901
OG0003385	AT2G47610.1, AT3G62870.1	ENSMUSP00000138961, ENSMUSP00000099962
OG0003386	AT3G02680.1	ENSMUSP00000029879, ENSMUSP00000120829
OG0003387	AT4G32900.2, AT5G16870.1, AT3G03010.1	ENSMUSP00000103656, ENSMUSP00000103657
OG0003388	AT3G03100.1	ENSMUSP00000136313, ENSMUSP00000020209, ENSMUSP00000119625
OG0003389	AT3G04480.1	ENSMUSP00000060730, ENSMUSP00000028640, ENSMUSP00000099601
OG0003390	AT3G04600.1	ENSMUSP00000124625, ENSMUSP00000105474, ENSMUSP00000125320
OG0003391	AT5G39930.1, AT3G04680.1, AT5G39920.1	ENSMUSP00000028475, ENSMUSP00000129300
OG0003392	AT3G04820.1	ENSMUSP00000114588, ENSMUSP00000113801, ENSMUSP00000123129, ENSMUSP00000122033
OG0003393	AT3G06110.2	ENSMUSP00000020118, ENSMUSP00000133511, ENSMUSP00000126984
OG0003394	AT3G07080.1, AT4G32140.1	ENSMUSP00000140918, ENSMUSP00000139639, ENSMUSP00000027580
OG0003395	AT3G22845.1, AT3G07680.1	ENSMUSP00000054834, ENSMUSP00000115169, ENSMUSP00000120809
OG0003396	AT3G08980.1	ENSMUSP00000116441, ENSMUSP00000079055, ENSMUSP00000118779
OG0003397	AT3G09470.2	ENSMUSP00000082032, ENSMUSP00000155918, ENSMUSP00000064469, ENSMUSP00000156756, ENSMUSP00000156970
OG0003398	AT3G11450.1, AT5G06110.1	ENSMUSP00000110846, ENSMUSP00000110847, ENSMUSP00000110849, ENSMUSP00000030771
OG0003399	AT3G11710.1	ENSMUSP00000090808, ENSMUSP00000126268, ENSMUSP00000034426
OG0003400	AT3G44200.1, AT3G63280.4, AT3G20860.1, AT3G12200.2	ENSMUSP00000154606, ENSMUSP00000108523, ENSMUSP00000027931, ENSMUSP00000149034
OG0003402	AT3G12480.1, AT5G19490.1	ENSMUSP00000109304, ENSMUSP00000025853, ENSMUSP00000121162, ENSMUSP00000109303, ENSMUSP00000133692
OG0003403	AT3G13050.1	ENSMUSP00000093743, ENSMUSP00000117724, ENSMUSP00000050730
OG0003404	AT3G20390.2	ENSMUSP00000022946
OG0003405	AT3G20740.1	ENSMUSP00000146812, ENSMUSP00000102853, ENSMUSP00000146892
OG0003406	AT3G22590.1	ENSMUSP00000018337
OG0003407	AT3G56150.1, AT3G22860.1	ENSMUSP00000032992
OG0003408	AT3G25100.1	ENSMUSP00000094753, ENSMUSP00000000028, ENSMUSP00000111248
OG0003409	AT5G65165.1, AT3G27380.1, AT5G40650.1	ENSMUSP00000010007
OG0003410	AT3G27430.2, AT5G40580.1	ENSMUSP00000034369, ENSMUSP00000028083
OG0003411	AT3G28430.1	ENSMUSP00000114577, ENSMUSP00000111494, ENSMUSP00000040267, ENSMUSP00000111493, ENSMUSP00000123189, ENSMUSP00000111490, ENSMUSP00000065423, ENSMUSP00000111489
OG0003412	AT3G28700.1	ENSMUSP00000024887, ENSMUSP00000156412, ENSMUSP00000156899
OG0003413	AT4G32640.1, AT3G44340.1	ENSMUSP00000035823, ENSMUSP00000153434, ENSMUSP00000045955
OG0003414	AT5G62410.1, AT3G47460.2	ENSMUSP00000099979, ENSMUSP00000113940
OG0003416	AT5G52240.1, AT3G48890.1	ENSMUSP00000073061, ENSMUSP00000056643
OG0003417	AT5G41970.1, AT3G49320.1	ENSMUSP00000001331, ENSMUSP00000109312, ENSMUSP00000129494
OG0003418	AT3G51260.1, AT5G66140.1	ENSMUSP00000157022, ENSMUSP00000042590, ENSMUSP00000156190, ENSMUSP00000029082
OG0003419	AT3G51800.2	ENSMUSP00000114434, ENSMUSP00000026425
OG0003420	AT3G55860.1	ENSMUSP00000137357, ENSMUSP00000049156
OG0003421	AT3G56160.1	ENSMUSP00000147396, ENSMUSP00000147724, ENSMUSP00000147659, ENSMUSP00000034111, ENSMUSP00000148199
OG0003422	AT3G57090.1, AT5G12390.1	ENSMUSP00000106726, ENSMUSP00000106723, ENSMUSP00000019198
OG0003423	AT3G61140.1	ENSMUSP00000097711, ENSMUSP00000112007, ENSMUSP00000133855, ENSMUSP00000147152
OG0003424	AT5G52520.1, AT5G10880.1, AT3G62120.1, AT5G26710.1	ENSMUSP00000045841
OG0003425	AT3G63480.1	ENSMUSP00000028102, ENSMUSP00000151402, ENSMUSP00000096775, ENSMUSP00000130750, ENSMUSP00000025083
OG0003426	AT4G02580.1	ENSMUSP00000137940, ENSMUSP00000024909, ENSMUSP00000121557
OG0003427	AT4G03560.1	ENSMUSP00000146952, ENSMUSP00000125262, ENSMUSP00000147178, ENSMUSP00000147224, ENSMUSP00000146538, ENSMUSP00000146736, ENSMUSP00000061308
OG0003428	AT4G04870.1	ENSMUSP00000028835, ENSMUSP00000132682, ENSMUSP00000129137
OG0003429	AT4G10790.1	ENSMUSP00000121606, ENSMUSP00000026991, ENSMUSP00000121182, ENSMUSP00000123026, ENSMUSP00000116612, ENSMUSP00000120594
OG0003430	AT4G11970.1	ENSMUSP00000122491, ENSMUSP00000113000, ENSMUSP00000113951, ENSMUSP00000039133
OG0003431	AT4G14570.1	ENSMUSP00000142150, ENSMUSP00000080058, ENSMUSP00000141856
OG0003432	AT4G17190.1, AT5G47770.1	ENSMUSP00000080531, ENSMUSP00000142770, ENSMUSP00000142669
OG0003433	AT4G17910.4	ENSMUSP00000103715, ENSMUSP00000064547
OG0003434	AT4G19003.1	ENSMUSP00000102901, ENSMUSP00000131026, ENSMUSP00000097981, ENSMUSP00000007533, ENSMUSP00000042088, ENSMUSP00000114100
OG0003435	AT4G21150.1	ENSMUSP00000029171, ENSMUSP00000112081
OG0003436	AT4G22350.2, AT4G22285.1, AT4G22410.1	ENSMUSP00000141203, ENSMUSP00000064515
OG0003437	AT4G24690.1	ENSMUSP00000119900, ENSMUSP00000102836, ENSMUSP00000102831, ENSMUSP00000099387, ENSMUSP00000099388, ENSMUSP00000071467, ENSMUSP00000102830, ENSMUSP00000102826, ENSMUSP00000133619
OG0003438	AT4G27040.1	ENSMUSP00000006217, ENSMUSP00000103328
OG0003439	AT5G53540.1, AT4G27680.1	ENSMUSP00000069962
OG0003440	AT4G33410.1	ENSMUSP00000031530
OG0003441	AT4G34340.1	ENSMUSP00000156629, ENSMUSP00000063201, ENSMUSP00000156668
